"","strain","rep","a","b","z","AIC","N.obs"
"87","KBS0727","3","15.2803632440957","0.700132202227439","1.55308617833511","206.794868860032","54"
"88","KBS0727","4","11.7408272585699","0.651917900831077","1.47548602451037","157.863991030497","42"
"89","KBS0801","1","29.7871542864078","0.570561309988683","0.737167457124751","104.031480738548","44"
"90","KBS0801","2","25.2763669986262","0.556695269061455","0.714669096416174","101.305617272967","44"
"91","KBS0801","3","25.7926393860597","0.552683274659608","0.913459414453118","122.905659629987","44"
"92","KBS0801","4","63.8108738947654","0.693004534867913","1.0278008755366","130.391115222109","43"
"93","KBS0802","1","5.39610015149686","0.421948262366496","1.62790665527564","257.630085480631","66"
"94","KBS0802","2","4.53349150417438","0.403696629259194","1.75262067269996","267.363918495918","66"
"95","KBS0802","3","6.67404044411606","0.43959634009492","1.64865822790301","259.299993057265","66"
"96","KBS0802","4","6.0377456602531","0.43293604745193","1.77044853901695","264.718465470923","65"
"97","KBS0812","1","371926.632251891","0.143800735488994","0.326394479501541","46.1062213207067","67"
"98","KBS0812","2","26551.2156282938","0.603353439035324","0.324391243171935","45.286166557052","67"
"99","KBS0812","3","24238.5156067062","0.52957739209423","0.373588000643459","64.2057887219245","67"
"100","KBS0812","4","9263991475.28429","0.100759662238973","0.412880192360696","77.6234726622928","67"
