strain rep decay evolvability N0
KBS0704 11 0.366375225621373 0 6.33639015769713
KBS0704 12 0.3497485248208 0 6.19708933637526
KBS0705 1 0.016529593518121 -1.94183897896631e-05 7.22693113730117
KBS0705 2 0.00811354723761891 -7.30622457642348e-06 6.71500242162034
KBS0705 3 0.0019859446288215 0 5.98915519526768
KBS0705 4 0.00962733950760951 -7.35986749615806e-06 6.79029023351657
KBS0706 1 0.00183016677573761 0 6.3593328334491
KBS0706 2 0.00199142644372175 0 6.4171541172444
KBS0706 3 0.0016102842222855 0 6.35479948325481
KBS0706 4 0.00166729016048693 0 6.27313447501566
KBS0707 1 0.00513155562876056 -3.93123305178117e-06 5.64476300486356
KBS0707 2 0.00646023174375812 -5.52042392916133e-06 5.68490826297582
KBS0707 3 0.0073462637501411 -6.09912284329605e-06 5.72181524058372
KBS0707 4 0.00592429115620184 -4.81044363768277e-06 5.66404982513052
KBS0710 1 0.00700973601614746 -4.09978164646844e-06 7.09769744268607
KBS0710 2 0.00704993706241936 -4.45125202963365e-06 7.02580249393814
KBS0710 3 0.00855873609646938 -5.1099893449368e-06 7.01522079288905
KBS0710 4 0.00430473127871675 0 6.2717618199743
KBS0711 1 0.00867971438788276 -6.31795178042081e-06 6.51224621579475
KBS0711 2 0.00760875001567958 -5.5006419577287e-06 6.33633644114194
KBS0711 3 0.00802793197738684 -6.22422334976551e-06 6.44594170116412
KBS0711 4 0.0172824414120637 0 7.45403471197988
KBS0711 11 0.00107921652856136 0 5.23981703895673
KBS0711 12 0.0131767216730686 0 7.3413440527537
KBS0711 10 0.00131219057614827 0 5.30108671084349
KBS0711W 1 0.00927461146854749 -8.16592589675523e-06 6.61613845423464
KBS0711W 2 0.0121108075685166 -1.04453261290264e-05 6.84234427656441
KBS0711W 3 0.0102790445512809 -9.49731152807178e-06 6.64969481480873
KBS0711W 4 0.00794854420358961 -7.10718198800785e-06 6.29228393428926
KBS0712 1 0.00240894207880739 0 6.64901858763833
KBS0712 2 0.00160759067230994 0 6.44383346978629
KBS0712 3 0.00187906952255382 0 6.49306744800251
KBS0712 4 0.00104679718916043 0 6.43275417816182
KBS0713 3 0.00689495618201177 -5.92628722711321e-06 6.8294008031731
KBS0713 4 0.00749018431722901 -6.05112970403887e-06 6.89963530032176
KBS0713 1 0.00665807243523264 -5.30846166592438e-06 6.71645515354871
KBS0713 2 0.00592202369966342 -3.98296542298673e-06 6.67848538606401
KBS0714 1 0.0211922122107397 0 5.17989924650404
KBS0714 2 0.0211023957061303 0 5.16779438312996
KBS0714 3 0.0204051340208314 0 5.11431418457683
KBS0714 4 0.0215350889560599 0 5.25684621989404
KBS0715 1 0.00582823153703028 -4.77307509131518e-06 5.83144482716094
KBS0715 2 0.00496042596177029 -3.76040397206045e-06 5.53209496703098
KBS0715 3 0.00593145438820604 -4.91054542442969e-06 5.68094390824394
KBS0715 4 0.00603942233932292 -4.80664832813174e-06 5.86999483565511
KBS0721 1 0.00665572434318334 -4.03260680202948e-06 6.09452468150065
KBS0721 2 0.00792514853979061 -5.84950683211575e-06 6.27236190600599
KBS0721 3 0.00743182157964198 -5.34730447198096e-06 6.11487507532544
KBS0721 4 0.00816854895107749 -5.86969904205014e-06 6.2260914479401
KBS0722 1 0.00205879856702796 0 6.75624470174086
KBS0722 2 0.0013878737706682 0 6.56729387197018
KBS0722 3 0.00165435021380875 0 6.68559078057572
KBS0722 4 0.00181963935654438 0 6.64346637212353
KBS0724 1 0.00990847595483579 -6.54524841223507e-06 6.79215781911725
KBS0724 2 0.00845752094189844 -5.2165258649516e-06 6.66998518747707
KBS0724 3 0.00760811844986995 -3.70682813004272e-06 6.55319186347765
KBS0724 4 0.0088018773605651 -5.32006896534016e-06 6.64523959670001
KBS0725 1 0.00829511437126954 0 6.78939039034666
KBS0725 2 0.00883509654081889 0 6.98131047007877
KBS0725 3 0.00929913651157852 0 7.02705686562561
KBS0725 4 0.00935598502578749 0 6.96229028217729
KBS0727 1 0.00594352177301472 0 6.45639202525128
KBS0727 2 0.00674602240094744 0 6.71699710665892
KBS0727 3 0.00789230318397715 0 6.83609534220646
KBS0727 4 0.0076924665967066 0 6.81917587971012
KBS0801 1 0.00555008190299497 -2.8394444051942e-06 7.71694538435455
KBS0801 2 0.00535136196540986 -2.51848887627361e-06 7.71316411068499
KBS0801 3 0.00290186312419409 0 7.38317586644911
KBS0801 4 0.00276269660132009 0 7.31756142620953
KBS0802 1 0.011637579509012 -8.99178410553045e-06 7.13197866889069
KBS0802 2 0.0110593754779209 -8.56194454657357e-06 7.00412557066129
KBS0802 3 0.0111357831854103 -8.38972265678711e-06 7.05292284414982
KBS0802 4 0.0111116268829056 -8.34308401474313e-06 7.09827731878173
KBS0812 1 2.96980516326945e-05 0 5.01178983509633
KBS0812 2 6.38329420106671e-05 0 5.1068606895824
KBS0812 3 7.9100207424177e-05 0 5.03861090584426
KBS0812 4 2.01707335040156e-05 0 4.96503066548357
KBS0816 1 0.0813496086809481 0 5.35213147970905
KBS0816 2 0.0801765961379837 0 5.2076089306589
KBS0816 3 0.0772237401672075 0 5.3830317113381
KBS0816 4 0.0799117754236571 0 4.99424871144103
