freq	total_cov	major_cov	minor_cov
0.317208767	63	43	20
0.317384243	63	43	20
0.358541012	44	26	16
0.312295437	44	30	14
0.227739334	22	17	5
0.240115643	25	19	6
0.377341747	61	38	23
0.263561249	72	53	19
0.227310181	70	54	16
0.240733147	70	53	17
0.357046604	70	45	25
0.299776554	70	49	21
0.153369904	70	59	11
0.276839256	47	34	13
0.276433468	47	34	13
0.338295937	50	33	17
0.339839458	50	33	17
0.33992672	50	33	17
0.244885921	49	37	12
0.244571209	49	37	12
0.110132694	71	63	8
0.128593922	62	54	8
0.322387695	31	21	10
0.262854576	57	42	15
0.263061523	57	42	15
0.353926182	48	31	17
0.4437747	45	25	20
0.416624069	48	28	20
0.360048294	50	32	18
0.282178402	43	30	12
0.27947855	43	31	12
0.199881077	30	24	6
0.199774265	30	24	6
0.199884415	30	24	6
0.199862957	30	24	6
0.583399296	12	7	5
0.583334923	12	7	5
0.582622051	12	7	5
0.468333721	15	8	7
0.437382221	16	9	7
0.389679909	18	11	7
0.259260178	27	20	7
0.255933762	28	20	7
0.27832365	28	19	7
0.235200405	30	21	7
0.232935905	30	23	7
0.233137608	30	23	7
0.0919318199	65	59	6
0.493862152	63	32	31
0.495787621	63	32	31
0.47114706	91	48	42
0.582286835	100	58	42
0.623543739	114	71	43
0.624853134	114	71	43
0.445305824	92	50	41
0.561830997	73	41	32
0.561517715	73	41	32
0.555469036	73	40	32
0.560782909	73	41	32
0.598592758	85	50	34
0.597962856	97	58	39
0.524440765	61	32	29
0.475356579	61	32	29
0.47363615	61	32	29
0.475697994	61	32	29
0.4198246	62	36	26
0.347883701	66	43	23
0.231822491	56	43	13
0.249937534	52	39	13
0.151885986	46	39	7
0.151760101	46	39	7
0.151980877	46	39	7
0.333620548	54	36	18
0.275535107	58	42	16
0.276642323	58	42	16
0.274702072	58	42	16
0.342001438	67	44	23
0.392832756	89	54	35
0.393159389	89	54	35
0.420473099	69	40	29
0.226669312	88	68	20
0.228870869	83	64	19
0.237832069	84	64	20
0.212180138	94	74	20
0.167381287	77	64	13
0.185296059	69	56	13
0.194075108	81	65	15
0.199672699	75	60	15
0.227000237	66	51	15
0.203110218	64	51	13
0.199459553	65	52	13
0.249587059	52	39	13
0.248925209	52	39	13
0.248485088	52	39	13
0.246983051	52	39	13
0.231089115	56	43	13
0.230924129	56	43	13
0.237441063	56	42	13
0.245070457	53	40	13
0.185535908	70	57	13
0.190976143	68	55	13
0.167724133	77	64	13
0.18551302	70	57	13
0.185648441	70	57	13
0.185306072	70	57	13
0.168690681	77	64	13
0.168745041	77	64	13
0.203235149	64	51	13
0.254729748	51	38	13
0.285590172	42	30	12
0.174720287	40	33	7
0.1745224	40	33	7
0.425961494	54	31	23
0.371053696	62	39	23
0.266116142	69	49	18
0.232240677	74	56	17
0.321467876	56	38	18
0.233804703	47	36	11
0.233076572	47	36	11
0.233766556	47	36	11
0.203325748	54	43	11
0.346923828	75	49	26
0.346525669	75	49	26
0.346447468	75	49	26
0.346230984	75	49	26
0.278840065	68	49	19
0.239311218	54	41	13
0.229351044	48	36	11
0.224381924	47	36	11
0.192121983	52	42	10
0.265134811	38	28	10
0.236963749	42	32	10
0.128326416	109	95	14
0.116905212	121	106	14
0.121869564	115	100	14
0.112987041	130	115	15
0.426289558	61	35	26
0.426776409	61	35	26
0.426475048	61	35	26
0.419933319	62	36	26
0.420214176	62	36	26
0.419522762	62	36	26
0.419239521	62	36	26
0.387843609	67	41	26
0.351223946	51	33	18
0.294148922	58	40	17
0.216868877	60	47	13
0.399832726	25	15	10
0.356910706	28	18	10
0.268853664	41	30	11
0.26808548	41	30	11
0.314182758	35	24	11
0.314816475	35	24	11
0.31415081	35	24	11
0.366625309	30	19	11
0.354778767	31	20	11
0.347517014	46	30	16
0.347625732	46	30	16
0.360370636	46	29	16
0.172229767	58	48	10
0.173159122	58	48	10
0.172309399	58	48	10
0.17143774	58	48	10
0.172670364	58	48	10
0.158372402	63	53	10
0.163618088	61	51	10
0.168652058	59	48	10
0.155975819	64	54	10
0.164684772	41	34	7
0.268434525	48	35	13
0.285851002	42	30	12
0.285179138	42	30	12
0.271487713	42	30	11
0.286064625	42	30	12
0.285594463	42	30	12
0.397041321	30	18	12
0.166581631	78	65	13
0.163250923	80	66	13
0.175584793	74	61	13
0.215997696	74	58	16
0.23532486	68	52	16
0.23512888	68	52	16
0.191073895	68	55	13
0.248997688	56	40	13
0.231942177	56	43	13
0.2857337	56	40	16
0.243761063	56	40	13
0.381074429	42	26	16
0.309416771	42	29	13
0.302384377	44	30	13
0.550017834	20	11	9
0.281867027	39	28	11
0.244266987	45	34	11
0.244360447	45	34	11
0.244170189	45	34	11
0.219921589	50	39	11
0.196180344	56	45	11
0.195978165	56	45	11
0.267682552	56	41	15
0.267520428	56	41	15
0.196116447	56	45	11
0.19634819	30	24	6
0.199682713	30	24	6
0.432424068	37	21	16
0.432458401	37	21	16
0.438262939	37	20	16
0.43242836	37	21	16
0.19429636	30	24	6
0.433607578	30	17	13
0.436828613	30	16	13
0.237896442	84	64	20
0.225249767	75	58	17
0.337141991	51	33	17
0.531093597	32	17	15
0.449923515	20	11	9
0.375161171	24	15	9
0.374849796	24	15	9
0.470695019	17	9	8
0.470703125	17	9	8
0.471038818	17	9	8
0.184824467	43	35	8
0.185945988	43	35	8
0.415083408	53	31	22
0.489459038	47	24	23
0.428113937	47	24	15
0.460754871	78	42	36
0.461447239	78	42	36
0.467836857	77	41	36
0.460833073	78	42	36
0.427772999	84	48	36
0.37323904	83	52	31
0.490785599	49	25	24
0.489980698	49	25	24
0.489324093	49	25	24
0.443768501	45	25	20
0.444344997	45	25	20
0.296006203	27	19	8
0.29616642	27	19	8
0.285531998	28	20	8
0.285586834	28	20	8
0.285579681	28	20	8
0.266534805	30	22	8
0.266586781	30	22	8
0.400008202	20	12	8
0.241923332	33	25	8
0.266789436	30	22	8
0.191969872	26	21	5
0.15362072	26	22	4
0.132998466	29	25	4
0.241731644	16	12	4
0.249910355	16	12	4
0.206522465	29	23	6
0.164816856	34	28	6
0.153307915	39	33	6
0.132918835	45	39	6
0.139173985	43	37	6
0.139119148	43	37	6
0.1391325	43	37	6
0.155266762	45	38	7
0.155341148	45	38	7
0.190271854	63	51	12
0.263516426	72	53	19
0.292178631	65	46	19
0.272379398	77	56	21
0.431361198	65	37	28
0.36358881	77	49	28
0.36359024	77	49	28
0.324934959	80	54	26
0.337607861	77	51	26
0.337510586	77	51	26
0.36598444	71	45	26
0.225449562	36	27	8
0.237003326	38	29	9
0.21048069	38	30	8
0.194701195	41	33	8
0.222215176	36	28	8
0.204899311	39	31	8
0.205681801	39	31	8
0.258051395	31	23	8
0.113653183	70	62	8
0.103662014	77	69	8
0.090408802	88	80	8
0.0859656334	93	85	8
0.0845508575	94	86	8
0.0864295959	92	84	8
0.0866322517	92	84	8
0.0794887543	100	92	8
0.0826306343	97	88	8
0.078453064	97	89	8
0.0599799156	99	93	6
0.0586247444	102	96	6
0.0582942963	102	96	6
0.0530605316	109	103	6
0.269577503	63	46	17
0.174238682	63	52	11
0.203801155	54	43	11
0.20388031	54	43	11
0.209451675	54	42	11
0.203715324	54	43	11
0.341640472	79	52	27
0.341945648	79	52	27
0.355279446	76	49	27
0.391313553	69	42	27
0.408114433	66	39	27
0.380229473	71	44	27
0.380142212	71	44	27
0.166490078	66	55	11
0.190135479	63	51	12
0.204993725	63	50	12
0.175520897	63	51	11
0.159977436	75	63	12
0.146348476	75	64	11
0.205002785	78	62	16
0.194592476	77	62	15
0.415430546	65	38	27
0.230624676	65	50	15
0.464947224	71	38	33
0.287367344	73	52	21
0.17513752	57	47	10
0.175090313	57	47	10
0.277423382	36	26	10
0.344461441	29	19	10
0.222046852	45	35	10
0.222063541	45	35	10
0.2216115	45	35	10
0.270254135	37	27	10
0.270878315	37	27	10
0.239772797	25	19	6
0.249706268	24	18	6
0.249689102	24	18	6
0.249678612	24	18	6
0.260606289	23	17	6
0.317192554	63	43	20
0.306044102	65	45	20
0.273732185	73	53	20
0.426174164	82	47	35
0.31166935	69	47	21
0.29703474	67	46	19
0.322892666	65	44	21
0.258241653	89	66	23
0.337951183	77	51	26
0.242293835	95	72	23
0.220673561	86	67	19
0.220528126	86	67	19
0.279009819	93	67	26
0.299209595	87	61	26
0.298771858	87	61	26
0.346736431	75	49	26
0.381257534	68	42	26
0.416251659	72	42	30
0.390552044	64	39	25
0.390524864	64	39	25
0.207573414	53	42	11
0.245621681	57	43	14
0.263056278	57	42	15
0.275160789	69	50	19
0.204582691	68	53	14
0.190868855	68	55	13
0.185596943	70	57	13
0.332021713	78	52	26
0.327852726	79	53	26
0.312544346	60	35	13
0.280403614	57	41	16
0.428606033	56	32	24
0.44619894	56	31	25
0.285233021	56	40	16
0.308354378	43	29	13
0.194596767	41	33	8
0.19556284	41	33	8
0.173307896	46	38	8
0.1808424	46	37	8
0.13042593	60	52	8
0.135212421	59	51	8
0.342633724	70	46	24
0.416478157	60	35	25
0.416976452	60	35	25
0.416470528	60	35	25
0.429724216	60	34	26
0.416547775	60	35	25
0.333254814	72	48	24
0.337628365	71	47	24
0.325108528	83	56	27
0.28478384	83	56	23
0.324791908	83	56	27
0.157719135	57	48	9
0.200080395	60	48	12
0.199978352	60	48	12
0.199869156	60	48	12
0.226976871	53	41	12
0.226090908	53	41	12
0.214158535	56	44	12
0.263783455	53	39	14
0.166278839	66	55	11
0.183124542	60	49	11
0.17989254	61	50	11
0.182795048	60	49	11
0.219687462	50	39	11
0.244426727	45	34	11
0.243906975	45	34	11
0.282004833	39	28	11
0.278072357	39	28	11
0.224022388	49	38	11
0.224243641	49	38	11
0.243978977	45	34	11
0.0806922913	86	79	7
0.374798775	80	50	30
0.371281147	70	44	26
0.164196014	79	66	13
0.231789589	69	53	16
0.231727123	69	53	16
0.231678009	69	53	16
0.18838644	69	56	13
0.168550491	77	64	13
0.263260365	79	58	20
0.258378983	85	63	22
0.185677528	70	57	13
0.127981186	117	102	15
0.127584934	117	101	15
0.140841007	106	91	15
0.173914909	46	38	8
0.173789501	46	38	8
0.186946869	43	35	8
0.177278996	45	37	8
0.150634289	53	45	8
0.150809765	53	45	8
0.178203106	56	46	10
0.153703213	65	55	10
0.153669834	65	55	10
0.176080227	57	47	10
0.220070362	72	56	16
0.221773148	72	56	16
0.182044029	80	65	15
0.186964512	80	65	15
0.26303339	57	42	15
0.203495026	54	43	11
0.177198887	62	51	11
0.177108765	62	51	11
0.175629139	62	51	11
0.176661015	62	51	11
0.050640583	98	93	5
0.0909047127	96	87	9
0.404394627	36	21	14
0.304956913	46	31	14
0.304080486	46	32	14
0.413133144	46	27	19
0.492171288	63	32	31
0.50529623	61	31	30
0.476214409	61	30	25
0.537084579	67	36	31
0.51824379	86	41	39
0.430724621	72	41	31
0.338659286	62	41	21
0.338705063	62	41	21
0.364151001	59	37	21
0.344801426	61	39	21
0.338533878	62	41	21
0.338719845	62	41	21
0.338542461	62	41	21
0.348089695	72	47	25
0.361946583	71	45	26
0.354683399	79	51	28
0.308342934	81	56	25
0.308730125	81	56	25
0.138433933	65	56	9
0.459666729	62	33	28
0.382309437	55	34	21
0.389111519	54	33	21
0.500313282	36	18	18
0.499722481	36	18	18
0.242077351	33	25	8
0.515090466	33	17	16
0.147907734	27	23	4
0.199540138	20	16	4
0.199707985	20	16	4
0.153458118	26	22	4
0.153643608	26	22	4
0.124634266	32	28	4
0.516615868	31	16	15
0.64008379	25	16	9
0.640192032	25	16	9
0.638893604	25	16	9
0.395129204	27	16	10
0.379109383	29	18	11
0.358455181	56	36	20
0.285392761	56	36	15
0.357116699	56	36	20
0.282965183	53	38	15
0.313272953	48	33	15
0.313410759	48	33	15
0.349986553	43	27	15
0.348740578	43	28	15
0.374910355	40	25	15
0.104713917	57	51	6
0.304445267	44	25	12
0.432057381	44	25	19
0.14428997	40	34	6
0.263026237	38	28	10
0.472183228	36	19	17
0.437011242	48	26	19
0.208207607	48	38	10
0.39956522	55	33	22
0.306927681	55	33	12
0.268301487	48	35	13
0.354074478	48	31	17
0.340325356	47	31	16
0.337995052	47	31	16
0.137039661	51	44	7
0.195875168	61	49	12
0.126934528	61	53	8
0.245232582	65	49	16
0.228397846	70	54	16
0.154326916	64	54	10
0.0977420807	64	54	6
0.0931949615	64	58	6
0.0809082985	74	68	6
0.0728349686	82	76	6
0.075553894	79	73	6
0.0753998756	79	73	6
0.076415062	78	72	6
0.0962228775	62	56	6
0.114067078	70	61	8
0.263796806	72	53	19
0.199911594	80	64	16
0.21339035	80	59	16
0.262415409	80	59	21
0.215856552	91	71	20
0.19167757	99	80	19
0.191792488	99	80	19
0.160517216	87	73	14
0.176514626	85	69	15
0.18269968	82	67	15
0.182484627	82	67	15
0.257059574	101	75	26
0.337619781	92	60	31
0.329054356	92	61	30
0.313023567	99	68	31
0.351284504	91	59	32
0.332781792	93	62	31
0.333254337	93	62	31
0.266523838	45	33	12
0.266938686	45	33	12
0.266891003	45	33	12
0.266350746	45	33	12
0.266215324	45	33	12
0.226191044	53	41	12
0.271774769	48	34	13
0.333153725	39	26	13
0.282135487	46	33	13
0.244174957	49	37	12
0.161239624	56	47	9
0.160383224	56	47	9
0.410391331	56	33	23
0.157827377	57	48	9
0.11908865	75	65	9
0.252239227	91	68	23
0.244860172	93	70	23
0.105808735	85	76	9
0.140921116	85	73	12
0.122937679	69	60	9
0.180182457	49	39	9
0.221824646	36	28	8
0.222869396	36	28	8
0.308302879	26	18	8
0.307674885	26	18	8
0.308048248	26	18	8
0.389026165	62	38	24
0.387129307	62	38	24
0.443939209	54	30	24
0.523888111	42	22	20
0.166515827	42	35	7
0.241058826	29	22	7
0.269066334	26	19	7
0.269040585	26	19	7
0.296196461	27	19	8
0.307740211	26	18	8
0.307440758	26	18	8
0.307553768	26	18	8
0.307356834	26	18	8
0.484183311	48	24	23
0.473698616	38	20	18
0.473710537	38	20	18
0.374956131	48	30	18
0.375562668	48	30	18
0.328081608	52	35	17
0.326883316	52	35	17
0.345589161	52	34	18
0.326896191	52	35	17
0.327020645	52	35	17
0.292987823	58	41	17
0.249511242	68	51	17
0.181644917	66	54	12
0.181731701	66	54	12
0.181446552	66	54	12
0.199942112	60	48	12
0.199900627	60	48	12
0.234964848	51	39	12
0.154744148	116	98	18
0.188375473	97	76	17
0.110618591	90	80	10
0.0891375542	90	82	8
0.128699303	85	74	11
0.186143875	81	63	14
0.341305256	41	27	14
0.185876846	43	31	7
0.144378662	49	37	6
0.239233971	54	41	13
0.239958763	54	41	13
0.175490856	74	61	13
0.174931526	74	61	13
0.175637245	74	61	13
0.17547369	74	61	13
0.321770668	90	61	29
0.468045235	79	42	37
0.513710976	72	37	35
0.458141327	83	45	38
0.40407753	94	56	38
0.21374464	98	77	21
0.234927654	85	65	20
0.235188007	85	65	20
0.243832111	82	62	20
0.243290901	82	62	20
0.238737106	84	64	20
0.23788929	84	64	20
0.168066502	71	59	12
0.358542919	53	34	19
0.358437538	53	34	19
0.314241409	35	24	11
0.399702549	45	27	18
0.310442924	58	40	18
0.108716488	103	91	11
0.0905814171	114	103	11
0.149631977	112	95	17
0.12492466	136	119	17
0.126969337	133	116	17
0.117219925	143	125	17
0.142181873	119	102	17
0.0874896049	129	117	12
0.0922117233	129	117	12
0.103694916	115	103	12
0.176706791	99	78	16
0.158703804	50	42	8
0.147977829	54	46	8
0.14771986	54	46	8
0.163076878	49	41	8
0.163283348	49	41	8
0.249789715	52	39	13
0.24985075	52	39	13
0.249855995	52	39	13
0.304835796	62	43	19
0.281748295	85	61	24
0.267956257	86	62	22
0.279082775	86	62	24
0.224687576	80	62	18
0.17261982	102	84	18
0.17752409	90	74	16
0.171917915	93	77	16
0.192608833	88	71	17
0.181802273	88	72	16
0.181476116	88	72	16
0.20721674	82	65	17
0.18150425	77	63	14
0.124942303	64	55	8
0.124769211	64	56	8
0.126901627	63	55	8
0.188157082	47	38	9
0.204444885	44	35	9
0.204935551	44	34	9
0.204095364	44	35	9
0.310276508	29	20	9
0.153926373	39	33	6
0.153811932	39	33	6
0.153147221	39	33	6
0.162617207	37	31	6
0.253406048	71	53	18
0.351861	71	46	25
0.321349144	56	38	18
0.281351566	64	46	18
0.281184196	64	46	18
0.281000614	64	46	18
0.315615654	57	39	18
0.438532352	57	32	25
0.395552635	57	32	18
0.315423489	57	39	18
0.315656662	57	39	18
0.397241116	57	34	22
0.433226109	60	34	26
0.517809868	60	27	26
0.550189018	60	33	27
0.351831913	74	47	26
0.502674103	56	28	28
0.500197887	56	28	28
0.483283997	58	30	28
0.573140621	75	43	32
0.543100357	70	38	32
0.542723656	70	38	32
0.542973995	70	38	32
0.542657852	70	38	32
0.500111103	76	38	38
0.499356747	76	38	38
0.264007568	68	50	18
0.298139095	60	42	18
0.256700039	70	52	18
0.293149948	61	43	18
0.272541046	66	48	18
0.273008347	66	47	18
0.268706322	67	49	18
0.294989109	61	43	18
0.295212269	61	43	18
0.292757988	61	43	18
0.29288578	61	43	18
0.187765121	58	47	11
0.203493595	49	39	10
0.204032898	49	39	10
0.128847122	31	27	4
0.107817173	37	33	4
0.142739773	28	24	4
0.142875671	28	24	4
0.159744263	80	67	13
0.162435532	80	67	13
0.173155785	75	62	13
0.173265457	75	62	13
0.255268097	51	38	13
0.254496098	51	38	13
0.264904976	49	36	13
0.295226097	44	31	13
0.295160294	44	31	13
0.380051136	34	21	13
0.383144855	34	21	13
0.322568893	40	27	13
0.332928658	39	26	13
0.294056892	44	31	13
0.254744053	98	73	25
0.254905224	98	73	25
0.150620461	86	73	13
0.244952202	98	74	24
0.0757012367	92	85	7
0.124667645	88	77	11
0.217250347	55	38	10
0.100315571	72	59	7
0.19278574	57	46	11
0.167155266	42	35	7
0.179877758	40	32	7
0.279507637	68	49	19
0.211601734	85	67	18
0.2215662	85	66	19
0.128476143	39	34	5
0.0684418678	73	67	5
0.0779876709	64	59	5
0.174126148	81	66	14
0.308752537	97	67	30
0.513044357	74	38	36
0.575914383	66	38	28
0.576645851	67	38	28
0.567306519	67	38	29
0.64197588	60	38	21
0.514005184	70	36	34
0.591491699	49	29	20
0.430100918	72	41	31
0.343760967	95	60	31
0.35735321	95	61	34
0.143993855	70	59	10
0.111398697	73	61	8
0.101734638	78	70	8
0.466483116	94	50	44
0.500096798	90	45	45
0.240736008	83	63	20
0.528398514	83	44	39
0.530006409	85	45	40
0.527386189	85	45	40
0.227745533	86	66	20
0.42479229	83	47	35
0.421708584	83	48	35
0.366374016	68	43	25
0.44321394	106	59	47
0.505073547	91	46	45
0.532469273	92	49	43
0.345049858	110	72	38
0.676780701	102	69	33
0.369410038	108	68	40
0.41562748	96	56	40
0.270397663	96	70	26
0.476011276	84	44	40
0.368460178	76	48	28
0.333137989	81	54	27
0.688682079	77	53	24
0.336106777	80	53	27
0.294672012	88	62	26
0.295329571	88	62	26
0.295309067	88	62	26
0.509921074	100	51	49
0.249092102	100	75	25
0.231332779	108	83	25
0.311765671	108	57	26
0.24076128	108	82	26
0.292915344	102	51	26
0.186443806	86	70	16
0.0995979309	49	44	5
0.339833736	44	28	15
0.253918648	59	44	15
0.24166584	62	47	15
0.241866112	62	47	15
0.24986124	60	45	15
0.25425005	59	44	15
0.254452229	59	44	15
0.254163742	59	44	15
0.226695061	66	51	15
0.227293015	66	51	15
0.430533886	91	51	39
0.433214188	90	51	39
0.435778141	90	50	39
0.488449574	90	46	44
0.509601593	104	53	50
0.500891209	106	53	53
0.482131481	114	59	55
0.517583847	89	46	43
0.506007671	91	46	45
0.505337715	91	46	45
0.152486801	51	43	8
0.158486366	50	42	8
0.15062952	53	45	8
0.159724712	50	42	8
0.14281559	77	66	11
0.235016823	68	52	16
0.258594513	62	46	16
0.257872581	62	45	16
0.191542625	62	46	10
0.154510975	64	54	10
0.171423912	64	48	10
0.147773266	64	54	9
0.119202137	86	75	10
0.0810842514	86	79	7
0.196269035	56	45	11
0.217143536	69	54	15
0.056145668	71	67	4
0.0563220978	71	67	4
0.0561900139	71	67	4
0.363449097	55	35	20
0.357554913	56	36	20
0.399962902	50	30	20
0.488823891	41	20	20
0.384439468	52	32	20
0.384582043	52	32	20
0.38476944	52	32	20
0.383228302	52	32	20
0.33334446	54	36	18
0.333051205	54	36	18
0.174214363	52	42	9
0.223847389	58	45	13
0.22386837	58	45	13
0.218624592	59	46	13
0.270403862	48	35	13
0.301845551	43	30	13
0.302073002	43	30	13
0.30053091	43	30	13
0.342084885	38	25	13
0.333043098	39	26	13
0.333075047	39	26	13
0.333333969	39	26	13
0.433299065	30	17	13
0.274428368	40	29	11
0.261920452	42	31	11
0.29782486	37	26	11
0.26173687	42	31	11
0.0754823685	66	61	5
0.114017963	35	31	4
0.27263689	66	48	18
0.152882099	85	72	13
0.171172142	76	62	13
0.162094116	80	67	13
0.131013393	84	73	11
0.144135952	84	71	12
0.142155647	84	72	12
0.1484375	81	68	12
0.15983963	75	63	12
0.159460545	74	62	12
0.197339058	60	48	12
0.199737549	60	48	12
0.146029949	83	70	12
0.211957455	113	89	24
0.0914568901	120	109	11
0.0890302658	120	108	11
0.0995926857	120	108	12
0.190982819	120	97	23
0.0912690163	120	109	11
0.163618088	122	102	20
0.258601189	116	86	30
0.245492458	69	52	17
0.273346901	62	45	17
0.274289131	62	45	17
0.257918358	62	46	16
0.258617878	63	46	16
0.267621517	63	46	17
0.253811359	63	47	16
0.27421999	59	42	16
0.274374485	62	45	17
0.266797066	62	45	16
0.282815933	60	43	17
0.277833462	36	26	10
0.428971767	77	44	33
0.428438663	77	44	33
0.451317787	73	40	33
0.420297146	69	40	29
0.4830513	61	31	29
0.436286926	67	37	29
0.150845051	93	78	14
0.171841621	93	76	17
0.187694073	93	74	19
0.159750938	93	72	14
0.152579308	59	50	9
0.158115387	61	51	10
0.132274628	68	59	9
0.126657963	71	62	9
0.139482975	71	61	10
0.210802078	58	45	12
0.210760593	58	45	12
0.180147171	72	59	13
0.249957561	48	36	12
0.289444447	48	34	14
0.199176788	61	48	12
0.185341358	70	57	13
0.173854351	69	57	12
0.175785542	69	56	12
0.34291029	35	23	12
0.12492609	40	35	5
0.12492466	40	35	5
0.12160635	41	36	5
0.130787373	38	33	5
0.131124496	38	33	5
0.0803661346	62	57	5
0.0732474327	68	63	5
0.694647312	23	16	7
0.365585804	52	33	19
0.365282059	52	33	19
0.365437508	52	33	19
0.235516071	51	39	12
0.222209454	54	42	12
0.21051836	57	45	12
0.176383018	68	56	12
0.280445576	56	40	16
0.164982319	59	49	10
0.124287605	92	79	12
0.2371068	47	35	12
0.208926678	43	33	10
0.292182922	65	46	19
0.271303177	70	51	19
0.245016098	36	27	9
0.208388329	43	34	9
0.347577095	48	31	15
0.354127407	48	31	17
0.353685379	48	31	17
0.28237009	46	33	13
0.28245163	46	33	13
0.282548428	46	33	13
0.259833336	50	37	13
0.259712696	50	37	13
0.0807003975	99	91	8
0.104877949	76	68	8
0.147819042	54	46	8
0.167422295	54	42	8
0.215574741	51	40	11
0.191316605	57	46	11
0.151844978	59	48	8
0.148310184	59	48	8
0.0996785164	40	36	4
0.380243301	34	21	13
0.387705803	33	20	12
0.249670506	32	24	8
0.152217388	59	50	9
0.163319111	67	56	11
0.171637058	64	53	11
0.129076004	85	74	11
0.145206928	104	88	15
0.12519598	135	118	17
0.11671257	143	126	17
0.117880344	149	131	18
0.104315281	162	145	17
0.103644848	162	145	17
0.104818821	162	145	17
0.106342316	103	92	11
0.145623684	76	64	11
0.139200687	79	68	11
0.13932991	79	68	11
0.219663143	91	71	20
0.195806503	102	82	20
0.212510109	94	74	20
0.222969055	94	73	21
0.212590218	94	74	20
0.18520689	113	92	21
0.17974329	113	91	20
0.16795826	119	99	20
0.176320076	114	93	20
0.168082714	83	69	14
0.18422699	76	62	14
0.183996677	76	62	14
0.210087299	114	90	24
0.217295647	106	82	23
0.290691376	82	58	23
0.285858631	84	60	24
0.276500702	87	62	24
0.305584908	91	63	28
0.345957756	81	53	28
0.345993996	81	53	28
0.345545769	81	53	28
0.307553291	91	63	28
0.288592339	97	69	28
0.276859283	101	73	28
0.274418354	102	74	28
0.160936356	118	99	19
0.19652462	122	98	24
0.169395447	118	98	20
0.280351162	107	77	30
0.280151367	107	77	30
0.279951096	107	77	30
0.288239956	104	74	30
0.287930489	104	74	30
0.305449009	98	68	30
0.218870163	32	25	7
0.162173271	43	36	7
0.142402172	49	42	7
0.179440498	39	32	7
0.179430485	39	32	7
0.179284096	39	32	7
0.129630089	52	45	7
0.134277821	52	45	7
0.134373188	52	45	7
0.120454788	58	51	7
0.128568172	54	47	7
0.57980299	50	29	21
0.568477154	51	29	22
0.428477764	42	24	18
0.543072224	33	18	15
0.484977245	33	17	16
0.518373966	33	16	15
0.399693489	35	21	14
0.151147366	46	39	7
