type	number	misc	seq_id	start	finish
UN	3057	.	G_contig000002	83704	83713
UN	3058	.	G_contig000002	98087	98087
UN	3059	.	G_contig000002	109128	109134
UN	3060	.	G_contig000002	114686	114687
UN	3061	.	G_contig000002	114690	114690
UN	3062	.	G_contig000002	114700	114714
UN	3063	.	G_contig000002	114716	114716
UN	3064	.	G_contig000002	114718	114718
UN	3065	.	G_contig000002	114723	114723
UN	3066	.	G_contig000002	114730	114730
UN	3067	.	G_contig000002	136864	136864
UN	3068	.	G_contig000002	145880	145883
UN	3069	.	G_contig000002	148746	148748
UN	3070	.	G_contig000003	5762	5762
UN	3071	.	G_contig000003	8448	8452
UN	3072	.	G_contig000003	41717	41718
UN	3073	.	G_contig000003	41728	41730
UN	3074	.	G_contig000003	92653	92654
UN	3075	.	G_contig000003	92660	92660
UN	3076	.	G_contig000003	107525	107525
UN	3077	.	G_contig000003	111193	111193
UN	3078	.	G_contig000003	111198	111198
UN	3079	.	G_contig000003	132212	132214
UN	3080	.	G_contig000003	132216	132220
UN	3081	.	G_contig000003	140634	140653
UN	3082	.	G_contig000003	140655	140655
UN	3083	.	G_contig000003	140659	140659
UN	3084	.	G_contig000003	140662	140662
UN	3085	.	G_contig000003	140899	140899
UN	3086	.	G_contig000003	140902	140902
UN	3087	.	G_contig000003	140904	140904
UN	3088	.	G_contig000003	140991	140998
UN	3089	.	G_contig000003	142155	142155
UN	3090	.	G_contig000003	142159	142173
UN	3091	.	G_contig000004	1	22
UN	3092	.	G_contig000004	160	160
UN	3093	.	G_contig000004	13423	13423
UN	3094	.	G_contig000004	13429	13429
UN	3095	.	G_contig000004	13432	13438
UN	3096	.	G_contig000004	13443	13446
UN	3097	.	G_contig000004	13448	13448
UN	3098	.	G_contig000004	21074	21074
UN	3099	.	G_contig000004	21078	21078
UN	3100	.	G_contig000004	26256	26256
UN	3101	.	G_contig000004	65096	65105
UN	3102	.	G_contig000004	106241	106241
UN	3103	.	G_contig000004	106245	106258
UN	3104	.	G_contig000004	106546	106546
UN	3105	.	G_contig000004	106555	106555
UN	3106	.	G_contig000004	106560	106560
UN	3107	.	G_contig000004	106563	106563
UN	3108	.	G_contig000004	106565	106566
UN	3109	.	G_contig000004	106572	106572
UN	3110	.	G_contig000004	106579	106579
UN	3111	.	G_contig000004	106586	106586
UN	3112	.	G_contig000004	106592	106592
UN	3113	.	G_contig000004	106840	106840
UN	3114	.	G_contig000004	106861	106862
UN	3115	.	G_contig000004	106864	106864
UN	3116	.	G_contig000004	106867	106867
UN	3117	.	G_contig000004	106880	106880
UN	3118	.	G_contig000004	106885	106885
UN	3119	.	G_contig000004	107985	108062
UN	3120	.	G_contig000004	108241	108241
UN	3121	.	G_contig000004	108245	108256
UN	3122	.	G_contig000004	109397	109424
UN	3123	.	G_contig000005	1	5
UN	3124	.	G_contig000005	1003	1007
UN	3125	.	G_contig000005	23671	23705
UN	3126	.	G_contig000005	23714	23714
UN	3127	.	G_contig000005	23965	23965
UN	3128	.	G_contig000005	23968	23968
UN	3129	.	G_contig000005	23970	24005
UN	3130	.	G_contig000005	55661	55662
UN	3131	.	G_contig000005	57538	57551
UN	3132	.	G_contig000005	59800	59811
UN	3133	.	G_contig000005	65061	65075
UN	3134	.	G_contig000005	65077	65077
UN	3135	.	G_contig000005	65079	65082
UN	3136	.	G_contig000005	65084	65099
UN	3137	.	G_contig000005	80313	80316
UN	3138	.	G_contig000005	80690	80704
UN	3139	.	G_contig000005	84668	84668
UN	3140	.	G_contig000005	84670	84670
UN	3141	.	G_contig000005	84674	84677
UN	3142	.	G_contig000005	85557	85560
UN	3143	.	G_contig000005	103410	103418
UN	3144	.	G_contig000005	105736	105773
UN	3145	.	G_contig000006	1	7
UN	3146	.	G_contig000006	37007	37056
UN	3147	.	G_contig000006	37082	37131
UN	3148	.	G_contig000006	95083	95083
UN	3149	.	G_contig000006	95085	95085
UN	3150	.	G_contig000006	97132	97139
UN	3151	.	G_contig000006	97144	97144
UN	3152	.	G_contig000006	99200	99200
UN	3153	.	G_contig000006	99203	99203
UN	3154	.	G_contig000006	99208	99208
UN	3155	.	G_contig000006	99212	99212
UN	3156	.	G_contig000006	99597	99597
UN	3157	.	G_contig000006	99930	99995
UN	3158	.	G_contig000007	47552	47553
UN	3159	.	G_contig000007	47555	47556
UN	3160	.	G_contig000007	59109	59118
UN	3161	.	G_contig000007	59131	59132
UN	3162	.	G_contig000007	59135	59141
UN	3163	.	G_contig000007	59307	59307
UN	3164	.	G_contig000007	59311	59311
UN	3165	.	G_contig000007	59327	59330
UN	3166	.	G_contig000007	59332	59332
UN	3167	.	G_contig000007	59335	59342
UN	3168	.	G_contig000007	59344	59348
UN	3169	.	G_contig000007	69012	69012
UN	3170	.	G_contig000007	69014	69018
UN	3171	.	G_contig000007	86809	86810
UN	3172	.	G_contig000007	89184	89184
UN	3173	.	G_contig000007	92077	92083
UN	3174	.	G_contig000007	92538	92539
UN	3175	.	G_contig000007	92894	92894
UN	3176	.	G_contig000007	92902	92902
UN	3177	.	G_contig000007	92904	92904
UN	3178	.	G_contig000007	92911	92911
UN	3179	.	G_contig000007	98438	98499
UN	3180	.	G_contig000008	1	16
UN	3181	.	G_contig000008	43339	43495
UN	3182	.	G_contig000008	43497	43499
UN	3183	.	G_contig000008	43642	43787
UN	3184	.	G_contig000008	43873	44163
UN	3185	.	G_contig000008	44293	44763
UN	3186	.	G_contig000008	44882	45031
UN	3187	.	G_contig000008	86726	86726
UN	3188	.	G_contig000008	86728	86728
UN	3189	.	G_contig000008	88641	88647
UN	3190	.	G_contig000008	89657	89722
UN	3191	.	G_contig000009	1	91
UN	3192	.	G_contig000009	94	94
UN	3193	.	G_contig000009	97	97
UN	3194	.	G_contig000009	7313	7321
UN	3195	.	G_contig000009	7323	7324
UN	3196	.	G_contig000009	7328	7336
UN	3197	.	G_contig000009	27829	27834
UN	3198	.	G_contig000009	27836	27836
UN	3199	.	G_contig000009	36238	36245
UN	3200	.	G_contig000009	41617	41625
UN	3201	.	G_contig000009	77133	77139
UN	3202	.	G_contig000009	88753	88784
UN	3203	.	G_contig000010	1	50
UN	3204	.	G_contig000010	53	53
UN	3205	.	G_contig000010	56	56
UN	3206	.	G_contig000010	1165	1166
UN	3207	.	G_contig000010	7189	7189
UN	3208	.	G_contig000010	7191	7191
UN	3209	.	G_contig000010	9252	9253
UN	3210	.	G_contig000010	9291	9291
UN	3211	.	G_contig000010	9896	9896
UN	3212	.	G_contig000010	35542	35635
UN	3213	.	G_contig000010	35663	35663
UN	3214	.	G_contig000010	35678	35678
UN	3215	.	G_contig000010	35785	35880
UN	3216	.	G_contig000010	36389	36389
UN	3217	.	G_contig000010	57347	57347
UN	3218	.	G_contig000010	57349	57350
UN	3219	.	G_contig000010	57352	57352
UN	3220	.	G_contig000010	67289	67289
UN	3221	.	G_contig000010	70096	70117
UN	3222	.	G_contig000011	7107	7113
UN	3223	.	G_contig000011	7117	7117
UN	3224	.	G_contig000011	7444	7444
UN	3225	.	G_contig000011	16205	16205
UN	3226	.	G_contig000011	16211	16228
UN	3227	.	G_contig000011	16231	16231
UN	3228	.	G_contig000011	16233	16250
UN	3229	.	G_contig000011	16252	16253
UN	3230	.	G_contig000011	16256	16256
UN	3231	.	G_contig000011	16258	16262
UN	3232	.	G_contig000011	25748	25763
UN	3233	.	G_contig000011	36141	36148
UN	3234	.	G_contig000011	36772	36773
UN	3235	.	G_contig000011	42411	42430
UN	3236	.	G_contig000011	80853	80890
UN	3237	.	G_contig000011	80895	80897
UN	3238	.	G_contig000012	79255	79255
UN	3239	.	G_contig000012	79258	79285
UN	3240	.	G_contig000013	268	273
UN	3241	.	G_contig000013	287	287
UN	3242	.	G_contig000013	739	739
UN	3243	.	G_contig000013	1000	1000
UN	3244	.	G_contig000013	7003	7003
UN	3245	.	G_contig000013	8232	8237
UN	3246	.	G_contig000013	8242	8244
UN	3247	.	G_contig000013	8247	8248
UN	3248	.	G_contig000013	15646	15647
UN	3249	.	G_contig000013	15650	15651
UN	3250	.	G_contig000013	15654	15657
UN	3251	.	G_contig000013	15998	15998
UN	3252	.	G_contig000013	16816	16816
UN	3253	.	G_contig000013	16974	16974
UN	3254	.	G_contig000013	22514	22514
UN	3255	.	G_contig000013	22519	22520
UN	3256	.	G_contig000013	22525	22525
UN	3257	.	G_contig000013	30506	30506
UN	3258	.	G_contig000013	32727	32729
UN	3259	.	G_contig000013	53939	53957
UN	3260	.	G_contig000013	72419	72419
UN	3261	.	G_contig000014	9901	9901
UN	3262	.	G_contig000014	29609	29614
UN	3263	.	G_contig000014	29624	29624
UN	3264	.	G_contig000014	30556	30556
UN	3265	.	G_contig000014	30562	30562
UN	3266	.	G_contig000014	30565	30565
UN	3267	.	G_contig000014	30578	30578
UN	3268	.	G_contig000014	30581	30582
UN	3269	.	G_contig000014	32342	32342
UN	3270	.	G_contig000014	32345	32345
UN	3271	.	G_contig000014	35590	35596
UN	3272	.	G_contig000014	47626	47626
UN	3273	.	G_contig000014	47942	47949
UN	3274	.	G_contig000014	59990	60011
UN	3275	.	G_contig000014	60341	60342
UN	3276	.	G_contig000014	60350	60350
UN	3277	.	G_contig000014	72241	72244
UN	3278	.	G_contig000014	72248	72249
UN	3279	.	G_contig000014	72282	72282
UN	3280	.	G_contig000014	72404	72413
UN	3281	.	G_contig000014	75911	75911
UN	3282	.	G_contig000014	75915	75915
UN	3283	.	G_contig000014	75917	75997
UN	3284	.	G_contig000015	1	76
UN	3285	.	G_contig000015	8905	8905
UN	3286	.	G_contig000015	16920	16921
UN	3287	.	G_contig000015	16923	16932
UN	3288	.	G_contig000015	20003	20009
UN	3289	.	G_contig000015	33794	33816
UN	3290	.	G_contig000015	33818	33818
UN	3291	.	G_contig000015	33872	33878
UN	3292	.	G_contig000015	34195	34195
UN	3293	.	G_contig000015	75930	75930
UN	3294	.	G_contig000016	5476	5485
UN	3295	.	G_contig000016	11329	11329
UN	3296	.	G_contig000016	20572	20574
UN	3297	.	G_contig000016	33456	33460
UN	3298	.	G_contig000016	33474	33481
UN	3299	.	G_contig000016	36080	36081
UN	3300	.	G_contig000016	45996	45996
UN	3301	.	G_contig000016	50249	50252
UN	3302	.	G_contig000016	51288	51288
UN	3303	.	G_contig000016	52736	52736
UN	3304	.	G_contig000016	52970	52971
UN	3305	.	G_contig000016	52973	52973
UN	3306	.	G_contig000016	52978	52978
UN	3307	.	G_contig000016	52984	52984
UN	3308	.	G_contig000016	52988	53054
UN	3309	.	G_contig000016	53117	53129
UN	3310	.	G_contig000016	53132	53132
UN	3311	.	G_contig000016	53138	53138
UN	3312	.	G_contig000016	53140	53140
UN	3313	.	G_contig000016	53144	53144
UN	3314	.	G_contig000016	53147	53147
UN	3315	.	G_contig000016	53235	53314
UN	3316	.	G_contig000016	54894	54900
UN	3317	.	G_contig000016	54909	54909
UN	3318	.	G_contig000016	55259	55265
UN	3319	.	G_contig000016	55589	55590
UN	3320	.	G_contig000016	55845	55864
UN	3321	.	G_contig000016	56014	56014
UN	3322	.	G_contig000016	56016	56021
UN	3323	.	G_contig000016	56108	56112
UN	3324	.	G_contig000016	68848	68848
UN	3325	.	G_contig000016	68855	68855
UN	3326	.	G_contig000016	70558	70558
UN	3327	.	G_contig000016	70671	70746
UN	3328	.	G_contig000017	1	64
UN	3329	.	G_contig000017	5471	5499
UN	3330	.	G_contig000017	69062	69137
UN	3331	.	G_contig000018	1	25
UN	3332	.	G_contig000018	9492	9499
UN	3333	.	G_contig000018	20631	20638
UN	3334	.	G_contig000018	20642	20642
UN	3335	.	G_contig000018	20649	20649
UN	3336	.	G_contig000018	20652	20652
UN	3337	.	G_contig000018	20953	21002
UN	3338	.	G_contig000018	21250	21250
UN	3339	.	G_contig000018	21266	21301
UN	3340	.	G_contig000018	68863	68964
UN	3341	.	G_contig000019	1	76
UN	3342	.	G_contig000019	15138	15140
UN	3343	.	G_contig000019	15144	15144
UN	3344	.	G_contig000019	15146	15147
UN	3345	.	G_contig000019	15149	15149
UN	3346	.	G_contig000019	20321	20321
UN	3347	.	G_contig000019	20323	20323
UN	3348	.	G_contig000019	20330	20331
UN	3349	.	G_contig000019	37740	37741
UN	3350	.	G_contig000019	48378	48378
UN	3351	.	G_contig000019	62809	62809
UN	3352	.	G_contig000019	62814	62816
UN	3353	.	G_contig000019	62818	62818
UN	3354	.	G_contig000019	62820	62820
UN	3355	.	G_contig000019	62824	62824
UN	3356	.	G_contig000019	62826	62826
UN	3357	.	G_contig000019	62838	62838
UN	3358	.	G_contig000019	64079	64079
UN	3359	.	G_contig000020	8599	8607
UN	3360	.	G_contig000020	33960	33960
UN	3361	.	G_contig000020	47548	47548
UN	3362	.	G_contig000020	54032	54032
UN	3363	.	G_contig000020	54035	54035
UN	3364	.	G_contig000020	54038	54039
UN	3365	.	G_contig000020	54428	54431
UN	3366	.	G_contig000020	62443	62444
UN	3367	.	G_contig000020	62539	62539
UN	3368	.	G_contig000020	62541	62541
UN	3369	.	G_contig000020	62543	62543
UN	3370	.	G_contig000020	62545	62578
UN	3371	.	G_contig000020	62581	62581
UN	3372	.	G_contig000020	65333	65334
UN	3373	.	G_contig000021	63740	63770
UN	3374	.	G_contig000022	1	35
UN	3375	.	G_contig000022	17316	17321
UN	3376	.	G_contig000022	17327	17327
UN	3377	.	G_contig000022	17330	17343
UN	3378	.	G_contig000022	33019	33019
UN	3379	.	G_contig000022	33028	33028
UN	3380	.	G_contig000022	36936	36941
UN	3381	.	G_contig000022	36944	36944
UN	3382	.	G_contig000022	36947	36950
UN	3383	.	G_contig000022	62162	62184
UN	3384	.	G_contig000022	62432	62468
UN	3385	.	G_contig000023	1	10
UN	3386	.	G_contig000023	13	13
UN	3387	.	G_contig000023	17	17
UN	3388	.	G_contig000023	19	19
UN	3389	.	G_contig000023	14872	14872
UN	3390	.	G_contig000023	14876	14876
UN	3391	.	G_contig000023	17208	17208
UN	3392	.	G_contig000023	17210	17212
UN	3393	.	G_contig000023	17624	17625
UN	3394	.	G_contig000023	17629	17629
UN	3395	.	G_contig000023	42357	42393
UN	3396	.	G_contig000024	1	13
UN	3397	.	G_contig000024	8575	8576
UN	3398	.	G_contig000024	8836	8862
UN	3399	.	G_contig000024	15950	15950
UN	3400	.	G_contig000024	31953	31953
UN	3401	.	G_contig000024	31959	31959
UN	3402	.	G_contig000024	31986	31986
UN	3403	.	G_contig000024	37426	37426
UN	3404	.	G_contig000024	37432	37434
UN	3405	.	G_contig000024	42234	42234
UN	3406	.	G_contig000024	42236	42236
UN	3407	.	G_contig000024	43330	43330
UN	3408	.	G_contig000024	43332	43333
UN	3409	.	G_contig000024	43336	43351
UN	3410	.	G_contig000024	43486	43496
UN	3411	.	G_contig000024	43498	43499
UN	3412	.	G_contig000024	43502	43502
UN	3413	.	G_contig000024	43504	43505
UN	3414	.	G_contig000024	43551	43554
UN	3415	.	G_contig000024	43562	43572
UN	3416	.	G_contig000024	43673	43673
UN	3417	.	G_contig000024	43675	43680
UN	3418	.	G_contig000024	43685	43685
UN	3419	.	G_contig000024	43687	43688
UN	3420	.	G_contig000024	43691	43694
UN	3421	.	G_contig000024	43712	43715
UN	3422	.	G_contig000024	43724	43724
UN	3423	.	G_contig000024	43726	43727
UN	3424	.	G_contig000024	46610	46632
UN	3425	.	G_contig000024	57345	57363
UN	3426	.	G_contig000025	2899	2899
UN	3427	.	G_contig000025	4487	4487
UN	3428	.	G_contig000025	4490	4490
UN	3429	.	G_contig000025	17403	17415
UN	3430	.	G_contig000025	21818	21820
UN	3431	.	G_contig000025	21822	21822
UN	3432	.	G_contig000025	27793	27824
UN	3433	.	G_contig000025	28301	28301
UN	3434	.	G_contig000025	28422	28422
UN	3435	.	G_contig000025	35291	35291
UN	3436	.	G_contig000025	35299	35299
UN	3437	.	G_contig000025	35305	35311
UN	3438	.	G_contig000025	45302	45312
UN	3439	.	G_contig000025	45323	45324
UN	3440	.	G_contig000025	54157	54157
UN	3441	.	G_contig000025	54971	54971
UN	3442	.	G_contig000025	54975	54988
UN	3443	.	G_contig000026	2492	2492
UN	3444	.	G_contig000026	51741	51759
UN	3445	.	G_contig000027	1	16
UN	3446	.	G_contig000027	22	22
UN	3447	.	G_contig000027	4331	4332
UN	3448	.	G_contig000027	4334	4334
UN	3449	.	G_contig000027	4336	4336
UN	3450	.	G_contig000027	4340	4347
UN	3451	.	G_contig000027	4349	4351
UN	3452	.	G_contig000027	4353	4353
UN	3453	.	G_contig000027	4356	4359
UN	3454	.	G_contig000027	5616	5618
UN	3455	.	G_contig000027	10124	10124
UN	3456	.	G_contig000027	10127	10127
UN	3457	.	G_contig000027	45588	45589
UN	3458	.	G_contig000027	47711	47712
UN	3459	.	G_contig000027	47715	47715
UN	3460	.	G_contig000027	47728	47728
UN	3461	.	G_contig000027	47732	47732
UN	3462	.	G_contig000027	47735	47736
UN	3463	.	G_contig000027	49062	49087
UN	3464	.	G_contig000028	28275	29157
UN	3465	.	G_contig000028	29287	29314
UN	3466	.	G_contig000028	44840	45722
UN	3467	.	G_contig000028	45850	45881
UN	3468	.	G_contig000028	48789	48865
UN	3469	.	G_contig000029	21272	21272
UN	3470	.	G_contig000029	26220	26220
UN	3471	.	G_contig000029	26225	26225
UN	3472	.	G_contig000029	26228	26228
UN	3473	.	G_contig000029	35312	35315
UN	3474	.	G_contig000029	36352	36362
UN	3475	.	G_contig000029	48126	48177
UN	3476	.	G_contig000030	1	1
UN	3477	.	G_contig000030	5469	5469
UN	3478	.	G_contig000030	43843	43849
UN	3479	.	G_contig000030	43852	43852
UN	3480	.	G_contig000030	43856	43857
UN	3481	.	G_contig000030	45483	45496
UN	3482	.	G_contig000030	45499	45499
UN	3483	.	G_contig000030	45615	45618
UN	3484	.	G_contig000030	45621	45695
UN	3485	.	G_contig000030	45753	45756
UN	3486	.	G_contig000030	45763	45763
UN	3487	.	G_contig000030	45765	45766
UN	3488	.	G_contig000030	45769	45769
UN	3489	.	G_contig000030	45774	45774
UN	3490	.	G_contig000030	45777	45777
UN	3491	.	G_contig000030	45780	45783
UN	3492	.	G_contig000030	45785	45787
UN	3493	.	G_contig000030	45813	45814
UN	3494	.	G_contig000030	47958	47958
UN	3495	.	G_contig000031	9373	9373
UN	3496	.	G_contig000031	10705	10710
UN	3497	.	G_contig000031	10768	10768
UN	3498	.	G_contig000031	11567	11575
UN	3499	.	G_contig000031	46661	46689
UN	3500	.	G_contig000032	1	35
UN	3501	.	G_contig000032	7223	7224
UN	3502	.	G_contig000032	26528	26539
UN	3503	.	G_contig000032	31335	31335
UN	3504	.	G_contig000032	31339	31339
UN	3505	.	G_contig000032	31577	31578
UN	3506	.	G_contig000032	31582	31586
UN	3507	.	G_contig000032	31588	31588
UN	3508	.	G_contig000032	45096	45104
UN	3509	.	G_contig000033	1309	1310
UN	3510	.	G_contig000033	44354	44354
UN	3511	.	G_contig000034	1	128
UN	3512	.	G_contig000034	218	222
UN	3513	.	G_contig000034	284	284
UN	3514	.	G_contig000034	290	291
UN	3515	.	G_contig000034	293	293
UN	3516	.	G_contig000034	5970	5970
UN	3517	.	G_contig000034	5974	5974
UN	3518	.	G_contig000034	9030	9079
UN	3519	.	G_contig000034	9682	9682
UN	3520	.	G_contig000034	10850	10851
UN	3521	.	G_contig000034	10854	10854
UN	3522	.	G_contig000034	10912	10917
UN	3523	.	G_contig000034	11106	11129
UN	3524	.	G_contig000034	11135	11135
UN	3525	.	G_contig000034	11140	11140
UN	3526	.	G_contig000034	21461	21467
UN	3527	.	G_contig000034	25284	25284
UN	3528	.	G_contig000034	25290	25290
UN	3529	.	G_contig000034	25633	25633
UN	3530	.	G_contig000034	25637	25647
UN	3531	.	G_contig000034	38144	38148
UN	3532	.	G_contig000034	38151	38156
UN	3533	.	G_contig000034	39522	39522
UN	3534	.	G_contig000034	39527	39557
UN	3535	.	G_contig000034	41529	41536
UN	3536	.	G_contig000034	41538	41538
UN	3537	.	G_contig000034	43559	43622
UN	3538	.	G_contig000035	12915	12915
UN	3539	.	G_contig000035	12920	12920
UN	3540	.	G_contig000035	12945	12946
UN	3541	.	G_contig000035	13024	13024
UN	3542	.	G_contig000035	13029	13029
UN	3543	.	G_contig000035	13038	13038
UN	3544	.	G_contig000035	16879	16898
UN	3545	.	G_contig000035	17173	17175
UN	3546	.	G_contig000035	17580	17580
UN	3547	.	G_contig000035	17583	17584
UN	3548	.	G_contig000035	17830	17830
UN	3549	.	G_contig000035	17833	17833
UN	3550	.	G_contig000035	21649	21649
UN	3551	.	G_contig000035	22117	22132
UN	3552	.	G_contig000035	22411	22414
UN	3553	.	G_contig000035	31536	31536
UN	3554	.	G_contig000035	31552	31552
UN	3555	.	G_contig000035	37632	37645
UN	3556	.	G_contig000035	43096	43193
UN	3557	.	G_contig000036	1	84
UN	3558	.	G_contig000036	4399	4399
UN	3559	.	G_contig000036	4415	4416
UN	3560	.	G_contig000036	40964	40964
UN	3561	.	G_contig000036	40966	40967
UN	3562	.	G_contig000036	41428	41428
UN	3563	.	G_contig000036	41591	41591
UN	3564	.	G_contig000037	1	81
UN	3565	.	G_contig000037	5154	5154
UN	3566	.	G_contig000037	5156	5156
UN	3567	.	G_contig000037	21133	21133
UN	3568	.	G_contig000037	24799	24799
UN	3569	.	G_contig000037	24802	24802
UN	3570	.	G_contig000037	28790	28790
UN	3571	.	G_contig000037	28793	28793
UN	3572	.	G_contig000037	28797	28797
UN	3573	.	G_contig000037	28799	28799
UN	3574	.	G_contig000037	28802	28805
UN	3575	.	G_contig000037	28808	28813
UN	3576	.	G_contig000037	28815	28815
UN	3577	.	G_contig000037	28817	28819
UN	3578	.	G_contig000037	28821	28876
UN	3579	.	G_contig000037	37051	37051
UN	3580	.	G_contig000037	41526	41526
UN	3581	.	G_contig000037	41531	41596
UN	3582	.	G_contig000038	1	93
UN	3583	.	G_contig000038	12882	12885
UN	3584	.	G_contig000038	40928	40928
UN	3585	.	G_contig000038	40932	40932
UN	3586	.	G_contig000038	41211	41223
UN	3587	.	G_contig000039	1	94
UN	3588	.	G_contig000039	1693	1693
UN	3589	.	G_contig000039	1697	1697
UN	3590	.	G_contig000039	1768	1769
UN	3591	.	G_contig000039	1771	1774
UN	3592	.	G_contig000039	1776	1778
UN	3593	.	G_contig000039	1781	1782
UN	3594	.	G_contig000039	1785	1785
UN	3595	.	G_contig000039	5253	5253
UN	3596	.	G_contig000039	5258	5259
UN	3597	.	G_contig000039	5261	5265
UN	3598	.	G_contig000039	5267	5267
UN	3599	.	G_contig000039	5967	5988
UN	3600	.	G_contig000039	6171	6172
UN	3601	.	G_contig000039	6174	6182
UN	3602	.	G_contig000039	6184	6188
UN	3603	.	G_contig000039	6190	6190
UN	3604	.	G_contig000039	6196	6199
UN	3605	.	G_contig000039	6202	6202
UN	3606	.	G_contig000039	6242	6243
UN	3607	.	G_contig000039	6247	6249
UN	3608	.	G_contig000039	6459	6459
UN	3609	.	G_contig000039	6462	6462
UN	3610	.	G_contig000039	7501	7510
UN	3611	.	G_contig000039	17513	17520
UN	3612	.	G_contig000039	18042	18046
UN	3613	.	G_contig000039	18048	18048
UN	3614	.	G_contig000039	22710	22710
UN	3615	.	G_contig000039	22716	22716
UN	3616	.	G_contig000039	22719	22719
UN	3617	.	G_contig000039	23041	23041
UN	3618	.	G_contig000039	26418	26420
UN	3619	.	G_contig000039	27713	27714
UN	3620	.	G_contig000039	29894	29905
UN	3621	.	G_contig000039	33814	33816
UN	3622	.	G_contig000039	34347	34355
UN	3623	.	G_contig000039	34357	34358
UN	3624	.	G_contig000039	36301	36311
UN	3625	.	G_contig000039	36313	36327
UN	3626	.	G_contig000039	36330	36333
UN	3627	.	G_contig000039	38509	38523
UN	3628	.	G_contig000039	40071	40072
UN	3629	.	G_contig000039	40744	40748
UN	3630	.	G_contig000040	1	17
UN	3631	.	G_contig000040	19	19
UN	3632	.	G_contig000040	9986	9993
UN	3633	.	G_contig000040	17537	17537
UN	3634	.	G_contig000040	40123	40179
UN	3635	.	G_contig000041	1	13
UN	3636	.	G_contig000041	22408	22408
UN	3637	.	G_contig000041	22538	22565
UN	3638	.	G_contig000041	36615	36651
UN	3639	.	G_contig000041	40108	40127
UN	3640	.	G_contig000042	1	5
UN	3641	.	G_contig000042	10	10
UN	3642	.	G_contig000042	19	19
UN	3643	.	G_contig000042	21	21
UN	3644	.	G_contig000042	24	25
UN	3645	.	G_contig000042	22510	22510
UN	3646	.	G_contig000042	25879	25881
UN	3647	.	G_contig000042	25884	25885
UN	3648	.	G_contig000042	25888	25906
UN	3649	.	G_contig000042	28944	28944
UN	3650	.	G_contig000042	28948	28948
UN	3651	.	G_contig000042	28950	28950
UN	3652	.	G_contig000042	38871	38946
UN	3653	.	G_contig000043	1	35
UN	3654	.	G_contig000043	4632	4633
UN	3655	.	G_contig000043	4635	4636
UN	3656	.	G_contig000043	10699	10699
UN	3657	.	G_contig000043	14674	14674
UN	3658	.	G_contig000043	17060	17062
UN	3659	.	G_contig000043	17065	17065
UN	3660	.	G_contig000043	20403	20427
UN	3661	.	G_contig000043	20760	20763
UN	3662	.	G_contig000043	23131	23131
UN	3663	.	G_contig000043	23136	23136
UN	3664	.	G_contig000043	23138	23139
UN	3665	.	G_contig000043	23141	23143
UN	3666	.	G_contig000043	23145	23146
UN	3667	.	G_contig000043	23148	23149
UN	3668	.	G_contig000043	23151	23151
UN	3669	.	G_contig000043	23154	23154
UN	3670	.	G_contig000043	25664	25664
UN	3671	.	G_contig000043	33049	33049
UN	3672	.	G_contig000043	33052	33052
UN	3673	.	G_contig000043	33055	33055
UN	3674	.	G_contig000043	33057	33057
UN	3675	.	G_contig000043	33059	33059
UN	3676	.	G_contig000043	33061	33062
UN	3677	.	G_contig000043	33064	33064
UN	3678	.	G_contig000043	33067	33067
