protein_id KEGG_Orthology species phylum genus num
G_00741 K02038 pfo Gammaproteobacteria Others 958
G_00253 K02053 pfo Gammaproteobacteria Others 485
G_05426 K07116 pfo Gammaproteobacteria Others 1472
G_01331 K03446 pkc Gammaproteobacteria Others 635
G_04241 K11752 pba Gammaproteobacteria Others 713
G_01113 K17322 pfo Gammaproteobacteria Others 550
G_04190 K02895 psk Gammaproteobacteria Others 205
G_03800 K00851 pba Gammaproteobacteria Others 340
G_05173 K02440 pfo Gammaproteobacteria Others 493
G_00572 K07740 pen Gammaproteobacteria Others 251
G_05489 K11444 pch Gammaproteobacteria Others 643
G_01435 K13776 pfo Gammaproteobacteria Others 1102
G_04898 K11935 pfo Gammaproteobacteria Others 934
G_01981 K03672 pfo Gammaproteobacteria Others 280
G_02073 K06940 pba Gammaproteobacteria Others 289
G_02085 K03071 pfo Gammaproteobacteria Others 319
G_05120 K19295 pfo Gammaproteobacteria Others 722
G_00095 K01714 ptv Gammaproteobacteria Others 439
G_05327 K01894 pch Gammaproteobacteria Others 523
G_04097 K01129 pfo Gammaproteobacteria Others 832
G_01094 K03406 pst Gammaproteobacteria Others 684
G_00175 K01356 pfo Gammaproteobacteria Others 385
G_03877 K09767 psk Gammaproteobacteria Others 317
G_05095 K00161 pch Gammaproteobacteria Others 681
G_03534 K06955 pfl Gammaproteobacteria Others 551
G_02189 K09812 pba Gammaproteobacteria Others 440
G_03372 K00166 pfo Gammaproteobacteria Others 800
G_02708 K00600 shz Alphaproteobacteria Others 567
G_02708 K00600 shz Alphaproteobacteria Others 567
G_05059 K04691 pfo Gammaproteobacteria Others 730
G_02747 K00123 pfo Gammaproteobacteria Others 1452
G_03752 K10022 pba Gammaproteobacteria Others 474
G_04706 K00883 pfo Gammaproteobacteria Others 557
G_01562 K00164 pfo Gammaproteobacteria Others 1911
G_05579 K12511 pch Gammaproteobacteria Others 318
G_01310 K10543 pfo Gammaproteobacteria Others 602
G_05745 K13472 pfo Gammaproteobacteria Others 509
G_04932 K02029 pfo Gammaproteobacteria Others 385
G_03389 K00114 psk Gammaproteobacteria Others 1147
G_02257 K03892 pba Gammaproteobacteria Others 628
G_04955 K00059 pch Gammaproteobacteria Others 440
G_05162 K03683 pfo Gammaproteobacteria Others 421
G_03639 K02956 pfo Gammaproteobacteria Others 180
G_05400 K15977 pfo Gammaproteobacteria Others 250
G_01599 K02200 pch Gammaproteobacteria Others 584
G_04430 K01649 pfo Gammaproteobacteria Others 1105
G_02853 K00045 pfo Gammaproteobacteria Others 870
G_01630 K02417 pfo Gammaproteobacteria Others 220
G_02338 K01012 ptv Gammaproteobacteria Others 721
G_05393 K01995 pch Gammaproteobacteria Others 489
G_03668 K05799 pfo Gammaproteobacteria Others 435
G_05227 K18302 pfo Gammaproteobacteria Others 633
G_05499 K02053 pch Gammaproteobacteria Others 373
G_02875 K12979 pch Gammaproteobacteria Others 546
G_00051 K11472 pch Gammaproteobacteria Others 541
G_04360 K00564 pfo Gammaproteobacteria Others 691
G_03991 K14170 pba Gammaproteobacteria Others 749
G_03003 K05710 bge Betaproteobacteria Others 96
G_03003 K05710 bge Betaproteobacteria Others 96
G_00081 K05564 pfo Gammaproteobacteria Others 195
G_00240 K01491 pba Gammaproteobacteria Others 542
G_04727 K01628 pfo Gammaproteobacteria Others 490
G_02395 K01657 pfo Gammaproteobacteria Others 909
G_00236 K00305 pci Gammaproteobacteria Others 261
G_03727 K05774 pfo Gammaproteobacteria Others 208
G_01315 K17213 pst Gammaproteobacteria Others 554
G_01604 K02196 pba Gammaproteobacteria Others 117
G_01803 K01945 pba Gammaproteobacteria Others 817
G_04523 K03743 pfo Gammaproteobacteria Others 275
G_04825 K01826 pfo Gammaproteobacteria Others 198
G_04487 K01689 pch Gammaproteobacteria Others 832
G_04233 K02004 pfo Gammaproteobacteria Others 805
G_01645 K10941 pfo Gammaproteobacteria Others 998
G_00616 K07497 pst Gammaproteobacteria Others 781
G_05801 K08324 pba Gammaproteobacteria Others 798
G_00343 K08303 pba Gammaproteobacteria Others 644
G_00532 K09892 pfo Gammaproteobacteria Others 132
G_04965 K02614 pfo Gammaproteobacteria Others 247
G_05679 K03723 pfo Gammaproteobacteria Others 2107
G_04378 K01873 pfo Gammaproteobacteria Others 1865
G_00104 K03381 pch Gammaproteobacteria Others 563
G_02900 K03314 pfo Gammaproteobacteria Others 798
G_01927 K02527 pfo Gammaproteobacteria Others 789
G_02202 K00641 psk Gammaproteobacteria Others 764
G_00469 K05921 psk Gammaproteobacteria Others 410
G_01269 K11904 pba Gammaproteobacteria Others 760
G_00811 K00820 pba Gammaproteobacteria Others 1110
G_00441 K03862 pch Gammaproteobacteria Others 679
G_04199 K03076 pfo Gammaproteobacteria Others 839
G_01130 K00343 pfo Gammaproteobacteria Others 860
G_01898 K18979 pch Gammaproteobacteria Others 702
G_00435 K18383 psk Gammaproteobacteria Others 567
G_02055 K16234 pch Gammaproteobacteria Others 757
G_04263 K09933 pfo Gammaproteobacteria Others 468
G_01322 K00529 cfu Betaproteobacteria Others 364
G_01322 K00529 cfu Betaproteobacteria Others 364
G_04297 K09890 psk Gammaproteobacteria Others 109
G_02982 K03761 prh Gammaproteobacteria Others 589
G_04385 K03100 pfo Gammaproteobacteria Others 519
G_03965 K09898 pba Gammaproteobacteria Others 151
G_02433 K12257 tco Firmicutes Bacilli 335
G_02989 K11103 cnc Betaproteobacteria Others 594
G_02989 K11103 cnc Betaproteobacteria Others 594
G_04205 K03781 pfo Gammaproteobacteria Others 974
G_04714 K03521 pfo Gammaproteobacteria Others 486
G_01622 K02404 pfo Gammaproteobacteria Others 786
G_00503 K02484 psv Gammaproteobacteria Others 619
G_01953 K00982 pfo Gammaproteobacteria Others 1708
G_00539 K02415 pfo Gammaproteobacteria Others 251
G_05638 K00381 pfo Gammaproteobacteria Others 1016
G_02786 K01406 pfo Gammaproteobacteria Others 830
G_01309 K10545 pfo Gammaproteobacteria Others 1026
G_01629 K02418 pfo Gammaproteobacteria Others 160
G_03228 K04080 pch Gammaproteobacteria Others 279
G_00069 K17215 pch Gammaproteobacteria Others 976
G_03217 K00832 pfo Gammaproteobacteria Others 746
G_03773 K19736 pfo Gammaproteobacteria Others 340
G_04288 K05837 pfo Gammaproteobacteria Others 561
G_01155 K03694 pba Gammaproteobacteria Others 1439
G_05062 K00955 ptv Gammaproteobacteria Others 1243
G_03368 K00826 pfo Gammaproteobacteria Others 684
G_01707 K06075 pfo Gammaproteobacteria Others 274
G_02888 K03406 pfo Gammaproteobacteria Others 811
G_05545 K00411 pfo Gammaproteobacteria Others 319
G_05263 K02899 pch Gammaproteobacteria Others 167
G_02095 K01814 psk Gammaproteobacteria Others 486
G_02382 K07102 pfo Gammaproteobacteria Others 645
G_01688 K05896 psk Gammaproteobacteria Others 490
G_02495 K02647 pfo Gammaproteobacteria Others 708
G_03892 K01433 pba Gammaproteobacteria Others 575
G_04668 K08300 pch Gammaproteobacteria Others 1021
G_01146 K18850 pba Gammaproteobacteria Others 692
G_05133 K03637 pfo Gammaproteobacteria Others 313
G_02199 K02428 pfo Gammaproteobacteria Others 381
G_00963 K07165 pfo Gammaproteobacteria Others 498
G_01423 K00626 pfo Gammaproteobacteria Others 747
G_05047 K03270 pba Gammaproteobacteria Others 338
G_02662 K03179 pba Gammaproteobacteria Others 308
G_04229 K00067 pfo Gammaproteobacteria Others 521
G_00226 K03769 pba Gammaproteobacteria Others 190
G_01250 K01791 pba Gammaproteobacteria Others 597
G_02474 K03426 pfo Gammaproteobacteria Others 530
G_02920 K13609 pfo Gammaproteobacteria Others 588
G_04032 K07124 pfo Gammaproteobacteria Others 387
G_04370 K03449 pfo Gammaproteobacteria Others 540
G_01344 K01533 pch Gammaproteobacteria Others 1402
G_02034 K03183 pfo Gammaproteobacteria Others 527
G_03942 K07338 pfl Gammaproteobacteria Others 687
G_00863 K03324 pfo Gammaproteobacteria Others 791
G_02388 K02052 pch Gammaproteobacteria Others 753
G_02582 K00362 ptv Gammaproteobacteria Others 1508
G_04953 K02168 pba Gammaproteobacteria Others 1212
G_02428 K09857 pfo Gammaproteobacteria Others 250
G_03512 K00018 pfo Gammaproteobacteria Others 501
G_00903 K02258 pfo Gammaproteobacteria Others 327
G_00809 K00799 pfo Gammaproteobacteria Others 362
G_03170 K09808 pfo Gammaproteobacteria Others 692
G_03945 K18138 pfo Gammaproteobacteria Others 1877
G_02312 K00303 pba Gammaproteobacteria Others 860
G_04013 K07481 ppu Gammaproteobacteria Others 111
G_03856 K06920 pch Gammaproteobacteria Others 442
G_00912 K07070 pba Gammaproteobacteria Others 184
G_01165 K02302 pfo Gammaproteobacteria Others 826
G_01018 K09983 pfo Gammaproteobacteria Others 333
G_05832 K11103 dra Deinococcus Thermus 154
G_05477 K08309 pfo Gammaproteobacteria Others 1181
G_01805 K05595 pfo Gammaproteobacteria Others 353
G_02718 K01733 pkc Gammaproteobacteria Others 664
G_00468 K05921 psk Gammaproteobacteria Others 452
G_03579 K03406 pfo Gammaproteobacteria Others 678
G_05487 K04567 pfl Gammaproteobacteria Others 975
G_05262 K02888 ppz Gammaproteobacteria Others 135
G_03711 K06995 ppz Gammaproteobacteria Others 233
G_01761 K02298 pfo Gammaproteobacteria Others 1261
G_00938 K00252 pfo Gammaproteobacteria Others 780
G_04299 K03643 pfo Gammaproteobacteria Others 266
G_01375 K15576 pch Gammaproteobacteria Others 729
G_04121 K13779 pfo Gammaproteobacteria Others 439
G_02966 K18900 rso Betaproteobacteria Others 267
G_02966 K18900 rso Betaproteobacteria Others 267
G_05221 K01733 pba Gammaproteobacteria Others 762
G_00689 K11895 pst Gammaproteobacteria Others 626
G_01758 K02301 pfo Gammaproteobacteria Others 575
G_02759 K01438 ptv Gammaproteobacteria Others 675
G_00642 K02902 pch Gammaproteobacteria Others 156
G_00484 K00694 pst Gammaproteobacteria Others 963
G_03796 K13653 pch Gammaproteobacteria Others 254
G_04587 K03668 pch Gammaproteobacteria Others 254
G_03490 K01687 pfo Gammaproteobacteria Others 1153
G_00158 K10680 pfz Gammaproteobacteria Others 660
G_05663 K03704 pfl Gammaproteobacteria Others 143
G_05176 K00111 pfo Gammaproteobacteria Others 926
G_04468 K02357 psk Gammaproteobacteria Others 503
G_03660 K03687 pch Gammaproteobacteria Others 316
G_04065 K00077 pfo Gammaproteobacteria Others 471
G_02630 K00355 pci Gammaproteobacteria Others 305
G_03493 K14519 pfo Gammaproteobacteria Others 901
G_05315 K06969 pba Gammaproteobacteria Others 608
G_02545 K13652 vmi Gammaproteobacteria Others 79
G_04316 K06181 ppz Gammaproteobacteria Others 385
G_05432 K06987 pfo Gammaproteobacteria Others 626
G_05625 K15371 pba Gammaproteobacteria Others 3036
G_05269 K11753 pch Gammaproteobacteria Others 524
G_01465 K03609 pba Gammaproteobacteria Others 494
G_01434 K06867 pba Gammaproteobacteria Others 327
G_04610 K19222 dji Gammaproteobacteria Others 171
G_00440 K03863 pch Gammaproteobacteria Others 583
G_01764 K03611 pfo Gammaproteobacteria Others 189
G_05284 K06950 pba Gammaproteobacteria Others 145
G_00367 K05550 gbi Gammaproteobacteria Others 156
G_03840 K01734 pfl Gammaproteobacteria Others 270
G_05779 K15125 pci Gammaproteobacteria Others 2651
G_01824 K11959 pfo Gammaproteobacteria Others 867
G_02511 K03386 pfo Gammaproteobacteria Others 380
G_05040 K06958 pfl Gammaproteobacteria Others 569
G_01360 K03528 pch Gammaproteobacteria Others 504
G_00710 K11913 ptv Gammaproteobacteria Others 653
G_05126 K19292 pfo Gammaproteobacteria Others 766
G_02564 K01997 pna Betaproteobacteria Others 441
G_02564 K01997 pna Betaproteobacteria Others 441
G_03805 K00799 pfl Gammaproteobacteria Others 302
G_00833 K02470 psk Gammaproteobacteria Others 1538
G_03425 K11918 pfo Gammaproteobacteria Others 260
G_05766 K00404 pfo Gammaproteobacteria Others 929
G_00254 K02054 psk Gammaproteobacteria Others 501
G_01534 K04719 pfo Gammaproteobacteria Others 391
G_03360 K01802 pfv Gammaproteobacteria Others 211
G_05020 K03808 pfo Gammaproteobacteria Others 398
G_02929 K01912 pfo Gammaproteobacteria Others 966
G_04899 K11931 pfo Gammaproteobacteria Others 1175
G_02279 K02167 pfo Gammaproteobacteria Others 388
G_04422 K15539 pfo Gammaproteobacteria Others 369
G_05139 K19744 ptv Gammaproteobacteria Others 497
G_04904 K07114 pfo Gammaproteobacteria Others 917
G_02992 K06987 pfz Gammaproteobacteria Others 629
G_03355 K11747 pfo Gammaproteobacteria Others 889
G_00955 K07679 pfo Gammaproteobacteria Others 1137
