	N	N_genus
10156.3B3	134640.0	41.0
10156.F1.2	101102.0	130.0
10156.1	136091.0	16.0
10156.3B1	174181.0	45.0
10156.2C2	174589.0	15.0
10156.31	143290.0	3.0
10156.1T1	40229.0	16.0
10156.4C2	79530.0	168.0
10156.F1.4	72341.0	115.0
10156.BCWL3.1	76751.0	44.0
10156.30	194940.0	258.0
10156.2T3	73194.0	7.0
10156.38	114607.0	42.0
10156.3T3	198518.0	120.0
10156.T6.1	166101.0	188.0
10156.3C1	80736.0	50.0
10156.40	121571.0	106.0
10156.24	7408.0	12.0
10156.N2.2	150200.0	689.0
10156.1B5	8921.0	8.0
10156.N1.3	220802.0	44.0
10156.29	148954.0	4.0
10156.43	58481.0	6.0
10156.4S1	209141.0	337.0
10156.23	103939.0	25.0
10156.N1.2	168431.0	294.0
10156.T3.5	99081.0	56.0
10156.1B1	148733.0	167.0
10156.3T5	100595.0	85.0
10156.T6.3	118090.0	239.0
10156.T3.4	109292.0	40.0
10156.2T1	135596.0	32.0
10156.1S3.2	189964.0	102.0
10156.1B4	130082.0	174.0
10156.4T4	94925.0	172.0
10156.1T5	196730.0	275.0
10156.49	84780.0	2.0
10156.T6.5	56188.0	70.0
10156.2B2	87672.0	10.0
10156.5	77779.0	17.0
10156.E1.4	151138.0	299.0
10156.F1.1	139457.0	188.0
10156.F1.3	106234.0	77.0
10156.56.A	118939.0	116.0
10156.34	77129.0	18.0
10156.2C3	203320.0	26.0
10156.47	63844.0	195.0
10156.T3.2	118689.0	188.0
10156.T6.4	103997.0	181.0
10156.53	129592.0	27.0
10156.BCWL1.2	48602.0	50.0
10156.36	52565.0	19.0
10156.13	177268.0	2.0
10156.NW4.A	116573.0	132.0
10156.10	103934.0	6.0
10156.1B3	181237.0	106.0
10156.4B2	198276.0	512.0
10156.39	110899.0	35.0
10156.4C3	127706.0	223.0
10156.T2.3	159584.0	693.0
10156.NW2.A	51022.0	20.0
10156.T3.1	128055.0	108.0
10156.N2.4	112320.0	297.0
10156.4B5	199018.0	286.0
10156.F1.5	76147.0	87.0
10156.33	189008.0	95.0
10156.N2.1	126833.0	550.0
10156.N2.5	123105.0	150.0
10156.55	320263.0	394.0
10156.NW3.A	102052.0	55.0
10156.2S2	125066.0	14.0
10156.2T2	153508.0	41.0
10156.1S4	128213.0	109.0
10156.E1.5	96977.0	130.0
10156.4B1	83020.0	132.0
10156.3B2	90055.0	65.0
10156.T2.6	153470.0	117.0
10156.2S3	87179.0	12.0
10156.17	122657.0	37.0
10156.E1.3	136149.0	118.0
10156.3S3	71393.0	65.0
10156.56	144012.0	55.0
10156.15	114304.0	48.0
10156.3T1	116037.0	66.0
10156.3B5	120668.0	121.0
10156.3B4	80033.0	82.0
10156.T2.2	40313.0	17.0
10156.4T2	137266.0	194.0
10156.2C1	111095.0	17.0
10156.2B4	256860.0	75.0
10156.28	90348.0	32.0
10156.BCWL2.2	31711.0	30.0
10156.2S4	165914.0	26.0
10156.2C5	166686.0	42.0
10156.3T4	96879.0	62.0
10156.2S1	85277.0	27.0
10156.2C4	209890.0	47.0
10156.BCWL3.3	101251.0	44.0
10156.3T2	100565.0	49.0
10156.BCWL3.2	99494.0	94.0
10156.BCWL5.2	104467.0	97.0
10156.BCWL1.1	74942.0	77.0
10156.2S5	146438.0	28.0
10156.22	105853.0	2.0
10156.NW5.A	142386.0	139.0
10156.N1.4	143360.0	80.0
10156.9	24649.0	1.0
10156.45	108913.0	73.0
10156.21	80700.0	90.0
10156.1C4	20099.0	16.0
10156.T6.2	126712.0	110.0
10156.T2.5	141130.0	124.0
10156.BCWL2.3	56018.0	26.0
10156.54	172718.0	120.0
10156.BCWL5.3	163492.0	171.0
10156.52	144740.0	59.0
10156.2T4	93442.0	39.0
10156.1S1	130705.0	54.0
2192.H01a.Hand.184.lane2.NoIndex.L002	79236.0	15.0
2192.H05b.Kitchen.Counter.2545.lane5.NoIndex.L005	75625.0	2.0
2192.H05b.Foot.2411.lane6.NoIndex.L006	83347.0	2.0
2192.H07b.Kitchen.Counter.3961.lane2.NoIndex.L002	83987.0	9.0
2192.H01a.Hand.208.lane2.NoIndex.L002	77153.0	1.0
2192.H05b.Bedroom.Floor.2524.lane5.NoIndex.L005	58521.0	5.0
2192.H03a.Foot.1352.lane6.NoIndex.L006	79899.0	25.0
2192.H03a.Foot.1478.lane6.NoIndex.L006	79158.0	1.0
2192.H04a.Dog.Nose.1920.lane6.NoIndex.L006	82886.0	17.0
2192.H01a.Bathroom.Door.Knob.54.lane1.NoIndex.L001	59207.0	1.0
2192.H03a.Foot.1526.lane6.NoIndex.L006	76150.0	1.0
2192.H03a.Kitchen.Counter.1369.lane5.NoIndex.L005	93531.0	25.0
2192.H06b.Kitchen.Light.Switch.3339.lane5.NoIndex.L005	49928.0	10.0
2192.H01a.Front.Door.Knob.29.lane1.NoIndex.L001	75582.0	1.0
2192.H05b.Foot.2891.lane5.NoIndex.L005	58032.0	1.0
2192.H03a.Hand.1234.lane5.NoIndex.L005	64072.0	21.0
2192.H04a.Foot.2072.lane6.NoIndex.L006	87797.0	7.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	6.0
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006	58209.0	1.0
2192.H01a.Kitchen.Counter.289.lane2.NoIndex.L002	60696.0	2.0
2192.H01a.Hand.205.lane2.NoIndex.L002	90515.0	3.0
2192.H01a.Front.Door.Knob.77.lane1.NoIndex.L001	115984.0	7.0
2192.H04a.Dog.Foot.1919.lane6.NoIndex.L006	82024.0	3.0
2192.H04a.Hand.1837.lane6.NoIndex.L006	87234.0	3.0
2192.H01a.Nose.63.lane6.NoIndex.L006	92971.0	13.0
2192.H04a.Foot.2075.lane6.NoIndex.L006	83311.0	49.0
2192.H06b.Bedroom.Floor.3124.lane5.NoIndex.L005	63110.0	12.0
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	13.0
2192.H05b.Hand.2479.lane6.NoIndex.L006	61397.0	3.0
2192.H05b.Foot.2648.lane5.NoIndex.L005	55486.0	17.0
2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002	89474.0	1.0
2192.H05b.Foot.2987.lane5.NoIndex.L005	66212.0	1.0
2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001	84213.0	1.0
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	7.0
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	88515.0	8.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	21.0
2192.H01a.Hand.10.lane1.NoIndex.L001	113060.0	3.0
2192.H02a.Kitchen.Counter.889.lane2.NoIndex.L002	68275.0	2.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	27.0
2192.H05b.Bedroom.Floor.2932.lane1.NoIndex.L001	78872.0	3.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	6.0
2192.H03a.Nose.1332.lane6.NoIndex.L006	58008.0	1.0
2192.H04a.Dog.Foot.2108.lane6.NoIndex.L006	75295.0	2.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	22.0
2192.H06b.Kitchen.Light.Switch.3147.lane5.NoIndex.L005	53199.0	5.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	1.0
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006	47208.0	1.0
2192.H06b.Foot.3179.lane5.NoIndex.L005	81632.0	1.0
2192.H06b.Hand.3085.lane5.NoIndex.L005	44601.0	30.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	2.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	1.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	2.0
2192.H06b.Kitchen.Light.Switch.3219.lane2.NoIndex.L002	87979.0	2.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	16.0
2192.H05b.Hand.2458.lane6.NoIndex.L006	64665.0	1.0
2192.H01a.Foot.281.lane2.NoIndex.L002	70346.0	1.0
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001	97721.0	5.0
2192.H06b.Hand.3295.lane6.NoIndex.L006	66168.0	7.0
2192.H01a.Hand.127.lane2.NoIndex.L002	80717.0	1.0
2192.H06b.Kitchen.Counter.3361.lane5.NoIndex.L005	48918.0	12.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	66.0
2192.H02a.Hand.607.lane2.NoIndex.L002	71553.0	17.0
2192.H02a.Kitchen.Counter.625.lane2.NoIndex.L002	54145.0	4.0
2192.H01a.Hand.16.lane1.NoIndex.L001	136828.0	3.0
2192.H03a.Hand.1210.lane5.NoIndex.L005	50018.0	1.0
2192.H01a.Foot.257.lane2.NoIndex.L002	87661.0	10.0
2192.H05b.Kitchen.Light.Switch.2523.lane5.NoIndex.L005	54391.0	36.0
2192.H01a.Front.Door.Knob.53.lane1.NoIndex.L001	83282.0	1.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	12.0
2192.H06b.Hand.3271.lane6.NoIndex.L006	72262.0	3.0
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	12.0
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	31.0
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	34.0
2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005	44049.0	5.0
2192.H03a.Nose.1431.lane6.NoIndex.L006	79958.0	1.0
2192.H01a.Foot.161.lane2.NoIndex.L002	85378.0	5.0
2192.H01a.Foot.299.lane2.NoIndex.L002	81169.0	8.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	25.0
2192.H03a.Foot.1334.lane6.NoIndex.L006	58805.0	11.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	41.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	11.0
2192.H04a.Kitchen.Counter.1849.lane5.NoIndex.L005	117596.0	1.0
2192.H01a.Front.Door.Knob.149.lane1.NoIndex.L001	89150.0	2.0
2192.H01a.Hand.223.lane2.NoIndex.L002	82755.0	14.0
2192.H03a.Kitchen.Light.Switch.1371.lane5.NoIndex.L005	92568.0	6.0
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002	94175.0	1.0
2192.H04a.Kitchen.Floor.1874.lane6.NoIndex.L006	90787.0	2.0
2192.H01a.Foot.182.lane2.NoIndex.L002	92303.0	1.0
2192.H03a.Kitchen.Counter.1441.lane5.NoIndex.L005	98805.0	9.0
2192.H07b.Nose.4041.lane1.NoIndex.L001	126291.0	13.0
2192.H04a.Hand.1930.lane6.NoIndex.L006	75902.0	25.0
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	56498.0	1.0
2192.H03a.Hand.1333.lane6.NoIndex.L006	89846.0	30.0
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	15.0
2192.H06b.Kitchen.Floor.3338.lane5.NoIndex.L005	58882.0	1.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	40.0
2192.H05b.Hand.2839.lane5.NoIndex.L005	70303.0	4.0
2192.H03a.Foot.1208.lane5.NoIndex.L005	67474.0	1.0
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	61378.0	18.0
2192.H01a.Hand.106.lane2.NoIndex.L002	83160.0	25.0
2192.H04a.Dog.Foot.2015.lane5.NoIndex.L005	65513.0	21.0
2192.H01a.Nose.183.lane6.NoIndex.L006	43608.0	2.0
2192.H07b.Foot.4067.lane6.NoIndex.L006	87542.0	1.0
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	21.0
2192.H04a.Bathroom.Door.Knob.2094.lane2.NoIndex.L002	106013.0	1.0
2192.H01a.Nose.114.lane6.NoIndex.L006	52920.0	3.0
2192.H01a.Kitchen.Floor.74.lane1.NoIndex.L001	103930.0	12.0
2192.H03a.Bedroom.Floor.1276.lane5.NoIndex.L005	37620.0	1.0
2192.H01a.Front.Door.Knob.269.lane2.NoIndex.L002	65249.0	2.0
2192.H06b.Kitchen.Counter.3145.lane5.NoIndex.L005	56221.0	5.0
2192.H01a.Kitchen.Counter.73.lane1.NoIndex.L001	104972.0	39.0
2192.H01a.Bathroom.Door.Knob.78.lane1.NoIndex.L001	121090.0	5.0
2192.H06b.Front.Door.Knob.3293.lane5.NoIndex.L005	61611.0	5.0
2192.H03a.Hand.1405.lane6.NoIndex.L006	78094.0	1.0
2192.H05b.Nose.2481.lane5.NoIndex.L005	92658.0	6.0
2192.H07b.Foot.4040.lane6.NoIndex.L006	45620.0	1.0
2192.H03a.Foot.1520.lane6.NoIndex.L006	61641.0	4.0
2192.H05b.Bathroom.Door.Knob.2742.lane5.NoIndex.L005	90526.0	1.0
2192.H06b.Front.Door.Knob.3149.lane5.NoIndex.L005	54168.0	11.0
2192.H03a.Bedroom.Floor.1300.lane5.NoIndex.L005	97281.0	29.0
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	1.0
2192.H03a.Nose.1260.lane6.NoIndex.L006	57372.0	5.0
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	52769.0	8.0
2192.H04a.Dog.Foot.1892.lane6.NoIndex.L006	82380.0	14.0
2192.H07a.Cat.Fur.3734.lane6.NoIndex.L006	93064.0	3.0
2192.H05b.Foot.2795.lane5.NoIndex.L005	67905.0	1.0
2192.H05b.Foot.2939.lane5.NoIndex.L005	62711.0	1.0
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	36.0
2192.H07b.Hand.4015.lane6.NoIndex.L006	74898.0	1.0
2192.H06b.Kitchen.Floor.3362.lane5.NoIndex.L005	54894.0	9.0
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	9.0
2192.H02a.Foot.728.lane2.NoIndex.L002	86004.0	4.0
2192.H05b.Hand.2794.lane5.NoIndex.L005	68432.0	3.0
2192.H03a.Nose.1239.lane6.NoIndex.L006	57526.0	1.0
2192.H07b.Bedroom.Floor.4036.lane2.NoIndex.L002	52653.0	6.0
2192.H03a.Hand.1453.lane6.NoIndex.L006	56746.0	10.0
2192.H05b.Nose.2529.lane5.NoIndex.L005	73609.0	1.0
2192.H07b.Foot.3851.lane6.NoIndex.L006	71612.0	27.0
2192.H04a.Bedroom.Floor.1804.lane5.NoIndex.L005	106527.0	1.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	5.0
2192.H05b.Foot.2963.lane5.NoIndex.L005	79087.0	1.0
2192.H01a.Kitchen.Floor.290.lane2.NoIndex.L002	51971.0	1.0
2192.H06b.Foot.3374.lane6.NoIndex.L006	73526.0	6.0
2192.H01a.Nose.15.lane6.NoIndex.L006	70480.0	4.0
2192.H06b.Foot.3059.lane5.NoIndex.L005	69332.0	1.0
2192.H07b.Kitchen.Floor.4130.lane6.NoIndex.L006	44576.0	6.0
2192.H05b.Hand.2482.lane6.NoIndex.L006	85043.0	1.0
2192.H02a.Bedroom.Floor.796.lane2.NoIndex.L002	93208.0	1.0
2192.H06b.Hand.3103.lane5.NoIndex.L005	47846.0	14.0
2192.H01a.Hand.40.lane1.NoIndex.L001	109907.0	1.0
2192.H02a.Kitchen.Floor.770.lane2.NoIndex.L002	72015.0	1.0
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	21.0
2192.H05b.Foot.2843.lane5.NoIndex.L005	80069.0	5.0
2192.H01a.Nose.87.lane6.NoIndex.L006	49354.0	13.0
2192.H01a.Front.Door.Knob.197.lane2.NoIndex.L002	74504.0	7.0
2192.H07b.Front.Door.Knob.4061.lane2.NoIndex.L002	120191.0	2.0
2192.H02a.Nose.897.lane6.NoIndex.L006	44032.0	2.0
2192.H06b.Kitchen.Floor.3314.lane5.NoIndex.L005	51741.0	12.0
2192.H03a.Nose.1359.lane6.NoIndex.L006	62614.0	29.0
2192.H02a.Bedroom.Floor.748.lane2.NoIndex.L002	81016.0	4.0
2192.H04a.Dog.Foot.1943.lane6.NoIndex.L006	90915.0	11.0
2192.H07b.Foot.3947.lane6.NoIndex.L006	68742.0	1.0
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	104947.0	2.0
2192.H02a.Kitchen.Counter.793.lane2.NoIndex.L002	92547.0	2.0
2192.H01a.Foot.65.lane1.NoIndex.L001	68218.0	36.0
2192.H07b.Nose.4020.lane1.NoIndex.L001	126862.0	4.0
2192.H04a.Bathroom.Door.Knob.1806.lane5.NoIndex.L005	87229.0	1.0
2192.H04a.Bedroom.Floor.2068.lane2.NoIndex.L002	70244.0	1.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	11.0
2192.H07a.Kitchen.Light.Switch.3627.lane5.NoIndex.L005	62348.0	10.0
2192.H06b.Kitchen.Light.Switch.3363.lane5.NoIndex.L005	46574.0	3.0
2192.H06b.Hand.3130.lane5.NoIndex.L005	51650.0	10.0
2192.H06b.Bathroom.Door.Knob.3126.lane5.NoIndex.L005	53991.0	37.0
2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005	97011.0	2.0
2192.H05b.Foot.2840.lane5.NoIndex.L005	73695.0	4.0
2192.H02a.Nose.849.lane6.NoIndex.L006	86682.0	1.0
2192.H06b.Kitchen.Counter.3313.lane5.NoIndex.L005	66307.0	7.0
2192.H04a.Dog.Foot.1823.lane6.NoIndex.L006	59798.0	7.0
2192.H07b.Front.Door.Knob.4085.lane2.NoIndex.L002	108360.0	6.0
2192.H02a.Foot.656.lane2.NoIndex.L002	88997.0	9.0
2192.H06b.Bathroom.Door.Knob.3198.lane2.NoIndex.L002	102171.0	12.0
2192.H03a.Nose.1452.lane6.NoIndex.L006	93633.0	1.0
2192.H05b.Foot.2888.lane5.NoIndex.L005	59897.0	1.0
2192.H06b.Kitchen.Counter.3169.lane5.NoIndex.L005	67751.0	1.0
2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002	66714.0	3.0
2192.H01a.Nose.108.lane6.NoIndex.L006	60120.0	6.0
2192.H06b.Bedroom.Floor.3364.lane5.NoIndex.L005	66232.0	5.0
2192.H02a.Bedroom.Floor.652.lane2.NoIndex.L002	65016.0	2.0
2192.H07b.Kitchen.Counter.3985.lane2.NoIndex.L002	86884.0	7.0
2192.H04a.Nose.1959.lane6.NoIndex.L006	75925.0	11.0
2192.H03a.Front.Door.Knob.1325.lane5.NoIndex.L005	96326.0	18.0
2192.H04a.Foot.1856.lane6.NoIndex.L006	77921.0	6.0
2192.H05b.Bedroom.Floor.2404.lane2.NoIndex.L002	120693.0	1.0
2192.H04a.Dog.Nose.2013.lane5.NoIndex.L005	64370.0	71.0
2192.H06b.Bedroom.Floor.3316.lane5.NoIndex.L005	55252.0	27.0
2192.H03a.Bedroom.Floor.1396.lane5.NoIndex.L005	138817.0	20.0
2192.H04a.Nose.2004.lane5.NoIndex.L005	100509.0	1.0
2192.H03a.Kitchen.Floor.1370.lane5.NoIndex.L005	92184.0	12.0
2192.H04a.Dog.Nose.1821.lane6.NoIndex.L006	74035.0	6.0
2192.H07a.Foot.3680.lane6.NoIndex.L006	67927.0	3.0
2192.H02a.Hand.727.lane2.NoIndex.L002	84122.0	34.0
2192.H02a.Hand.895.lane5.NoIndex.L005	63624.0	14.0
2192.H01a.Nose.231.lane6.NoIndex.L006	54065.0	4.0
2192.H05b.Front.Door.Knob.2477.lane5.NoIndex.L005	41851.0	2.0
2192.H01a.Foot.320.lane2.NoIndex.L002	84376.0	16.0
2192.H05b.Kitchen.Light.Switch.2547.lane5.NoIndex.L005	51217.0	34.0
2192.H06b.Hand.3346.lane6.NoIndex.L006	69587.0	3.0
2192.H04a.Foot.1838.lane6.NoIndex.L006	76727.0	9.0
2192.H05b.Bedroom.Floor.2668.lane5.NoIndex.L005	76957.0	1.0
2192.H06b.Hand.3127.lane5.NoIndex.L005	65319.0	101.0
2192.H03a.Hand.1423.lane6.NoIndex.L006	93924.0	13.0
2192.H06b.Kitchen.Counter.3217.lane2.NoIndex.L002	97833.0	12.0
2192.H06b.Front.Door.Knob.3125.lane5.NoIndex.L005	56185.0	17.0
2192.H03a.Bathroom.Door.Knob.1398.lane5.NoIndex.L005	95318.0	9.0
2192.H07b.Nose.3993.lane1.NoIndex.L001	129907.0	6.0
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	80577.0	5.0
2192.H02a.Foot.824.lane2.NoIndex.L002	75276.0	5.0
2192.H03a.Foot.1211.lane5.NoIndex.L005	70025.0	7.0
2192.H02a.Foot.752.lane2.NoIndex.L002	75368.0	15.0
2192.H06b.Hand.3106.lane5.NoIndex.L005	68809.0	4.0
2192.H06b.Hand.3178.lane5.NoIndex.L005	53687.0	11.0
2192.H02a.Front.Door.Knob.701.lane2.NoIndex.L002	80738.0	34.0
2192.H05b.Foot.2675.lane5.NoIndex.L005	86565.0	3.0
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	112084.0	37.0
2192.H01a.Nose.324.lane6.NoIndex.L006	64898.0	22.0
2192.H03a.Bathroom.Door.Knob.1350.lane5.NoIndex.L005	86578.0	12.0
2192.H04a.Kitchen.Counter.1801.lane5.NoIndex.L005	81428.0	3.0
2192.H01a.Nose.204.lane6.NoIndex.L006	42602.0	5.0
2192.H06b.Bathroom.Door.Knob.3150.lane5.NoIndex.L005	62774.0	4.0
2192.H04a.Dog.Nose.2106.lane6.NoIndex.L006	89266.0	28.0
2192.H05b.Kitchen.Counter.2905.lane1.NoIndex.L001	68653.0	1.0
2192.H01a.Foot.86.lane1.NoIndex.L001	112416.0	6.0
2192.H03a.Bedroom.Floor.1348.lane5.NoIndex.L005	106408.0	21.0
2192.H01a.Nose.303.lane6.NoIndex.L006	15869.0	1.0
2192.H07a.Kitchen.Light.Switch.3651.lane5.NoIndex.L005	50754.0	19.0
2192.H03a.Foot.1232.lane5.NoIndex.L005	68996.0	18.0
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	27.0
2192.H07b.Foot.3944.lane6.NoIndex.L006	71994.0	2.0
2192.H04a.Dog.Nose.1893.lane6.NoIndex.L006	83573.0	2.0
2192.H07b.Bedroom.Floor.4180.lane6.NoIndex.L006	69208.0	1.0
