	N	N_genus
10346.Webster.2.H8.185	71478.0	1.0
10346.SI06.81	47905.0	5.0
10346.SWBHMPV2	54841.0	45.0
10346.BR10A.Jan	34415.0	7.0
10346.AW10.7.II	30464.0	4.0
10346.SS.14.1	71633.0	1.0
10346.BCD13SED	33996.0	1.0
10346.Webster.5.E4.428	85969.0	3.0
10346.P12x132	6098.0	1.0
10346.120	33856.0	31.0
10346.Webster.1.F5.65	57198.0	2.0
10346.CL12	10136.0	1.0
10346.SI06.96	30687.0	6.0
10346.70	33718.0	1.0
10346.ML3.water.gDNA	41442.0	2.0
10346.AW10.7.III	39426.0	2.0
10346.ZA.53	61631.0	3.0
10346.Webster.4.E12.342	92672.0	1.0
10346.67	41737.0	9.0
10346.BR14A.Jan	35069.0	6.0
10346.AW11.6.II	14793.0	1.0
10346.TW10.6.II	45276.0	4.0
10346.65	28728.0	1.0
10346.TW10.3.III	60771.0	5.0
10346.Webster.3.E11.247	43180.0	3.0
10346.P12x126	18091.0	3.0
10346.SWSA.1	56354.0	23.0
10346.TW11.4.II	34686.0	8.0
10346.700.1181449	54169.0	10.0
10346.HW9C.Jul	33962.0	10.0
10346.SI06.67	77032.0	1.0
10346.BCD2H2O	51879.0	1.0
10346.Webster.5.E5.429	158643.0	12.0
10346.Webster.4.E8.338	131906.0	1.0
10346.AW11.4.II	35883.0	6.0
10346.BCH21SED	66132.0	1.0
10346.AW10.3.III	39158.0	5.0
10346.IO2.25	51704.0	2.0
10346.AW10.9.I	44610.0	19.0
10346.P12x144	48861.0	1.0
10346.Webster.1.B5.17	53209.0	1.0
10346.BR14A.Nov	32643.0	50.0
10346.TW10.8.III	45055.0	2.0
10346.BR10A.Nov	70136.0	16.0
10346.HW4A.Nov	40390.0	8.0
10346.AW10.4.II	54742.0	4.0
10346.28	50591.0	1.0
10346.Webster.1.F7.67	32867.0	1.0
10346.Webster.3.A8.196	50602.0	1.0
10346.IO5.Wnh	60097.0	4.0
10346.SWPRBV1	68848.0	8.0
10346.Webster.3.D12.236	32808.0	1.0
10346.TW10.10.II	31280.0	10.0
10346.AF11.8.15	51470.0	1.0
10346.TW10.12.II	24610.0	6.0
10346.127	41116.0	1.0
10346.P10X53	60813.0	1.0
10346.TO11.4.7	53816.0	2.0
10346.SWBH.1	45147.0	6.0
10346.Webster.5.C5.405	82422.0	6.0
10346.SW.312	24554.0	2.0
10346.BR10C.Jan	31592.0	2.0
10346.SI06.80	29076.0	3.0
10346.TV11.1.7	66567.0	1.0
10346.5.11.Water	49615.0	10.0
10346.IF2.WII	55596.0	1.0
10346.AW10.8.II	34989.0	31.0
10346.BCH32SED	31734.0	2.0
10346.SW.H2O.4	46128.0	1.0
10346.Webster.5.E6.430	96622.0	9.0
10346.BCD31SED	32857.0	1.0
10346.14.VI.05.2.009	43654.0	1.0
10346.AW10.12.II	13030.0	1.0
10346.SI06.53	57692.0	1.0
10346.Webster.3.B4.204	65840.0	2.0
10346.TW11.2.III	43112.0	2.0
10346.Webster.1.C7.31	56497.0	2.0
10346.BR10C.Jul	15814.0	18.0
10346.Webster.5.C9.409	75100.0	3.0
10346.P12x150	30266.0	1.0
10346.Webster.5.C10.410	75250.0	4.0
10346.SWSA.3	48228.0	16.0
10346.AW10.5.III	32124.0	1.0
10346.SD13SED	37692.0	1.0
10346.IO2.WIII	56968.0	2.0
10346.P12x18	30436.0	1.0
10346.Webster.4.D3.321	59562.0	2.0
10346.SI06x69	23414.0	65.0
10346.SI06.94	41354.0	25.0
10346.SS.22.2	82857.0	1.0
10346.SWMX1.1	42674.0	7.0
10346.Webster.4.H8.374	58858.0	1.0
10346.Webster.4.C12.318	59029.0	1.0
10346.AW10.11.II	39450.0	12.0
10346.IO2.WII	52599.0	2.0
10346.Webster.4.D9.327	59311.0	2.0
10346.IF5.Wctr	28283.0	1.0
10346.P12x54	73195.0	11.0
10346.Webster.3.B11.211	42018.0	1.0
10346.P12x20	37924.0	1.0
10346.AW10.3.II	55030.0	8.0
10346.Webster.5.B6.394	31192.0	2.0
10346.SW.H2O.5	50507.0	1.0
10346.Webster.3.F9.257	114339.0	4.0
10346.Webster.4.F12.354	128944.0	2.0
10346.SWBHPK1	48279.0	5.0
10346.BCH13SED	82169.0	1.0
10346.Webster.3.D2.226	22654.0	1.0
10346.BCH1H2O	62478.0	2.0
10346.40	46833.0	4.0
10346.AW10.11.I	34448.0	7.0
10346.SWBHMPV3	65237.0	51.0
10346.TW10.6.I	39169.0	2.0
10346.P12x56	28479.0	2.0
10346.TW10.9.III	65723.0	10.0
10346.SW.241	39542.0	1.0
10346.BR10C.Nov	57272.0	10.0
10346.Webster.3.C5.217	62785.0	3.0
10346.TW10.11.I	34612.0	3.0
10346.AW10.5.II	46079.0	7.0
10346.TW10.11.II	50932.0	8.0
10346.Webster.1.E8.56	82693.0	2.0
10346.SWMX1.3	37088.0	1.0
10346.AW11.2.I	47601.0	51.0
10346.Webster.1.D8.44	82620.0	1.0
10346.SH33SED	40320.0	1.0
10346.Webster.3.C10.222	92349.0	2.0
10346.Webster.5.A3.379	20336.0	3.0
10346.P12x122	35118.0	1.0
10346.BCD12SED	56132.0	1.0
10346.HW9C.Jan	55313.0	7.0
10346.AW11.2.III	38570.0	22.0
10346.5.29.6H	627.0	7.0
10346.AF10.3.15	65276.0	1.0
10346.12	47616.0	23.0
10346.IF5.Wnh	36671.0	2.0
10346.BCD33SED	64073.0	1.0
10346.SWPRD2	70845.0	29.0
10346.TW11.3.II	40061.0	4.0
10346.AW11.2.II	59717.0	25.0
10346.SWPRD3	66419.0	28.0
10346.64	34881.0	66.0
10346.SH23SED	44888.0	1.0
10346.Webster.2.C2.120	47652.0	1.0
10346.Webster.5.C6.406	67994.0	6.0
10346.SD22SED	70528.0	1.0
10346.Webster.5.A4.380	25070.0	2.0
10346.Webster.4.E1.331	10413.0	100.0
10346.126	42136.0	1.0
10346.TW10.3.II	62043.0	7.0
10346.BCH12SED	15022.0	1.0
10346.Webster.1.D7.43	331958.0	16.0
10346.AF11.4.7	61535.0	1.0
10346.AW11.6.I	30311.0	2.0
10346.Webster.4.G8.362	60375.0	2.0
10346.AW10.10.II	35819.0	26.0
10346.AW10.9.III	53852.0	7.0
10346.TW10.11.III	58625.0	3.0
10346.TW11.2.I	47441.0	1.0
10346.AW10.12.III	25528.0	4.0
10346.SH11SED	64964.0	2.0
10346.TW10.12.III	22216.0	4.0
10346.Webster.4.G7.361	68847.0	1.0
10346.AF11.7.9	48837.0	2.0
10346.Webster.4.D11.329	35088.0	5.0
10346.P12x59	153502.0	139.0
10346.Webster.5.B10.398	41003.0	7.0
10346.SI06.152	22980.0	3.0
10346.TW11.3.I	53616.0	6.0
10346.SWPRBV3	63281.0	3.0
10156.3C5	145826.0	23.0
10156.T2.1	1147.0	1.0
10156.6	137706.0	34.0
10156.12	106510.0	51.0
10156.2	102566.0	55.0
10156.35	83851.0	31.0
10156.7	172741.0	100.0
10156.2T5	129958.0	38.0
10156.3C3	92740.0	12.0
10156.20	118954.0	14.0
10156.18	74293.0	50.0
10156.CBFSNW3	99790.0	23.0
10156.E1.1	127541.0	1129.0
10156.T3.6	106185.0	882.0
10156.T3.3	111556.0	66.0
10156.CBFSNW2	140814.0	29.0
10156.2B3	83342.0	25.0
10156.3S4	47754.0	17.0
10156.2B1	98298.0	38.0
10156.152b	116898.0	412.0
10156.3C2	156187.0	41.0
10156.32	143268.0	112.0
10156.2B5	144681.0	83.0
10156.44.A	102073.0	132.0
10156.48	99791.0	4.0
10156.16	121821.0	28.0
10156.E1.2	242393.0	568.0
10156.4T1	121853.0	213.0
10156.3S1	45565.0	9.0
10156.NW1.A	96406.0	33.0
10156.4	123725.0	55.0
10156.T6.6	77520.0	683.0
10156.4C4	179273.0	147.0
10156.46	107446.0	49.0
10156.1S2	176226.0	66.0
10156.BCWL4.2	65857.0	25.0
10156.1C3.2	20114.0	5.0
10156.BCWL1.3	72840.0	123.0
10156.50	91321.0	171.0
10156.37	160886.0	15.0
10156.BCWL4.3	58329.0	16.0
10156.T2.4	133497.0	642.0
10156.4S4	153687.0	223.0
10156.BCWL2.1	56815.0	13.0
10156.BCWL4.1	118768.0	105.0
10156.41	88399.0	8.0
10156.BCWL5.1	115716.0	21.0
10156.3S2	118552.0	30.0
10156.N1.5	128115.0	1304.0
10156.3C4	124861.0	17.0
10156.4S3	89654.0	131.0
10156.11	142261.0	22.0
10156.1T2	150269.0	126.0
10156.19	110651.0	38.0
10156.N2.3	123206.0	157.0
10156.3S5	191077.0	27.0
10156.3B3	134640.0	9.0
10156.F1.2	101102.0	309.0
10156.1	136091.0	61.0
10156.3B1	174181.0	27.0
10156.2C2	174589.0	52.0
10156.31	143290.0	30.0
10156.1T1	40229.0	19.0
10156.4C2	79530.0	46.0
10156.F1.4	72341.0	80.0
10156.BCWL3.1	76751.0	29.0
10156.30	194940.0	9.0
10156.2T3	73194.0	15.0
10156.38	114607.0	18.0
10156.3T3	198518.0	29.0
10156.T6.1	166101.0	4919.0
10156.3C1	80736.0	31.0
10156.40	121571.0	26.0
10156.24	7408.0	2.0
10156.N2.2	150200.0	768.0
10156.N1.3	220802.0	19436.0
10156.29	148954.0	29.0
10156.43	58481.0	39.0
10156.4S1	209141.0	340.0
10156.23	103939.0	23.0
10156.N1.2	168431.0	9170.0
10156.T3.5	99081.0	37.0
10156.1B1	148733.0	43.0
10156.3T5	100595.0	19.0
10156.T6.3	118090.0	448.0
10156.T3.4	109292.0	139.0
10156.42	31621.0	2.0
10156.2T1	135596.0	124.0
10156.1S3.2	189964.0	82.0
10156.1B4	130082.0	38.0
10156.4T4	94925.0	86.0
10156.1T5	196730.0	61.0
10156.49	84780.0	32.0
10156.T6.5	56188.0	166.0
10156.2B2	87672.0	39.0
10156.5	77779.0	16.0
10156.E1.4	151138.0	435.0
10156.F1.1	139457.0	744.0
10156.8	70727.0	45.0
10156.F1.3	106234.0	143.0
10156.56.A	118939.0	6.0
10156.34	77129.0	3.0
10156.2C3	203320.0	82.0
10156.47	63844.0	21.0
10156.T3.2	118689.0	522.0
10156.T6.4	103997.0	1729.0
10156.53	129592.0	12.0
10156.BCWL1.2	48602.0	70.0
10156.36	52565.0	15.0
10156.13	177268.0	122.0
10156.NW4.A	116573.0	38.0
10156.10	103934.0	23.0
10156.1B3	181237.0	64.0
10156.4B2	198276.0	122.0
10156.39	110899.0	28.0
10156.4C3	127706.0	54.0
10156.T2.3	159584.0	3500.0
10156.NW2.A	51022.0	18.0
10156.T3.1	128055.0	712.0
10156.N2.4	112320.0	537.0
10156.4B5	199018.0	210.0
10156.F1.5	76147.0	136.0
10156.33	189008.0	2.0
10156.N2.1	126833.0	329.0
10156.N2.5	123105.0	266.0
10156.55	320263.0	16.0
10156.44	148112.0	165.0
10156.NW3.A	102052.0	42.0
10156.2S2	125066.0	31.0
10156.2T2	153508.0	83.0
10156.1S4	128213.0	108.0
10156.3	90493.0	103.0
10156.E1.5	96977.0	155.0
10156.4B1	83020.0	78.0
10156.3B2	90055.0	36.0
10156.T2.6	153470.0	77.0
10156.2S3	87179.0	49.0
10156.17	122657.0	40.0
10156.E1.3	136149.0	82.0
10156.3S3	71393.0	10.0
10156.56	144012.0	657.0
10156.15	114304.0	18.0
10156.3T1	116037.0	14.0
10156.3B5	120668.0	8.0
10156.3B4	80033.0	3.0
10156.T2.2	40313.0	168.0
10156.4T2	137266.0	239.0
10156.2C1	111095.0	97.0
10156.2B4	256860.0	133.0
10156.28	90348.0	26.0
10156.BCWL2.2	31711.0	99.0
10156.2S4	165914.0	52.0
10156.2C5	166686.0	38.0
10156.3T4	96879.0	15.0
10156.2S1	85277.0	50.0
10156.2C4	209890.0	57.0
10156.BCWL3.3	101251.0	31.0
10156.3T2	100565.0	36.0
10156.BCWL3.2	99494.0	24.0
10156.BCWL5.2	104467.0	14.0
10156.BCWL1.1	74942.0	61.0
10156.2S5	146438.0	41.0
10156.22	105853.0	69.0
10156.NW5.A	142386.0	43.0
10156.N1.1	92.0	2.0
10156.N1.4	143360.0	7601.0
10156.9	24649.0	3.0
10156.45	108913.0	171.0
10156.21	80700.0	4.0
10156.1C4	20099.0	21.0
10156.T6.2	126712.0	1490.0
10156.T2.5	141130.0	643.0
10156.BCWL2.3	56018.0	39.0
10156.54	172718.0	3.0
10156.BCWL5.3	163492.0	41.0
10156.52	144740.0	17.0
10156.14	6280.0	1.0
10156.2T4	93442.0	41.0
10156.1S1	130705.0	43.0
2192.H03a.Nose.1383.lane6.NoIndex.L006	15511.0	10.0
2192.H06b.Kitchen.Counter.3193.lane2.NoIndex.L002	95526.0	28.0
2192.H01a.Hand.184.lane2.NoIndex.L002	79236.0	74.0
2192.H02a.Bedroom.Floor.604.lane2.NoIndex.L002	70807.0	1.0
2192.H05b.Foot.2411.lane6.NoIndex.L006	83347.0	3.0
2192.H04a.Dog.Foot.2012.lane5.NoIndex.L005	62954.0	46.0
2192.H07b.Kitchen.Counter.3961.lane2.NoIndex.L002	83987.0	201.0
2192.H07b.Kitchen.Counter.4033.lane2.NoIndex.L002	97931.0	2.0
2192.H05b.Bedroom.Floor.2524.lane5.NoIndex.L005	58521.0	15.0
2192.H03a.Foot.1352.lane6.NoIndex.L006	79899.0	65.0
2192.H03a.Hand.1231.lane5.NoIndex.L005	63531.0	15.0
2192.H02a.Bathroom.Door.Knob.774.lane2.NoIndex.L002	93271.0	70.0
2192.H03a.Foot.1478.lane6.NoIndex.L006	79158.0	11.0
2192.H04a.Dog.Nose.1920.lane6.NoIndex.L006	82886.0	53.0
2192.H01a.Bathroom.Door.Knob.54.lane1.NoIndex.L001	59207.0	2.0
2192.H03a.Foot.1526.lane6.NoIndex.L006	76150.0	15.0
2192.H05b.Front.Door.Knob.2429.lane2.NoIndex.L002	109150.0	1.0
2192.H05b.Kitchen.Light.Switch.2811.lane6.NoIndex.L006	51772.0	1.0
2192.H01a.Bedroom.Floor.76.lane1.NoIndex.L001	138229.0	88.0
2192.H01a.Bathroom.Door.Knob.246.lane2.NoIndex.L002	38590.0	10.0
2192.H03a.Kitchen.Counter.1369.lane5.NoIndex.L005	93531.0	10.0
2192.H05b.Kitchen.Counter.2737.lane5.NoIndex.L005	78958.0	16.0
2192.H01a.Front.Door.Knob.29.lane1.NoIndex.L001	75582.0	27.0
2192.H05b.Foot.2891.lane5.NoIndex.L005	58032.0	20.0
2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001	58766.0	23.0
2192.H06b.Hand.3277.lane6.NoIndex.L006	78229.0	17.0
2192.H03a.Hand.1501.lane6.NoIndex.L006	72601.0	120.0
2192.H03a.Hand.1234.lane5.NoIndex.L005	64072.0	33.0
2192.H07b.Hand.4111.lane6.NoIndex.L006	65916.0	1.0
2192.H06b.Bedroom.Floor.3148.lane5.NoIndex.L005	65474.0	7.0
2192.H05b.Kitchen.Counter.2593.lane5.NoIndex.L005	84252.0	76.0
2192.H04a.Foot.2072.lane6.NoIndex.L006	87797.0	58.0
2192.H05b.Hand.2962.lane5.NoIndex.L005	68008.0	31.0
2192.H05b.Hand.2575.lane6.NoIndex.L006	49787.0	6.0
2192.H05b.Bathroom.Door.Knob.2958.lane1.NoIndex.L001	59194.0	12.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	6.0
2192.H07a.Cat.Fur.3782.lane6.NoIndex.L006	76240.0	48.0
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006	58209.0	21.0
2192.H05b.Hand.2554.lane6.NoIndex.L006	73648.0	34.0
2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005	75752.0	26.0
2192.H04a.Bathroom.Door.Knob.2046.lane2.NoIndex.L002	81565.0	145.0
2192.H01a.Kitchen.Counter.289.lane2.NoIndex.L002	60696.0	16.0
2192.H04a.Foot.2078.lane6.NoIndex.L006	70091.0	21.0
2192.H01a.Hand.205.lane2.NoIndex.L002	90515.0	2.0
2192.H01a.Front.Door.Knob.77.lane1.NoIndex.L001	115984.0	55.0
2192.H04a.Nose.2079.lane5.NoIndex.L005	90456.0	26.0
2192.H06b.Hand.3226.lane6.NoIndex.L006	65791.0	6.0
2192.H04a.Hand.1837.lane6.NoIndex.L006	87234.0	2.0
2192.H01a.Nose.63.lane6.NoIndex.L006	92971.0	217.0
2192.H04a.Nose.1809.lane6.NoIndex.L006	63414.0	5.0
2192.H06b.Bedroom.Floor.3124.lane5.NoIndex.L005	63110.0	9.0
2192.H01a.Foot.230.lane2.NoIndex.L002	78732.0	23.0
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	46.0
2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005	93080.0	56.0
2192.H05b.Hand.2479.lane6.NoIndex.L006	61397.0	7.0
2192.H05b.Foot.2648.lane5.NoIndex.L005	55486.0	42.0
2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002	89474.0	30.0
2192.H07a.Nose.3660.lane6.NoIndex.L006	80229.0	158.0
2192.H05b.Foot.2987.lane5.NoIndex.L005	66212.0	8.0
2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001	84213.0	13.0
2192.H03a.Bathroom.Door.Knob.1470.lane5.NoIndex.L005	55883.0	2.0
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	24.0
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	88515.0	21.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	80.0
2192.H04a.Hand.1957.lane6.NoIndex.L006	65707.0	34.0
2192.H01a.Hand.10.lane1.NoIndex.L001	113060.0	12.0
2192.H02a.Kitchen.Counter.889.lane2.NoIndex.L002	68275.0	26.0
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	22.0
2192.H05b.Foot.2504.lane6.NoIndex.L006	69545.0	1.0
2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001	102548.0	14.0
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002	56538.0	44.0
2192.H06a.Foot.3014.lane5.NoIndex.L005	61633.0	18.0
2192.H05b.Hand.2551.lane6.NoIndex.L006	60008.0	45.0
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	48.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	4.0
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002	70527.0	1.0
2192.H06b.Foot.3056.lane5.NoIndex.L005	63374.0	1.0
2192.H05b.Hand.2914.lane5.NoIndex.L005	61031.0	1.0
2192.H07b.Bathroom.Door.Knob.4038.lane2.NoIndex.L002	97742.0	110.0
2192.H01a.Hand.13.lane1.NoIndex.L001	91019.0	1.0
2192.H06b.Nose.3276.lane6.NoIndex.L006	71408.0	28.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	83.0
2192.H05b.Bedroom.Floor.2932.lane1.NoIndex.L001	78872.0	85.0
2192.H07b.Front.Door.Knob.3965.lane2.NoIndex.L002	75638.0	2.0
2192.H04a.Foot.2003.lane6.NoIndex.L006	87969.0	16.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	2.0
2192.H06b.Hand.3301.lane6.NoIndex.L006	60984.0	25.0
2192.H03a.Nose.1332.lane6.NoIndex.L006	58008.0	95.0
2192.H06b.Foot.3227.lane6.NoIndex.L006	63041.0	2.0
2192.H04a.Dog.Foot.2108.lane6.NoIndex.L006	75295.0	22.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	54.0
2192.H01a.Hand.298.lane2.NoIndex.L002	81143.0	5.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	5.0
2192.H05b.Front.Door.Knob.2909.lane1.NoIndex.L001	70515.0	19.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	26.0
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	13.0
2192.H02a.Kitchen.Light.Switch.915.lane2.NoIndex.L002	46689.0	2.0
2192.H01a.Foot.104.lane2.NoIndex.L002	90715.0	1.0
2192.H03a.Foot.1379.lane6.NoIndex.L006	89584.0	13.0
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	38.0
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	76593.0	154.0
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006	47208.0	14.0
2192.H06b.Foot.3179.lane5.NoIndex.L005	81632.0	2.0
2192.H05b.Front.Door.Knob.2501.lane5.NoIndex.L005	56192.0	11.0
2192.H06b.Hand.3085.lane5.NoIndex.L005	44601.0	18.0
2192.H01a.Nose.225.lane6.NoIndex.L006	51333.0	3.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	46.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	126.0
2192.H01a.Hand.109.lane2.NoIndex.L002	86632.0	13.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	4.0
2192.H01a.Nose.42.lane6.NoIndex.L006	79179.0	25.0
2192.H02a.Front.Door.Knob.821.lane2.NoIndex.L002	59012.0	32.0
2192.H06b.Kitchen.Light.Switch.3219.lane2.NoIndex.L002	87979.0	9.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	20.0
