	N	N_genus
10346.110	35845.0	1.0
10346.TV11.7.12	58317.0	11.0
10346.PO10.5.18.1181613	63040.0	75.0
10346.P12x74	44948.0	9.0
10346.TW10.4.II	46468.0	1.0
10346.77	18876.0	3.0
10346.TO10.12.19	40682.0	2.0
10346.TO11.3.22	29246.0	22.0
10346.ZA.40	15951.0	2.0
10346.CCBH.3	57046.0	72.0
10346.TW11.1.I	31926.0	2.0
10346.AF11.6.9	53701.0	2.0
10346.ALG12.112	18118.0	32.0
10346.SS.7.1	27625.0	8.0
10346.TW10.3.I	59558.0	1.0
10346.29.V.04.1.006	57056.0	13.0
10346.Webster.3.F7.255	35934.0	21.0
10346.CL302	15608.0	599.0
10346.SWBHSS2	66597.0	2.0
10346.CL51	49102.0	204.0
10346.AW11.1.III	23661.0	1.0
10346.SI06.66	30039.0	4.0
10346.Webster.2.C1.119	67162.0	15.0
10346.TV10.8.7	62135.0	5.0
10346.Webster.3.F6.254	42383.0	1.0
10346.5.11.143I	27933.0	1.0
10346.TV10.6.12	45558.0	1.0
10346.BCH3H2O	63328.0	1.0
10346.Webster.1.E5.53	63982.0	1.0
10346.SS.9.1	111793.0	1.0
10346.Webster.3.E4.240	46323.0	1.0
10346.TV11.1.2	64774.0	19.0
10346.TV10.12.7	66898.0	4.0
10346.Webster.1.B2.14	17477.0	12.0
10346.Webster.3.B3.203	35952.0	1.0
10346.P12x25	38047.0	1.0
10346.SH31SED	40280.0	59.0
10346.125	35472.0	1.0
10346.CL13	18560.0	25.0
10346.SS.11.1	58035.0	5.0
10346.Webster.3.H9.281	134215.0	2.0
10346.10	58975.0	1.0
10346.TV10.3.7	36196.0	1.0
10346.CL242	12440.0	194.0
10346.BCH33SED	22925.0	15.0
10346.TV10.4.7	67217.0	3.0
10346.ALG12.105	59659.0	2.0
10346.74	30750.0	3.0
10346.TO11.2.19	46602.0	1.0
10346.AW10.8.III	46340.0	1.0
10346.IF2.4	13866.0	1.0
10346.SH12SED	62759.0	106.0
10346.TV10.11.2	55742.0	2.0
10346.Webster.2.D4.133	81428.0	2.0
10346.P12x130	22242.0	4.0
10346.TO11.3.7	43694.0	5.0
10346.BH1.gDNA	50855.0	2.0
10346.P12x80	39964.0	5.0
10346.73	40321.0	4.0
10346.SS.27.1	16828.0	32.0
10346.CL52	31362.0	999.0
10346.Webster.4.F7.349	73702.0	1.0
10346.CCBH.2	42917.0	12.0
10346.TO11.4.19	41466.0	2.0
10346.SWBHPK3	40130.0	1.0
10346.TO10.7.22	41627.0	11.0
10346.Webster.5.B11.399	36736.0	1.0
10346.ZA.48	65279.0	1.0
10346.ALG12.1	66301.0	94.0
10346.Webster.5.C3.403	162831.0	2.0
10346.TW10.9.II	49921.0	1.0
10346.AW10.5.I	42838.0	3.0
10346.97	46314.0	8.0
10346.Webster.5.B7.395	16337.0	15.0
10346.BCH31SED	56439.0	62.0
10346.GC.4.5	5660.0	2.0
10346.CCSA.1	44655.0	27.0
10346.BCD21SED	28059.0	107.0
10346.SS.31.1	56886.0	3.0
10346.CL293	76397.0	210.0
10346.CL251	19331.0	232.0
10346.20	35453.0	3.0
10346.Webster.3.B9.209	101110.0	59.0
10346.ALG12.113	7705.0	301.0
10346.P12x119	42710.0	5.0
10346.IF2.28	53189.0	1.0
10346.TV11.8.12	49445.0	4.0
10346.27	104455.0	1.0
10346.SD31SED	50915.0	91.0
10346.IO5.13	45624.0	26.0
10346.SWBHSS1	65908.0	1.0
10346.IF5.27	47287.0	1.0
10346.TO10.11.19	47150.0	2.0
10346.SWPRD1	71601.0	1.0
10346.128	39540.0	12.0
10346.TV11.4.12	26374.0	2.0
10346.P12x13	38427.0	1.0
10346.SS.8.2	78252.0	1.0
10346.SW.234	1754.0	2.0
10346.3	45405.0	1.0
10346.SWBHMPV1	68380.0	2.0
10346.TO11.8.22	32271.0	87.0
10346.SW.31	24798.0	15.0
10346.38	58203.0	5.0
10346.SD21SED	8036.0	6.0
10346.AW10.10.III	43321.0	1.0
10346.Webster.3.E5.241	61550.0	6.0
10346.CL24	15371.0	195.0
10346.Webster.5.B9.397	29870.0	1.0
10346.Webster.5.A9.385	51358.0	4.0
10346.SD23SED	64832.0	338.0
10346.PO10.5.1.1181804	47427.0	5.0
10346.20.X.00.1.015	30785.0	1.0
10346.CL301	39115.0	394.0
10346.SS.15.1	46336.0	1.0
10346.Webster.3.B5.205	53852.0	8.0
10346.SH3H2O	63042.0	2.0
10346.SW.60	26823.0	3.0
10346.TV10.7.7	66857.0	1.0
10346.5.11.Soil	24615.0	105.0
10346.Webster.3.C3.215	53169.0	1.0
10346.100	29427.0	7.0
10346.TW10.10.I	64334.0	1.0
10346.32	18623.0	1.0
10346.IO5.14	57299.0	1.0
10346.SS.11.2	79747.0	8.0
10346.31	56954.0	1.0
10346.Webster.3.A9.197	122600.0	1.0
10346.113	37001.0	3.0
10346.CL183	17144.0	418.0
10346.TV10.9.7	53566.0	9.0
10346.Webster.1.E1.49	41312.0	20.0
10346.SS.27.3	28535.0	3.0
10346.23	51528.0	11.0
10346.Webster.4.B8.302	93769.0	2028.0
10346.TV10.10.12	66687.0	11.0
10346.Webster.1.F9.69	107241.0	1.0
10346.Webster.3.F10.258	79723.0	1.0
10346.Webster.3.F4.252	56070.0	1.0
10346.N32.12.6.10.DC	48673.0	1.0
10346.AW10.3.I	44971.0	1.0
10346.Webster.5.A11.387	38661.0	62.0
10346.99	34320.0	4.0
10346.5.11.120H	48848.0	1.0
10346.Webster.2.H5.182	119603.0	1.0
10346.Webster.4.B6.300	56330.0	17.0
10346.BCH2H2O	58224.0	15.0
10346.ZA.46	28615.0	1.0
10346.Webster.3.H8.280	138958.0	2.0
10346.IO2.14	46054.0	3.0
10346.78	31830.0	2.0
10346.P20	18433.0	63.0
10346.Webster.4.G9.363	52906.0	1.0
10346.SS.7.2	26263.0	19.0
10346.TO10.10.7	52426.0	3.0
10346.ZA.17	46294.0	1.0
10346.CL236	18263.0	35.0
10346.TO11.2.7	58287.0	1.0
10346.AF10.11.9	53954.0	2.0
10346.IF5.3	31204.0	2.0
10346.TV10.11.7	68419.0	4.0
10346.ALG12.95	56678.0	29.0
10346.Webster.4.H6.372	36370.0	1.0
10346.5.29.Soil	67355.0	282.0
10346.Webster.3.C9.221	114647.0	17.0
10346.PO10.5.7.1182439	37446.0	36.0
10346.TO10.11.22	51852.0	30.0
10346.GC.4.2	5509.0	7.0
10346.Webster.5.A10.386	29671.0	100.0
10346.TV10.5.2	70116.0	1.0
10346.Webster.4.H10.376	36926.0	2.0
10346.CCBH.1	57420.0	137.0
10346.IO2.13	57164.0	55.0
10346.76	28487.0	61.0
10346.Webster.4.B7.301	140259.0	30.0
10346.SW.38	23589.0	9.0
10346.IO5.2	42637.0	90.0
10346.CL234	16660.0	624.0
10346.CL356	27040.0	45.0
10346.25.V.04.2.002	29627.0	16.0
10346.ALG12.103	14235.0	96.0
10346.CL352	7683.0	39.0
10346.Webster.2.H8.185	71478.0	4.0
10346.SI06.81	47905.0	26.0
10346.86	44971.0	1.0
10346.AW10.7.II	30464.0	1.0
10346.SS.11.3	44652.0	66.0
10346.GC.4.4	6332.0	3.0
10346.IO2.24	53466.0	1.0
10346.SH32SED	12472.0	5.0
10346.Webster.3.H10.282	111232.0	3.0
10346.CL420	10594.0	44.0
10346.56	44296.0	2.0
10346.AF11.3.9	34567.0	2.0
10346.SS.14.1	71633.0	4.0
10346.BCD13SED	33996.0	101.0
10346.Webster.3.G3.263	29105.0	3.0
10346.IF5.36	71611.0	1.0
10346.IO5.24	58904.0	9.0
10346.P12x132	6098.0	6.0
10346.IF2.3	32824.0	3.0
10346.CL12	10136.0	23.0
10346.TV11.3.2	52298.0	2.0
10346.TO10.6.22	44693.0	9.0
10346.SD12SED	50414.0	124.0
10346.Webster.3.C2.214	20523.0	1.0
10346.Webster.2.H6.183	121732.0	12.0
10346.101	36557.0	2.0
10346.N31.3.17.11.DC	67985.0	1.0
10346.IF2.7	53246.0	1.0
10346.SS.2.2	23092.0	1.0
10346.P12x143	41414.0	27.0
10346.Webster.5.B5.393	25485.0	4.0
10346.IO5.25	29546.0	1.0
10346.CCSA.2	46493.0	40.0
10346.67	41737.0	2.0
10346.ALG12.94	46531.0	9.0
10346.ZA.47	42324.0	1.0
10346.SS.18.2	29775.0	17.0
10346.ALG12.115	6781.0	230.0
10346.SS.27.2	26080.0	182.0
10346.TV11.2.12	72009.0	51.0
10346.PO10.3.18.1181336	68713.0	52.0
10346.IO5.35	51382.0	1.0
10346.TW10.3.III	60771.0	1.0
10346.Webster.3.C11.223	41949.0	2.0
10346.Webster.5.A5.381	9477.0	57.0
10346.SS.18.3	32233.0	5.0
10346.SWSA.1	56354.0	1.0
10346.TO10.8.22	54564.0	28.0
10346.TW11.4.II	34686.0	2.0
10346.700.1181449	54169.0	1.0
10346.Webster.3.E9.245	131378.0	7.0
10346.Webster.3.B6.206	41398.0	3.0
10346.BCD22SED	33824.0	89.0
10346.Webster.5.E5.429	158643.0	1.0
10346.IO5.21	37949.0	4.0
10346.Webster.3.B7.207	53342.0	7.0
10346.5.11.6D	39471.0	1.0
10346.BCH21SED	66132.0	129.0
10346.IF2.21	40351.0	1.0
10346.IO2.25	51704.0	1.0
10346.AF10.9.9	44965.0	5.0
10346.121	55740.0	1.0
10346.Webster.1.B5.17	53209.0	5.0
10346.93	36737.0	2.0
10346.CL265	26140.0	379.0
10346.Webster.3.D11.235	36260.0	1.0
10346.SI06.27	13143.0	1.0
10346.Webster.3.G2.262	58176.0	11.0
10346.TO10.12.7	57215.0	3.0
10346.28	50591.0	3.0
10346.19	59074.0	9.0
10346.Webster.4.F9.351	59007.0	1.0
10346.TV11.5.12	55222.0	4.0
10346.Webster.3.A8.196	50602.0	1.0
10346.TV11.7.2	82061.0	2.0
10346.SH13SED	69365.0	145.0
10346.IO5.33	47003.0	5.0
10346.ALG12.98	22068.0	12.0
10346.CL300	34685.0	76.0
10346.6	117905.0	42.0
10346.17	77433.0	18.0
10346.TV10.12.12	77886.0	4.0
10346.Webster.3.E12.248	32858.0	1.0
10346.CCSA.3	41108.0	251.0
10346.TO11.5.7	50828.0	11.0
10346.Webster.3.G6.266	37267.0	3.0
10346.Webster.4.C11.317	42647.0	1137.0
10346.P10X53	60813.0	89.0
10346.CL50	43778.0	121.0
10346.TO11.4.7	53816.0	62.0
10346.ALG12.97	54365.0	13.0
10346.54	5224.0	38.0
10346.ALG12.91	48076.0	7.0
10346.BCD23SED	48568.0	95.0
10346.TO11.1.7	34256.0	9.0
10346.IF5.4	59479.0	3.0
10346.50	84194.0	8.0
10346.BR10C.Jan	31592.0	1.0
10346.SS.19.1	35328.0	1.0
10346.Webster.3.E1.237	54605.0	47.0
10346.ALG12.99	45617.0	1.0
10346.BCH32SED	31734.0	39.0
10346.TV10.6.7	50323.0	1.0
10346.21	132910.0	10.0
10346.BCD31SED	32857.0	53.0
10346.Webster.2.A4.98	71973.0	8.0
10346.Webster.5.A6.382	40146.0	1038.0
10346.14.VI.05.2.009	43654.0	31.0
10346.SI06.53	57692.0	1.0
10346.Cl178	21112.0	700.0
10346.TV11.2.2	63365.0	8.0
10346.Webster.3.B4.204	65840.0	14.0
10346.P12x105	31336.0	1.0
10346.GC.4.3	5122.0	7.0
10346.TW11.2.III	43112.0	1.0
10346.Webster.1.C7.31	56497.0	2.0
10346.TV10.10.2	39408.0	1.0
10346.TV10.12.2	69955.0	10.0
10346.ALG12.108	29066.0	80.0
10346.48	74390.0	9.0
10346.IO5.8	56212.0	10.0
10346.IO2.18	55382.0	2.0
10346.CL299	11010.0	4.0
10346.Webster.5.D7.419	23955.0	1.0
10346.IO2.35	47553.0	89.0
10346.SD13SED	37692.0	170.0
10346.Webster.3.E6.242	41229.0	1.0
10346.ALG12.100	54151.0	4.0
10346.SW.30	18677.0	19.0
10346.Webster.3.C1.213	86708.0	7.0
10346.TV11.6.7	70776.0	1.0
10346.TO10.9.7	53040.0	7.0
10346.SS.7.3	54374.0	41.0
10346.SS.22.2	82857.0	2.0
10346.SWMX1.1	42674.0	1.0
10346.Webster.4.H8.374	58858.0	3.0
10346.Webster.3.B1.201	62077.0	8.0
10346.TV10.7.12	66599.0	79.0
10346.SS.31.2	55068.0	1.0
10346.SS.29.1	37160.0	1.0
10346.Webster.4.D9.327	59311.0	66.0
10346.TV10.6.2	51853.0	1.0
10346.P12x75	43650.0	18.0
10346.Webster.2.C10.127	66085.0	2.0
10346.TV10.7.2	68971.0	28.0
10346.Webster.5.A12.388	22628.0	20.0
10346.AW10.3.II	55030.0	1.0
10346.ALG12.111	7799.0	97.0
10346.BCH11SED	51621.0	101.0
10346.Webster.5.B6.394	31192.0	97.0
10346.CL43	15998.0	20.0
10346.SS.10.2	35880.0	2.0
10346.Webster.3.G11.271	76077.0	2.0
10346.Webster.4.F12.354	128944.0	1.0
10346.TV10.9.12	59634.0	4.0
10346.Webster.4.A3.285	38166.0	11.0
10346.Webster.3.G10.270	95945.0	1.0
10346.SS.14.3	70686.0	1.0
10346.BCH13SED	82169.0	162.0
10346.Webster.3.F5.253	87261.0	1.0
10346.TO11.5.22	96136.0	28.0
10346.Webster.3.E7.243	42371.0	1.0
10346.SWBHMPV3	65237.0	1.0
10346.IO5.18	52715.0	8.0
10346.Cl179	18353.0	396.0
10346.CL42	29664.0	1136.0
10346.TW10.9.III	65723.0	1.0
10346.BCD11SED	39915.0	83.0
10346.Webster.4.A5.287	70233.0	1.0
10346.TV11.1.12	72451.0	17.0
10346.SW.241	39542.0	31.0
10346.Webster.3.C5.217	62785.0	1.0
10346.Webster.3.G12.272	30969.0	11.0
10346.AF10.12.7	17.0	1.0
10346.TW10.11.II	50932.0	2.0
10346.TV10.3.2	32700.0	8.0
10346.Webster.1.E8.56	82693.0	15.0
10346.49	43832.0	9.0
10346.SH22SED	45338.0	72.0
10346.SS.3.3	31073.0	1.0
10346.TV11.7.7	66740.0	79.0
10346.SD11SED	46495.0	168.0
10346.CL264	5733.0	6.0
10346.45	16088.0	1.0
10346.SH33SED	40320.0	59.0
10346.30	59989.0	1.0
10346.TV11.8.7	62624.0	7.0
10346.TO10.9.19	47992.0	4.0
10346.Webster.5.A3.379	20336.0	1.0
10346.Webster.4.C8.314	82730.0	32.0
10346.ALG12.2	58659.0	62.0
10346.P12x122	35118.0	5.0
10346.ALG12.114	24388.0	178.0
10346.25	35757.0	12.0
10346.BCD12SED	56132.0	100.0
10346.12	47616.0	1.0
10346.Webster.3.E3.239	39663.0	1.0
10346.105	42927.0	5.0
10346.BCD33SED	64073.0	112.0
10346.GC.4.1	5101.0	4.0
10346.PO10.3.7.1181810	51668.0	135.0
10346.5	36456.0	14.0
10346.CL23	15942.0	9.0
10346.5.11.143H	10078.0	4.0
10346.SWPRD3	66419.0	29.0
10346.GC.2.5	56161.0	1.0
10346.64	34881.0	6.0
10346.SH23SED	44888.0	40.0
10346.Webster.3.G5.265	72885.0	1.0
10346.Webster.2.C2.120	47652.0	1.0
10346.SS.22.1	52406.0	2.0
10346.Webster.3.E8.244	45507.0	1.0
10346.Webster.3.H5.277	63553.0	12.0
10346.44	66658.0	2.0
10346.CL53	64885.0	84.0
10346.122	45888.0	1.0
10346.CL456	16587.0	5.0
10346.SD22SED	70528.0	100.0
10346.Webster.5.A4.380	25070.0	4.0
10346.16	99715.0	49.0
10346.126	42136.0	1.0
10346.24	52551.0	3.0
10346.TO10.10.19	66224.0	2.0
10346.Webster.4.A4.286	82147.0	4.0
10346.BCH12SED	15022.0	20.0
10346.TV10.4.12	66338.0	15.0
10346.26	38863.0	2.0
10346.15	70430.0	5.0
10346.TO10.9.22	38288.0	10.0
10346.PO10.4.7.1181695	37826.0	19.0
10346.SH21SED	11343.0	15.0
10346.Webster.5.B1.389	7194.0	3.0
10346.Webster.4.G8.362	60375.0	2.0
10346.Webster.1.G7.79	37519.0	3.0
10346.P31	26589.0	8.0
10346.AW10.10.II	35819.0	2.0
10346.TO10.10.22	40654.0	23.0
10346.TW10.11.III	58625.0	2.0
10346.TW11.2.I	47441.0	1.0
10346.Webster.3.D4.228	51531.0	1.0
10346.SH11SED	64964.0	191.0
10346.TW10.12.III	22216.0	1.0
10346.21.X.03.3.002	32485.0	2.0
10346.Webster.4.C10.316	25.0	1.0
10346.Webster.3.B8.208	57927.0	10.0
10346.Webster.4.G7.361	68847.0	3.0
10346.Webster.4.A10.292	44260.0	3.0
10346.TV10.4.2	61182.0	2.0
10346.CL303	21238.0	115.0
10346.4.VI.93.4.001	32048.0	1.0
10346.TV10.11.12	63715.0	5.0
10346.13	48679.0	66.0
10346.Webster.2.A2.96	16635.0	9.0
10346.ALG12.107	24025.0	23.0
10346.18	51633.0	3.0
10346.TW11.1.III	36691.0	1.0
10346.ZA.42	2599.0	1.0
10346.IO5.1	51952.0	19.0
10346.28.V.04.3.002	4632.0	1.0
10156.7	172741.0	4.0
10156.2T5	129958.0	1.0
10156.3C3	92740.0	1.0
10156.CBFSNW3	99790.0	1.0
10156.T3.6	106185.0	1.0
10156.152b	116898.0	1.0
10156.3C2	156187.0	2.0
10156.2B5	144681.0	1.0
10156.48	99791.0	1.0
10156.4	123725.0	1.0
10156.1S2	176226.0	7.0
10156.41	88399.0	1.0
10156.3S2	118552.0	2.0
10156.3C4	124861.0	2.0
10156.1T2	150269.0	2.0
10156.19	110651.0	1.0
10156.3S5	191077.0	4.0
10156.3B3	134640.0	1.0
10156.F1.2	101102.0	1.0
10156.31	143290.0	1.0
10156.30	194940.0	2.0
10156.3T3	198518.0	3.0
10156.40	121571.0	1.0
10156.27	2759.0	1.0
10156.23	103939.0	1.0
10156.N1.2	168431.0	4.0
10156.2T1	135596.0	2.0
10156.1S3.2	189964.0	1.0
10156.1T5	196730.0	4.0
10156.5	77779.0	1.0
10156.F1.1	139457.0	1.0
10156.2C3	203320.0	1.0
10156.T6.4	103997.0	1.0
10156.36	52565.0	16.0
10156.13	177268.0	1.0
10156.10	103934.0	1.0
10156.1B3	181237.0	2.0
10156.T3.1	128055.0	1.0
10156.F1.5	76147.0	1.0
10156.33	189008.0	2.0
10156.55	320263.0	1.0
10156.44	148112.0	2.0
10156.2S2	125066.0	1.0
10156.4B1	83020.0	1.0
10156.17	122657.0	1.0
10156.E1.3	136149.0	1.0
10156.3S3	71393.0	12.0
10156.56	144012.0	1.0
10156.3T1	116037.0	1.0
10156.3B5	120668.0	1.0
10156.3B4	80033.0	3.0
10156.T2.2	40313.0	1.0
10156.2C1	111095.0	3.0
10156.2B4	256860.0	8.0
10156.2C5	166686.0	3.0
10156.3T4	96879.0	4.0
10156.2S1	85277.0	1.0
10156.2C4	209890.0	12.0
10156.21	80700.0	1.0
10156.1C4	20099.0	1.0
10156.52	144740.0	2.0
10156.1S1	130705.0	2.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	2.0
2192.H05b.Foot.2987.lane5.NoIndex.L005	66212.0	3.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	1.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	2.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	5.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	1.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	5.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	1.0
2192.H02a.Front.Door.Knob.821.lane2.NoIndex.L002	59012.0	5.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	2.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	2.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	2.0
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	3.0
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	2.0
2192.H01a.Front.Door.Knob.245.lane2.NoIndex.L002	51193.0	2.0
2192.H06b.Foot.3248.lane6.NoIndex.L006	71981.0	5.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	4.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	1.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	2.0
2192.H06b.Hand.3175.lane5.NoIndex.L005	72196.0	1.0
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	1.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	2.0
2192.H01a.Kitchen.Floor.74.lane1.NoIndex.L001	103930.0	12.0
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	2.0
2192.H05b.Foot.2795.lane5.NoIndex.L005	67905.0	1.0
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	2.0
2192.H05b.Foot.2480.lane6.NoIndex.L006	81374.0	11.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	2.0
2192.H02a.Kitchen.Floor.770.lane2.NoIndex.L002	72015.0	3.0
2192.H05b.Foot.2819.lane5.NoIndex.L005	67810.0	2.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	9.0
2192.H07b.Kitchen.Counter.3985.lane2.NoIndex.L002	86884.0	5.0
2192.H07b.Foot.4043.lane6.NoIndex.L006	63914.0	1.0
2192.H03a.Kitchen.Floor.1370.lane5.NoIndex.L005	92184.0	3.0
2192.H01a.Kitchen.Light.Switch.219.lane2.NoIndex.L002	52608.0	2.0
2192.H06b.Hand.3127.lane5.NoIndex.L005	65319.0	1.0
2192.H03a.Bathroom.Door.Knob.1398.lane5.NoIndex.L005	95318.0	1.0
2192.H02a.Foot.824.lane2.NoIndex.L002	75276.0	10.0
2192.H01a.Kitchen.Floor.218.lane2.NoIndex.L002	57861.0	1.0
2192.H03a.Foot.1448.lane6.NoIndex.L006	60720.0	1.0
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	112084.0	3.0
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	1.0
2192.H01a.Hand.58.lane1.NoIndex.L001	98551.0	15.0
2192.H07b.Foot.4088.lane6.NoIndex.L006	59122.0	16.0
2192.H06b.Hand.3229.lane6.NoIndex.L006	62152.0	12.0
2192.H05b.Foot.2867.lane5.NoIndex.L005	76831.0	4.0
2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005	128484.0	2.0
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	107223.0	6.0
2192.H04a.Nose.1929.lane6.NoIndex.L006	65866.0	4.0
2192.H03a.Foot.1310.lane6.NoIndex.L006	77022.0	1.0
2192.H01a.Kitchen.Floor.50.lane1.NoIndex.L001	82103.0	3.0
2192.H01a.Nose.300.lane6.NoIndex.L006	50292.0	3.0
2192.H02a.Kitchen.Light.Switch.819.lane2.NoIndex.L002	60911.0	1.0
2192.H04a.Nose.1815.lane6.NoIndex.L006	32342.0	1.0
2192.H01a.Nose.249.lane6.NoIndex.L006	64249.0	2.0
2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005	89571.0	1.0
2192.H03a.Kitchen.Counter.1249.lane5.NoIndex.L005	97877.0	2.0
2192.H06b.Foot.3080.lane5.NoIndex.L005	52494.0	6.0
2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005	156052.0	8.0
2192.H06b.Foot.3176.lane5.NoIndex.L005	78068.0	3.0
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	96212.0	1.0
2192.H03a.Front.Door.Knob.1373.lane5.NoIndex.L005	96261.0	2.0
2192.H02a.Hand.775.lane2.NoIndex.L002	107677.0	7.0
2192.H04a.Nose.1857.lane6.NoIndex.L006	80588.0	2.0
2192.H03a.Kitchen.Floor.1418.lane5.NoIndex.L005	116700.0	2.0
2192.H03a.Bedroom.Floor.1228.lane5.NoIndex.L005	99366.0	3.0
2192.H03a.Kitchen.Floor.1250.lane5.NoIndex.L005	133181.0	5.0
2192.H03a.Kitchen.Floor.1394.lane5.NoIndex.L005	141370.0	2.0
2192.H01a.Kitchen.Floor.146.lane1.NoIndex.L001	96783.0	2.0
2192.H05b.Hand.2863.lane5.NoIndex.L005	67405.0	4.0
2192.H03a.Kitchen.Counter.1297.lane5.NoIndex.L005	89387.0	1.0
2192.H03a.Kitchen.Counter.1393.lane5.NoIndex.L005	118966.0	2.0
2192.H03a.Bathroom.Door.Knob.1422.lane5.NoIndex.L005	103339.0	1.0
2192.H06b.Hand.3247.lane6.NoIndex.L006	73092.0	1.0
2192.H06b.Hand.3181.lane6.NoIndex.L006	67041.0	2.0
2192.H05b.Hand.2959.lane5.NoIndex.L005	75741.0	2.0
2192.H07b.Kitchen.Counter.4009.lane2.NoIndex.L002	96490.0	7.0
2192.H05b.Foot.2627.lane5.NoIndex.L005	57963.0	7.0
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	197318.0	3.0
2192.H05b.Hand.2842.lane5.NoIndex.L005	64615.0	1.0
2192.H03a.Nose.1425.lane6.NoIndex.L006	78743.0	1.0
2192.H04a.Nose.1908.lane6.NoIndex.L006	86628.0	3.0
2192.H01a.Front.Door.Knob.101.lane1.NoIndex.L001	120400.0	7.0
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	93638.0	1.0
2192.H03a.Kitchen.Counter.1321.lane5.NoIndex.L005	89387.0	4.0
2192.H06b.Front.Door.Knob.3173.lane2.NoIndex.L002	101461.0	6.0
2192.H03a.Kitchen.Light.Switch.1419.lane5.NoIndex.L005	111983.0	4.0
2192.H02a.Hand.919.lane5.NoIndex.L005	72004.0	1.0
