	N	N_genus
10156.52	144740.0	4.0
10156.2T4	93442.0	4.0
10156.1S1	130705.0	4.0
2192.H03a.Nose.1383.lane6.NoIndex.L006	15511.0	9.0
2192.H06b.Kitchen.Counter.3193.lane2.NoIndex.L002	95526.0	10.0
2192.H04a.Dog.Foot.2012.lane5.NoIndex.L005	62954.0	4.0
2192.H07b.Kitchen.Counter.3961.lane2.NoIndex.L002	83987.0	30.0
2192.H07b.Kitchen.Counter.4033.lane2.NoIndex.L002	97931.0	1.0
2192.H03a.Foot.1352.lane6.NoIndex.L006	79899.0	17.0
2192.H03a.Foot.1478.lane6.NoIndex.L006	79158.0	1.0
2192.H03a.Foot.1526.lane6.NoIndex.L006	76150.0	1.0
2192.H05b.Front.Door.Knob.2429.lane2.NoIndex.L002	109150.0	7.0
2192.H01a.Bedroom.Floor.76.lane1.NoIndex.L001	138229.0	23.0
2192.H01a.Bathroom.Door.Knob.246.lane2.NoIndex.L002	38590.0	2.0
2192.H03a.Kitchen.Counter.1369.lane5.NoIndex.L005	93531.0	6.0
2192.H05b.Kitchen.Counter.2737.lane5.NoIndex.L005	78958.0	1.0
2192.H01a.Front.Door.Knob.29.lane1.NoIndex.L001	75582.0	6.0
2192.H06b.Hand.3277.lane6.NoIndex.L006	78229.0	16.0
2192.H03a.Hand.1501.lane6.NoIndex.L006	72601.0	2.0
2192.H06b.Bedroom.Floor.3148.lane5.NoIndex.L005	65474.0	2.0
2192.H05b.Kitchen.Counter.2593.lane5.NoIndex.L005	84252.0	19.0
2192.H04a.Foot.2072.lane6.NoIndex.L006	87797.0	9.0
2192.H05b.Hand.2575.lane6.NoIndex.L006	49787.0	2.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	2.0
2192.H07a.Cat.Fur.3782.lane6.NoIndex.L006	76240.0	2.0
2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005	75752.0	1.0
2192.H01a.Kitchen.Counter.289.lane2.NoIndex.L002	60696.0	1.0
2192.H04a.Foot.2078.lane6.NoIndex.L006	70091.0	2.0
2192.H01a.Hand.205.lane2.NoIndex.L002	90515.0	2.0
2192.H01a.Front.Door.Knob.77.lane1.NoIndex.L001	115984.0	2.0
2192.H04a.Nose.2079.lane5.NoIndex.L005	90456.0	3.0
2192.H06b.Hand.3226.lane6.NoIndex.L006	65791.0	4.0
2192.H04a.Hand.1837.lane6.NoIndex.L006	87234.0	1.0
2192.H01a.Nose.63.lane6.NoIndex.L006	92971.0	267.0
2192.H04a.Nose.1809.lane6.NoIndex.L006	63414.0	5.0
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	30.0
2192.H03a.Kitchen.Counter.1513.lane5.NoIndex.L005	113173.0	235.0
2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005	93080.0	5.0
2192.H05b.Foot.2648.lane5.NoIndex.L005	55486.0	2.0
2192.H07a.Nose.3660.lane6.NoIndex.L006	80229.0	2.0
2192.H05b.Foot.2987.lane5.NoIndex.L005	66212.0	6.0
2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001	84213.0	2.0
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	88515.0	1.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	46.0
2192.H02a.Kitchen.Counter.889.lane2.NoIndex.L002	68275.0	5.0
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	8.0
2192.H07a.Foot.3632.lane6.NoIndex.L006	87145.0	1.0
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002	56538.0	12.0
2192.H06a.Foot.3014.lane5.NoIndex.L005	61633.0	11.0
2192.H05b.Hand.2551.lane6.NoIndex.L006	60008.0	10.0
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	6.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	3.0
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002	70527.0	2.0
2192.H07b.Bathroom.Door.Knob.4038.lane2.NoIndex.L002	97742.0	2.0
2192.H01a.Hand.13.lane1.NoIndex.L001	91019.0	1.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	6.0
2192.H05b.Bedroom.Floor.2932.lane1.NoIndex.L001	78872.0	3.0
2192.H03a.Nose.1332.lane6.NoIndex.L006	58008.0	4.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	6.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	1.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	5.0
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	5.0
2192.H01a.Foot.104.lane2.NoIndex.L002	90715.0	3.0
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	13.0
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	76593.0	3.0
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006	47208.0	23.0
2192.H01a.Nose.225.lane6.NoIndex.L006	51333.0	1.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	6.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	7.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	8.0
2192.H01a.Nose.42.lane6.NoIndex.L006	79179.0	2.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	1.0
2192.H05b.Bathroom.Door.Knob.2718.lane5.NoIndex.L005	79482.0	2.0
2192.H01a.Foot.281.lane2.NoIndex.L002	70346.0	4.0
2192.H04a.Hand.2047.lane5.NoIndex.L005	61041.0	12.0
2192.H06b.Hand.3202.lane6.NoIndex.L006	63530.0	3.0
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001	97721.0	10.0
2192.H01a.Foot.254.lane2.NoIndex.L002	61968.0	4.0
2192.H06a.Nose.3033.lane6.NoIndex.L006	67153.0	10.0
2192.H06b.Hand.3295.lane6.NoIndex.L006	66168.0	11.0
2192.H05b.Foot.2600.lane6.NoIndex.L006	65341.0	1.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	7.0
2192.H02a.Kitchen.Counter.625.lane2.NoIndex.L002	54145.0	17.0
2192.H07b.Front.Door.Knob.3869.lane2.NoIndex.L002	52269.0	1.0
2192.H04a.Hand.1810.lane6.NoIndex.L006	86886.0	6.0
2192.H05b.Hand.2938.lane5.NoIndex.L005	49858.0	1.0
2192.H01a.Nose.327.lane6.NoIndex.L006	17589.0	8.0
2192.H04a.Kitchen.Counter.1825.lane5.NoIndex.L005	89252.0	1.0
2192.H06b.Foot.3203.lane6.NoIndex.L006	68028.0	1.0
2192.H06b.Foot.3272.lane6.NoIndex.L006	59042.0	2.0
2192.H07a.Front.Door.Knob.3677.lane2.NoIndex.L002	99032.0	1.0
2192.H01a.Foot.257.lane2.NoIndex.L002	87661.0	2.0
2192.H01a.Front.Door.Knob.53.lane1.NoIndex.L001	83282.0	1.0
2192.H04a.Dog.Nose.2109.lane6.NoIndex.L006	99980.0	1.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	3.0
2192.H05b.Bedroom.Floor.2812.lane6.NoIndex.L006	57403.0	1.0
2192.H06b.Nose.3111.lane6.NoIndex.L006	64306.0	4.0
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	4.0
2192.H05b.Nose.2916.lane5.NoIndex.L005	88464.0	1.0
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	42.0
2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005	44049.0	27.0
2192.H03a.Nose.1431.lane6.NoIndex.L006	79958.0	1.0
2192.H06b.Foot.3248.lane6.NoIndex.L006	71981.0	19.0
2192.H04a.Front.Door.Knob.2093.lane2.NoIndex.L002	101749.0	241.0
2192.H01a.Foot.299.lane2.NoIndex.L002	81169.0	3.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	5.0
2192.H03a.Foot.1334.lane6.NoIndex.L006	58805.0	5.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	2.0
2192.H02a.Kitchen.Counter.865.lane2.NoIndex.L002	47594.0	1.0
2192.H02a.Foot.848.lane5.NoIndex.L005	70464.0	1.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	8.0
2192.H03a.Nose.1284.lane6.NoIndex.L006	53041.0	1.0
2192.H05b.Foot.2696.lane5.NoIndex.L005	79277.0	17.0
2192.H05b.Front.Door.Knob.2813.lane6.NoIndex.L006	65585.0	25.0
2192.H01a.Hand.253.lane2.NoIndex.L002	98382.0	2.0
2192.H04a.Foot.1979.lane6.NoIndex.L006	80580.0	1.0
2192.H04a.Kitchen.Counter.1849.lane5.NoIndex.L005	117596.0	222.0
2192.H04a.Front.Door.Knob.1901.lane6.NoIndex.L006	75118.0	6.0
2192.H04a.Bathroom.Door.Knob.1830.lane5.NoIndex.L005	75327.0	4.0
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002	94175.0	3.0
2192.H07a.Nose.3657.lane6.NoIndex.L006	76267.0	3.0
2192.H06b.Kitchen.Floor.3098.lane1.NoIndex.L001	69981.0	3.0
2192.H04a.Kitchen.Floor.1874.lane6.NoIndex.L006	90787.0	10.0
2192.H06b.Bedroom.Floor.3292.lane5.NoIndex.L005	67735.0	1.0
2192.H07b.Nose.4041.lane1.NoIndex.L001	126291.0	1.0
2192.H05b.Kitchen.Light.Switch.2979.lane1.NoIndex.L001	69993.0	1.0
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	56498.0	2.0
2192.H03a.Hand.1333.lane6.NoIndex.L006	89846.0	42.0
2192.H05b.Kitchen.Counter.2521.lane5.NoIndex.L005	68140.0	119.0
2192.H01a.Foot.305.lane2.NoIndex.L002	79969.0	2.0
2192.H04a.Front.Door.Knob.1925.lane6.NoIndex.L006	76424.0	84.0
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	75.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	1.0
2192.H01a.Nose.282.lane6.NoIndex.L006	58687.0	1.0
2192.H05b.Kitchen.Floor.2954.lane1.NoIndex.L001	63416.0	1.0
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	61378.0	6.0
2192.H06b.Nose.3207.lane6.NoIndex.L006	72154.0	4.0
2192.H07b.Kitchen.Counter.3937.lane2.NoIndex.L002	74046.0	23.0
2192.H03a.Kitchen.Light.Switch.1515.lane5.NoIndex.L005	93481.0	4.0
2192.H07b.Kitchen.Light.Switch.4179.lane6.NoIndex.L006	56120.0	23.0
2192.H07b.Cat.Fur.3854.lane6.NoIndex.L006	61859.0	4.0
2192.H03a.Nose.1401.lane6.NoIndex.L006	77611.0	1.0
2192.H01a.Nose.183.lane6.NoIndex.L006	43608.0	25.0
2192.H04a.Hand.1861.lane6.NoIndex.L006	81906.0	1.0
2192.H07b.Foot.4067.lane6.NoIndex.L006	87542.0	1.0
2192.H05b.Bathroom.Door.Knob.2886.lane1.NoIndex.L001	65234.0	17.0
2192.H06b.Foot.3296.lane6.NoIndex.L006	58345.0	2.0
2192.H07b.Bathroom.Door.Knob.4158.lane6.NoIndex.L006	68428.0	1.0
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	74.0
2192.H05b.Nose.2457.lane5.NoIndex.L005	70991.0	2.0
2192.H07b.Foot.4019.lane6.NoIndex.L006	87874.0	2.0
2192.H01a.Nose.114.lane6.NoIndex.L006	52920.0	24.0
2192.H01a.Kitchen.Floor.74.lane1.NoIndex.L001	103930.0	19.0
2192.H01a.Front.Door.Knob.269.lane2.NoIndex.L002	65249.0	1.0
2192.H01a.Kitchen.Counter.73.lane1.NoIndex.L001	104972.0	39.0
2192.H05b.Kitchen.Counter.2641.lane5.NoIndex.L005	65022.0	95.0
2192.H07a.Kitchen.Floor.3746.lane2.NoIndex.L002	102247.0	53.0
2192.H06b.Front.Door.Knob.3293.lane5.NoIndex.L005	61611.0	3.0
2192.H06a.Bathroom.Door.Knob.3030.lane1.NoIndex.L001	64398.0	2.0
2192.H01a.Foot.179.lane2.NoIndex.L002	88955.0	5.0
2192.H07b.Foot.4040.lane6.NoIndex.L006	45620.0	2.0
2192.H03a.Foot.1520.lane6.NoIndex.L006	61641.0	3.0
2192.H02a.Bedroom.Floor.700.lane2.NoIndex.L002	104432.0	5.0
2192.H06b.Front.Door.Knob.3149.lane5.NoIndex.L005	54168.0	10.0
2192.H01a.Bathroom.Door.Knob.294.lane2.NoIndex.L002	56951.0	1.0
2192.H03a.Front.Door.Knob.1493.lane5.NoIndex.L005	96763.0	12.0
2192.H07a.Bathroom.Door.Knob.3654.lane2.NoIndex.L002	100460.0	1.0
2192.H01a.Nose.135.lane6.NoIndex.L006	52875.0	1.0
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	19.0
2192.H06a.Hand.3010.lane5.NoIndex.L005	64935.0	2.0
2192.H07b.Bedroom.Floor.3988.lane2.NoIndex.L002	80135.0	64.0
2192.H01a.Nose.60.lane6.NoIndex.L006	71618.0	1.0
2192.H03a.Nose.1260.lane6.NoIndex.L006	57372.0	1.0
2192.H04a.Foot.1886.lane6.NoIndex.L006	72229.0	1.0
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	52769.0	85.0
2192.H07b.Nose.4092.lane1.NoIndex.L001	106367.0	1.0
2192.H04a.Dog.Foot.1892.lane6.NoIndex.L006	82380.0	2.0
2192.H05b.Foot.2795.lane5.NoIndex.L005	67905.0	6.0
2192.H05b.Foot.2939.lane5.NoIndex.L005	62711.0	4.0
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	123.0
2192.H06b.Nose.3327.lane6.NoIndex.L006	60406.0	1.0
2192.H07b.Hand.4015.lane6.NoIndex.L006	74898.0	2.0
2192.H06b.Kitchen.Floor.3362.lane5.NoIndex.L005	54894.0	1.0
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	8.0
2192.H02a.Foot.728.lane2.NoIndex.L002	86004.0	4.0
2192.H01a.Kitchen.Counter.1.lane1.NoIndex.L001	78026.0	40.0
2192.H05b.Hand.2794.lane5.NoIndex.L005	68432.0	1.0
2192.H03a.Nose.1239.lane6.NoIndex.L006	57526.0	14.0
2192.H07b.Bedroom.Floor.4036.lane2.NoIndex.L002	52653.0	52.0
2192.H03a.Hand.1453.lane6.NoIndex.L006	56746.0	6.0
2192.H05b.Bedroom.Floor.2716.lane5.NoIndex.L005	67420.0	3.0
2192.H06b.Bedroom.Floor.3076.lane1.NoIndex.L001	75965.0	2.0
2192.H05b.Nose.2529.lane5.NoIndex.L005	73609.0	1.0
2192.H04a.Bedroom.Floor.1804.lane5.NoIndex.L005	106527.0	198.0
2192.H06b.Front.Door.Knob.3269.lane2.NoIndex.L002	72940.0	4.0
2192.H07a.Nose.3633.lane6.NoIndex.L006	74242.0	4.0
2192.H02a.Front.Door.Knob.653.lane2.NoIndex.L002	58865.0	1.0
2192.H05b.Foot.2480.lane6.NoIndex.L006	81374.0	7.0
2192.H07a.Hand.3682.lane6.NoIndex.L006	81545.0	1.0
2192.H04a.Foot.1814.lane6.NoIndex.L006	77844.0	2.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	6.0
2192.H06b.Foot.3083.lane5.NoIndex.L005	54043.0	2.0
2192.H04a.Foot.1859.lane6.NoIndex.L006	78515.0	1.0
2192.H05b.Foot.2963.lane5.NoIndex.L005	79087.0	13.0
2192.H01a.Kitchen.Floor.290.lane2.NoIndex.L002	51971.0	1.0
2192.H02a.Bedroom.Floor.676.lane2.NoIndex.L002	62791.0	3.0
2192.H06b.Foot.3299.lane6.NoIndex.L006	73227.0	14.0
2192.H01a.Kitchen.Light.Switch.3.lane1.NoIndex.L001	80787.0	1.0
2192.H03a.Foot.1499.lane6.NoIndex.L006	64078.0	1.0
2192.H01a.Hand.7.lane1.NoIndex.L001	94273.0	1.0
2192.H06b.Foot.3374.lane6.NoIndex.L006	73526.0	2.0
2192.H01a.Nose.15.lane6.NoIndex.L006	70480.0	65.0
2192.H05b.Hand.2482.lane6.NoIndex.L006	85043.0	3.0
2192.H06b.Nose.3159.lane6.NoIndex.L006	73377.0	1.0
2192.H04a.Dog.Foot.1847.lane6.NoIndex.L006	96895.0	1.0
2192.H06b.Hand.3103.lane5.NoIndex.L005	47846.0	15.0
2192.H02a.Kitchen.Floor.770.lane2.NoIndex.L002	72015.0	1.0
2192.H03a.Nose.1305.lane6.NoIndex.L006	46195.0	1.0
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	9.0
2192.H05b.Foot.2843.lane5.NoIndex.L005	80069.0	1.0
2192.H01a.Nose.87.lane6.NoIndex.L006	49354.0	32.0
2192.H05b.Kitchen.Floor.2642.lane5.NoIndex.L005	78794.0	40.0
2192.H01a.Foot.131.lane2.NoIndex.L002	77761.0	5.0
2192.H01a.Front.Door.Knob.197.lane2.NoIndex.L002	74504.0	1.0
2192.H04a.Nose.2055.lane5.NoIndex.L005	77258.0	4.0
2192.H06a.Nose.3039.lane6.NoIndex.L006	71007.0	17.0
2192.H01a.Nose.156.lane6.NoIndex.L006	72628.0	2.0
2192.H04a.Dog.Foot.1871.lane6.NoIndex.L006	72631.0	2.0
2192.H05b.Foot.2819.lane5.NoIndex.L005	67810.0	1.0
2192.H01a.Kitchen.Floor.194.lane2.NoIndex.L002	62513.0	9.0
2192.H03a.Hand.1450.lane6.NoIndex.L006	65737.0	21.0
2192.H07b.Bedroom.Floor.4012.lane2.NoIndex.L002	72526.0	7.0
2192.H06b.Foot.3320.lane6.NoIndex.L006	83381.0	1.0
2192.H05b.Hand.2719.lane5.NoIndex.L005	89377.0	1.0
2192.H07b.Front.Door.Knob.4061.lane2.NoIndex.L002	120191.0	22.0
2192.H04a.Front.Door.Knob.2069.lane2.NoIndex.L002	118981.0	10.0
2192.H07a.Foot.3659.lane6.NoIndex.L006	64443.0	5.0
2192.H02a.Nose.897.lane6.NoIndex.L006	44032.0	5.0
2192.H06b.Kitchen.Floor.3074.lane1.NoIndex.L001	48450.0	1.0
2192.H03a.Hand.1447.lane6.NoIndex.L006	93870.0	1.0
2192.H01a.Hand.232.lane2.NoIndex.L002	64995.0	1.0
2192.H05b.Bathroom.Door.Knob.2862.lane1.NoIndex.L001	19633.0	2.0
2192.H03a.Hand.1357.lane6.NoIndex.L006	51211.0	11.0
2192.H06a.Kitchen.Counter.3001.lane1.NoIndex.L001	62430.0	1.0
2192.H03a.Nose.1359.lane6.NoIndex.L006	62614.0	57.0
2192.H05b.Nose.2460.lane5.NoIndex.L005	61489.0	3.0
2192.H02a.Bedroom.Floor.748.lane2.NoIndex.L002	81016.0	3.0
2192.H04a.Dog.Foot.1943.lane6.NoIndex.L006	90915.0	3.0
2192.H05b.Hand.2935.lane5.NoIndex.L005	61000.0	1.0
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	104947.0	1.0
2192.H02a.Kitchen.Counter.793.lane2.NoIndex.L002	92547.0	1.0
2192.H01a.Foot.65.lane1.NoIndex.L001	68218.0	1.0
2192.H04a.Bathroom.Door.Knob.1806.lane5.NoIndex.L005	87229.0	2.0
2192.H05a.Hand.5009.lane6.NoIndex.L006	35701.0	3.0
2192.H03a.Nose.1311.lane6.NoIndex.L006	54253.0	7.0
2192.H05b.Hand.2626.lane5.NoIndex.L005	67535.0	3.0
2192.H05b.Bedroom.Floor.2452.lane2.NoIndex.L002	100099.0	14.0
2192.H04a.Bedroom.Floor.2068.lane2.NoIndex.L002	70244.0	2.0
2192.H05b.Nose.2865.lane5.NoIndex.L005	76878.0	6.0
2192.H03a.Nose.1281.lane6.NoIndex.L006	68063.0	6.0
2192.H07b.Foot.4091.lane6.NoIndex.L006	50917.0	1.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	2.0
2192.H06b.Kitchen.Floor.3242.lane2.NoIndex.L002	112263.0	24.0
2192.H07a.Kitchen.Floor.3674.lane2.NoIndex.L002	100474.0	5.0
2192.H01a.Kitchen.Counter.193.lane2.NoIndex.L002	53438.0	8.0
2192.H06b.Hand.3130.lane5.NoIndex.L005	51650.0	1.0
2192.H06b.Kitchen.Floor.3194.lane2.NoIndex.L002	105882.0	5.0
2192.H06b.Bathroom.Door.Knob.3126.lane5.NoIndex.L005	53991.0	3.0
2192.H07b.Bathroom.Door.Knob.4110.lane6.NoIndex.L006	56137.0	11.0
2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005	97011.0	4.0
2192.H05b.Foot.2840.lane5.NoIndex.L005	73695.0	2.0
2192.H02a.Nose.849.lane6.NoIndex.L006	86682.0	1.0
2192.H02a.Kitchen.Light.Switch.603.lane2.NoIndex.L002	53390.0	1.0
2192.H05a.Nose.2436.lane5.NoIndex.L005	64243.0	6.0
2192.H04a.Dog.Foot.1823.lane6.NoIndex.L006	59798.0	15.0
2192.H05b.Front.Door.Knob.2765.lane6.NoIndex.L006	64540.0	4.0
2192.H05b.Front.Door.Knob.2837.lane1.NoIndex.L001	62305.0	1.0
2192.H07b.Front.Door.Knob.4085.lane2.NoIndex.L002	108360.0	16.0
2192.H02a.Foot.656.lane2.NoIndex.L002	88997.0	2.0
2192.H04a.Kitchen.Floor.1802.lane5.NoIndex.L005	87544.0	9.0
2192.H07b.Front.Door.Knob.3941.lane2.NoIndex.L002	74927.0	21.0
2192.H06a.Front.Door.Knob.3005.lane1.NoIndex.L001	69479.0	4.0
2192.H03a.Nose.1452.lane6.NoIndex.L006	93633.0	5.0
2192.H06b.Foot.3347.lane6.NoIndex.L006	52213.0	1.0
2192.H07b.Nose.4161.lane1.NoIndex.L001	100921.0	1.0
2192.H05b.Bathroom.Door.Knob.2646.lane5.NoIndex.L005	69500.0	1.0
2192.H05b.Foot.2888.lane5.NoIndex.L005	59897.0	4.0
2192.H06b.Kitchen.Floor.3050.lane1.NoIndex.L001	78328.0	1.0
2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002	66714.0	6.0
2192.H02a.Nose.729.lane6.NoIndex.L006	100895.0	2.0
2192.H01a.Nose.108.lane6.NoIndex.L006	60120.0	24.0
2192.H06b.Bedroom.Floor.3364.lane5.NoIndex.L005	66232.0	1.0
2192.H04a.Bathroom.Door.Knob.2070.lane2.NoIndex.L002	92354.0	1.0
2192.H02a.Bedroom.Floor.652.lane2.NoIndex.L002	65016.0	1.0
