	N	N_genus
2192.H06b.Hand.3079.lane5.NoIndex.L005	60297.0	11.0
2192.H05b.Front.Door.Knob.2861.lane1.NoIndex.L001	69532.0	3.0
2192.H05b.Hand.2890.lane5.NoIndex.L005	37011.0	1.0
2192.H02a.Front.Door.Knob.917.lane2.NoIndex.L002	96648.0	2.0
2192.H04a.Hand.2077.lane6.NoIndex.L006	92368.0	1.0
2192.H07b.Kitchen.Floor.3938.lane2.NoIndex.L002	78569.0	5.0
2192.H05b.Foot.2792.lane5.NoIndex.L005	54568.0	11.0
2192.H02a.Kitchen.Light.Switch.699.lane2.NoIndex.L002	91988.0	1.0
2192.H01a.Nose.180.lane6.NoIndex.L006	43009.0	1.0
2192.H04a.Hand.1858.lane6.NoIndex.L006	75403.0	1.0
2192.H06a.Hand.3013.lane5.NoIndex.L005	67376.0	31.0
2192.H03a.Bedroom.Floor.1252.lane5.NoIndex.L005	107268.0	3.0
2192.H07b.Kitchen.Counter.4177.lane6.NoIndex.L006	43448.0	4.0
2192.H02a.Kitchen.Counter.745.lane2.NoIndex.L002	116217.0	2.0
2192.H07b.Bedroom.Floor.4084.lane2.NoIndex.L002	79219.0	3.0
2192.H01a.Kitchen.Floor.242.lane2.NoIndex.L002	56838.0	1.0
2192.H07a.Front.Door.Knob.3629.lane5.NoIndex.L005	51804.0	2.0
2192.H05b.Foot.2960.lane5.NoIndex.L005	60206.0	24.0
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005	106390.0	1.0
776.SC.C.T3B	196279.0	3.0
776.SC.C.T1B	142564.0	5.0
776.SC.C.T1A	140215.0	2.0
776.SC.C.T3C	163811.0	1.0
1043.Tabonuco.26C.Start.T0.04	132587.0	12.0
1043.Tabonuco.26C.Control.TP1.04	171193.0	1.0
1043.Tabonuco.26C.BC.TP1.01	192013.0	3.0
1043.Hopland.20C.Control.TP1.04	196470.0	10.0
1043.Hopland.14C.Wood.TP1.01	250409.0	13.0
1043.Tabonuco.20C.Wood.TP1.01	117864.0	2.0
1043.Hopland.14C.Control.TP1.03	224858.0	29.0
1043.Hopland.14C.Control.TP1.02	217496.0	10.0
1043.Hopland.14C.Wood.TP1.04	235162.0	15.0
1043.Hopland.20C.BC.TP1.02	216843.0	6.0
1043.Hopland.14C.BC.TP1.03	253545.0	9.0
1043.Tabonuco.26C.Wood.TP1.04	182521.0	5.0
1043.Hopland.20C.BC.TP1.04	167516.0	6.0
1043.Tabonuco.26C.Wood.TP1.03	264418.0	3.0
1043.Start.Hopland.20C.T0.04	242446.0	18.0
1043.Tabonuco.20C.BC.TP1.01	200140.0	4.0
1043.Tabonuco.20C.BC.TP1.03	349710.0	1.0
1043.Tabonuco.20C.Control.TP1.03	155531.0	1.0
1043.Hopland.14C.Control.TP1.01	265633.0	19.0
1043.Hopland.20C.Control.TP1.03	214036.0	4.0
1043.Start.Hopland.14C.T0.01	215017.0	5.0
1043.Hopland.20C.Wood.TP1.02	255475.0	7.0
1043.Hopland.20C.Control.TP1.02	251934.0	3.0
1043.Hopland.20C.Wood.TP1.03	249789.0	10.0
1043.Tabonuco.26C.Control.TP1.02	125467.0	8.0
1043.Start.Hopland.14C.T0.02	198319.0	11.0
1043.Hopland.20C.Wood.TP1.04	246554.0	13.0
1043.Hopland.20C.BC.TP1.01	192697.0	4.0
1043.Hopland.14C.BC.TP1.01	259558.0	4.0
1043.Hopland.14C.Wood.TP1.03	238979.0	10.0
1043.Tabonuco.20C.Wood.TP1.02	170878.0	22.0
1043.Hopland.20C.Wood.TP1.01	269537.0	18.0
1043.Tabonuco.26C.Wood.TP1.01	203728.0	2.0
1043.Start.Hopland.20C.T0.03	232643.0	15.0
1043.Hopland.14C.BC.TP1.02	154751.0	6.0
1043.Tabonuco.26C.Wood.TP1.02	85325.0	1.0
1043.Hopland.20C.BC.TP1.03	259204.0	6.0
1043.Hopland.20C.Control.TP1.01	261181.0	5.0
1043.Hopland.14C.BC.TP1.04	237633.0	1.0
1043.Hopland.14C.Wood.TP1.02	276101.0	5.0
10246.PP.B14	8049.0	7.0
10246.PP.B2	7446.0	17.0
10246.PP.I14	7450.0	6.0
10246.VD.I3	27912.0	7.0
10246.BI.M.B4	8666.0	7.0
10246.PP.B12	8205.0	6.0
10246.FB.B1	8173.0	22.0
10246.PP.I10	7346.0	27.0
10246.PP.B9	8482.0	25.0
10246.BI.M.B5	6209.0	5.0
10246.ER.I6	10052.0	19.0
10246.FB.B4	7433.0	4.0
10246.PP.B5	8572.0	16.0
10246.PP.B1	1276.0	3.0
10246.PP.B6	6586.0	5.0
10246.HI.I3	8664.0	11.0
10246.PP.I9	8625.0	2.0
10246.HI.B2	7187.0	2.0
10246.PP.B10	7917.0	7.0
10246.PP.I7	9549.0	8.0
10246.ER.B4	10533.0	13.0
10246.HI.I2	12227.0	3.0
10246.PP.B11	8684.0	12.0
10246.PP.B13	8084.0	8.0
10246.PP.B3	6419.0	2.0
10246.BI.D.B5	8403.0	2.0
10246.FB.B2	7155.0	9.0
10246.ER.I7	5632.0	14.0
10246.PP.I2	9642.0	14.0
10246.ER.I10	5826.0	11.0
10246.PP.B8	9297.0	9.0
10246.BI.D.I1	8501.0	3.0
10246.PP.I5	9858.0	18.0
10246.ER.I8	7785.0	5.0
10246.ER.I5	8514.0	6.0
10246.PP.B4	11645.0	4.0
659.NZFACE.R6.Browntop	176077.0	30.0
659.NZFACE.R2.Browntop	164927.0	33.0
659.NZFACE.R5.warm	148028.0	5.0
659.NZFACE.R2.control.23.4	134079.0	5.0
659.NZFACE.R5.Ryegrass	160087.0	3.0
659.NZFACE.R3.Ryegrass.19.7	209941.0	6.0
659.NZFACE.R1.warm	187067.0	30.0
659.NZFACE.R6.control	158058.0	15.0
659.NZFACE.R1.control.19.4	206874.0	80.0
659.NZFACE.R3.control.19.4	171744.0	6.0
659.NZFACE.R3.Browntop	173589.0	14.0
659.NZFACE.R4.Browntop	207919.0	26.0
659.NZFACE.R4.control.19.8	104370.0	2.0
659.NZFACE.R5.Browntop	139067.0	1.0
659.NZFACE.R6.warm	183824.0	6.0
659.NZFACE.R6.Ryegrass	242493.0	1.0
659.NZFACE.R1.Ryegrass.26.4	214314.0	19.0
659.NZFACE.R4.warm	111915.0	2.0
659.NZFACE.R4.Ryegrass.16.4	167979.0	47.0
659.NZFACE.R1.Browntop	545858.0	110.0
659.NZFACE.R2.Ryegrass.24.4	168334.0	3.0
10145.WB.3C	152261.0	1.0
10145.WB.5B	270027.0	1.0
10145.NB.5B	226871.0	1.0
10145.WB.5C	235195.0	2.0
1056.Pri.max.Seat.3.04L11	13356.0	102.0
1530.NC.C.U4.D1.80	376848.0	129.0
1530.NC.2004.B2.D5.9	478325.0	2.0
1530.NC.C.U2.D1.61	402662.0	18.0
1530.NC.C.U2.D1.62	192639.0	5.0
1530.NC.2004.B4.D3.26	402205.0	1.0
1530.NC.2004.B4.D6.32	415935.0	1.0
1530.NC.2004.B4.D2.24	239407.0	596.0
1530.NC.2004.B2.D5.10	1238795.0	2.0
1530.NC.2004.B4.D1.22	263938.0	3.0
1530.NC.2004.B4.D2.23	201899.0	588.0
1530.NC.C.U1.D5.49	408885.0	1.0
1530.NC.C.U1.D1.42	434453.0	1.0
1530.NC.C.U2.D4.68	465558.0	1.0
1530.NC.C.U1.D3.45	494602.0	1.0
1530.NC.2004.B4.D9.37	474283.0	2.0
1530.NC.C.U2.D9.76	475350.0	1.0
1530.NC.C.U1.D5.50	802194.0	1.0
1530.NC.C.U1.D4.48	793847.0	3.0
1530.NC.C.U4.D1.79	556637.0	218.0
1530.NC.2004.B2.D4.7	424234.0	1.0
1530.NC.C.U1.D6.52	434008.0	1.0
1530.NC.2004.B2.D1.1	476114.0	4.0
1530.NC.C.U1.D4.47	476488.0	2.0
1530.NC.C.U4.D7.91	312740.0	6.0
1530.NC.2004.B4.D4.27	513814.0	1.0
1530.NC.C.U1.D8.55	331942.0	1.0
1530.NC.2004.B4.D6.31	715796.0	1.0
1530.NC.2004.B2.D6.11	884768.0	1.0
1530.NC.2004.B2.D1.2	464154.0	6.0
1530.NC.C.U2.D2.63	1169832.0	1.0
1530.NC.C.U4.D3.84	637751.0	3.0
1530.NC.C.U2.D3.65	454937.0	1.0
1530.NC.2004.B4.D1.21	277221.0	8.0
1530.NC.C.U4.D10.97	313254.0	1.0
1530.NC.C.U4.D3.83	487593.0	1.0
804.3872.1530A	42028.0	582.0
804.3867.1228.5	260854.0	1.0
804.LS11.127	90002.0	5.0
925.IB3x	10371.0	2.0
925.SC3z	14998.0	1.0
925.IE1x	8114.0	1.0
925.IN3z	16899.0	2.0
925.IN5x	23537.0	1.0
805.pH.6.5.year.2006	115287.0	1.0
805.pH.4.5.year.2006	119655.0	1.0
805.pH.7.0.year.2006	104710.0	3.0
805.pH.6.0.year.2006	128144.0	2.0
805.pH.5.5.year.2006	113716.0	2.0
805.pH.4.5.year.2007	113889.0	2.0
805.pH.6.0.year.2007	97539.0	1.0
2300.BB.15.anus	116357.0	5.0
2300.BB.03.anus	133866.0	4.0
2300.BB.2213.anus	164007.0	1.0
2300.BB.4061.anus	107473.0	14.0
2300.BB.2150.anus	89468.0	3.0
2300.BB.05.anus	152508.0	1.0
2300.BB.07.anus	130476.0	4.0
2300.BB.4087.anus	136594.0	4.0
2300.BB.04.anus	104078.0	5.0
1064.H.CV331	13684.0	17.0
1064.W.CJV225	22997.0	1.0
808.AK.19.18a.s.4.1.sequences	148279.0	17.0
808.HI.20.11a.s.4.1.sequences	104726.0	9.0
808.FL.3.16a.s.4.1.sequences	92484.0	157.0
808.FL.3.14a.s.4.1.sequences	100197.0	5.0
808.AK.19.15a.s.4.1.sequences	245437.0	15.0
808.AK.19.12a.s.4.1.sequences	156484.0	4.0
808.FL.3.13a.s.4.1.sequences	117165.0	40.0
933.T.3.1.H.P.1	128845.0	1.0
933.T.3.1.H.E.3	144021.0	2.0
933.T.3.2.H.E.5	155615.0	5.0
933.T.3.1.H.P.4	123255.0	3.0
933.T.3.2.H.E.4	154047.0	1.0
933.T.3.1.H.E.5	150871.0	3.0
933.N.2.3.H.E.1	150136.0	2.0
933.T.3.2.H.E.2	150530.0	1.0
933.T.3.1.H.E.1	123513.0	2.0
933.T.3.2.H.E.1	175732.0	1.0
