	N	N_genus
10346.Webster.3.H8.280	138958.0	2.0
10346.AF11.7.15	54456.0	2.0
10346.IO2.14	46054.0	3.0
10346.115	50152.0	1.0
10346.102	11583.0	14.0
10346.Webster.4.G9.363	52906.0	12.0
10346.SS.7.2	26263.0	5.0
10346.Webster.5.A1.377	12014.0	23.0
10346.ZA.15	34794.0	20.0
10346.TO10.10.7	52426.0	2.0
10346.TV11.2.7	48346.0	3.0
10346.TO11.2.7	58287.0	2.0
10346.AF10.11.9	53954.0	5.0
10346.TO11.2.22	44761.0	1.0
10346.SS.16.2	46688.0	10.0
10346.Webster.4.B1.295	37727.0	3.0
10346.Webster.5.E2.426	616.0	8.0
10346.TV10.11.7	68419.0	3.0
10346.ALG12.95	56678.0	26.0
10346.Webster.4.H6.372	36370.0	14.0
10346.5.29.Soil	67355.0	13.0
10346.Webster.5.D4.416	14680.0	177.0
10346.Webster.3.C9.221	114647.0	22.0
10346.AW10.7.I	30.0	1.0
10346.PO10.5.7.1182439	37446.0	1.0
10346.SWPRBV2	44066.0	364.0
10346.AW11.4.I	453.0	18.0
10346.TO10.11.22	51852.0	3.0
10346.TV11.3.12	78128.0	20.0
10346.GC.3.3	57207.0	8.0
10346.GC.4.2	5509.0	4.0
10346.Webster.5.A10.386	29671.0	13.0
10346.CL461	7051.0	10.0
10346.SI06.97	86374.0	264.0
10346.AW11.8.I	50664.0	5017.0
10346.AW10.8.I	39386.0	2519.0
10346.Webster.4.H10.376	36926.0	2.0
10346.TW10.10.III	49385.0	939.0
10346.SS.21.2	29934.0	1.0
10346.CCBH.1	57420.0	452.0
10346.IO2.13	57164.0	1.0
10346.14.VIII.09.2.003	44094.0	1.0
10346.76	28487.0	63.0
10346.Webster.4.B7.301	140259.0	1.0
10346.Webster.4.H5.371	47035.0	6.0
10346.CL108	25078.0	56.0
10346.Webster.2.E6.147	137755.0	22.0
10346.Webster.3.G8.268	75081.0	1.0
10346.SS.16.1	34164.0	7.0
10346.CL356	27040.0	112.0
10346.Webster.5.E1.425	33850.0	1250.0
10346.ALG12.103	14235.0	219.0
10346.SI06.81	47905.0	13.0
10346.SWBHMPV2	54841.0	154.0
10346.SW.05	37560.0	53.0
10346.BR10A.Jan	34415.0	339.0
10346.86	44971.0	1.0
10346.AW10.7.II	30464.0	1349.0
10346.GC.4.4	6332.0	27.0
10346.AF11.6.15	53279.0	2.0
10346.IO2.24	53466.0	25.0
10346.CL420	10594.0	66.0
10346.AF10.8.15	56685.0	1.0
10346.56	44296.0	2.0
10346.Webster.3.G9.269	70186.0	2.0
10346.ZA.37	21144.0	19.0
10346.Webster.1.B9.21	65659.0	9.0
10346.AF11.3.9	34567.0	10.0
10346.BCD13SED	33996.0	1.0
10346.ZA.16	26969.0	18.0
10346.Webster.5.E4.428	85969.0	446.0
10346.P12x132	6098.0	13.0
10346.120	33856.0	34.0
10346.5.29.1H	55627.0	6.0
10346.IF2.3	32824.0	1.0
10346.P12x123	2866.0	6.0
10346.TV11.3.2	52298.0	5.0
10346.CL105	16603.0	71.0
10346.SI06.96	30687.0	5.0
10346.70	33718.0	18.0
10346.AF11.7.7	18395.0	1.0
10346.IO2.21	51917.0	1.0
10346.ML3.water.gDNA	41442.0	2490.0
10346.Webster.3.C2.214	20523.0	1.0
10346.AW10.7.III	39426.0	1901.0
10346.Webster.2.H6.183	121732.0	5.0
10346.Webster.5.D12.424	6082.0	1.0
10346.N31.3.17.11.DC	67985.0	316.0
10346.IF2.7	53246.0	2.0
10346.SS.2.2	23092.0	499.0
10346.P12x143	41414.0	4.0
10346.91	46224.0	1.0
10346.5.11.4D	29735.0	3.0
10346.TW11.3.III	32758.0	446.0
10346.Webster.4.G3.357	33257.0	14.0
10346.Webster.5.B5.393	25485.0	56.0
10346.Webster.4.E12.342	92672.0	25.0
10346.CCSA.2	46493.0	118.0
10346.67	41737.0	25.0
10346.AF10.12.15	54371.0	2.0
10346.ALG12.94	46531.0	7.0
10346.ZA.47	42324.0	5.0
10346.Webster.4.H1.367	20635.0	3.0
10346.BR14A.Jan	35069.0	628.0
10346.AW11.6.II	14793.0	1963.0
10346.SS.18.2	29775.0	3.0
10346.ALG12.115	6781.0	132.0
10346.TV11.2.12	72009.0	1.0
10346.51	27803.0	74.0
10346.Webster.4.A12.294	101498.0	3.0
10346.GC.2.3	41369.0	140.0
10346.PO10.3.18.1181336	68713.0	2.0
10346.TW10.6.II	45276.0	5487.0
10346.65	28728.0	1.0
10346.TW10.3.III	60771.0	281.0
10346.Webster.3.E11.247	43180.0	2.0
10346.Webster.5.A5.381	9477.0	26.0
10346.SS.18.3	32233.0	3.0
10346.SWSA.1	56354.0	1773.0
10346.5.11.9I	34949.0	1.0
10346.TW11.4.II	34686.0	739.0
10346.AF11.8.9	55835.0	4.0
10346.700.1181449	54169.0	402.0
10346.Webster.2.E12.153	59437.0	3.0
10346.Webster.3.E9.245	131378.0	7.0
10346.SW.25	33907.0	153.0
10346.AF10.5.9	64645.0	1.0
10346.HW9C.Jul	33962.0	335.0
10346.BCD22SED	33824.0	2.0
10346.SW.310	42427.0	8.0
10346.SI06.67	77032.0	59.0
10346.Webster.1.H3.87	64764.0	1.0
10346.BCD2H2O	51879.0	329.0
10346.Webster.5.E5.429	158643.0	794.0
10346.AW11.4.II	35883.0	1163.0
10346.Webster.3.B7.207	53342.0	1.0
10346.BCH21SED	66132.0	6.0
10346.Webster.2.B5.111	41839.0	1.0
10346.AW10.3.III	39158.0	214.0
10346.IO2.25	51704.0	60.0
10346.AF10.9.9	44965.0	2.0
10346.Webster.2.G1.166	109462.0	1.0
10346.AW10.9.I	44610.0	3009.0
10346.P12x144	48861.0	5.0
10346.121	55740.0	1.0
10346.Webster.1.B5.17	53209.0	1.0
10346.Webster.2.B8.114	18985.0	1.0
10346.93	36737.0	39.0
10346.CL265	26140.0	17.0
10346.Webster.3.D11.235	36260.0	7.0
10346.5.11.9D	13554.0	2.0
10346.BR14A.Nov	32643.0	54.0
10346.TW10.8.III	45055.0	2954.0
10346.GC.2.1	57949.0	210.0
10346.BR10A.Nov	70136.0	306.0
10346.HW4A.Nov	40390.0	173.0
10346.AW10.4.II	54742.0	368.0
10346.IF5.18	58827.0	1.0
10346.IF2.13	50093.0	2.0
10346.19	59074.0	1.0
10346.Webster.4.F9.351	59007.0	3.0
10346.Webster.1.F7.67	32867.0	1.0
10346.SS.1.2	10.0	1.0
10346.68	20373.0	145.0
10346.Webster.3.A8.196	50602.0	3.0
10346.TV11.7.2	82061.0	2.0
10346.IO5.Wnh	60097.0	371.0
10346.Webster.2.A1.95	8967.0	1.0
10346.SW.26	35203.0	249.0
10346.P06	35840.0	3.0
10346.SWPRBV1	68848.0	533.0
10346.Webster.3.D12.236	32808.0	4.0
10346.TW10.10.II	31280.0	1168.0
10346.BR7C.Jul	5619.0	58.0
10346.AF11.8.15	51470.0	4.0
10346.Webster.1.E12.60	57599.0	1.0
10346.ALG12.98	22068.0	4.0
10346.CL300	34685.0	24.0
10346.6	117905.0	2.0
10346.17	77433.0	1.0
10346.TV10.12.12	77886.0	5.0
10346.Webster.3.E12.248	32858.0	5.0
10346.Webster.4.B10.304	47650.0	1.0
10346.IO5.36	53842.0	2.0
10346.2	27468.0	1.0
10346.CCSA.3	41108.0	239.0
10346.TO11.5.7	50828.0	1.0
10346.Webster.5.C7.407	56458.0	485.0
10346.Webster.3.G6.266	37267.0	1.0
10346.Webster.4.C11.317	42647.0	1.0
10346.BH2.gDNA	49236.0	51.0
10346.Webster.4.B4.298	27166.0	3.0
10346.TW10.12.II	24610.0	132.0
10346.127	41116.0	15.0
10346.CL50	43778.0	1.0
10346.TO11.4.7	53816.0	4.0
10346.SWBH.1	45147.0	1860.0
10346.ALG12.97	54365.0	11.0
10346.SW.06	35155.0	1.0
10346.Webster.1.C3.27	70001.0	33.0
10346.Webster.5.D6.418	5.0	1.0
10346.SS.20.2	39195.0	2.0
10346.ALG12.91	48076.0	17.0
10346.Webster.5.C5.405	82422.0	719.0
10346.Webster.2.B7.113	69120.0	13.0
10346.SS.1.1	92245.0	8.0
10346.Webster.1.B7.19	44152.0	19.0
10346.N50.9.1.11.BC	119582.0	103.0
10346.BCD23SED	48568.0	1.0
10346.80	51779.0	44.0
10346.IF5.4	59479.0	1.0
10346.95	39397.0	2.0
10346.TV11.3.7	67574.0	1.0
10346.106	40515.0	95.0
10346.AF10.5.15	60872.0	2.0
10346.TO11.1.19	51474.0	1.0
10346.50	84194.0	7.0
10346.BR10C.Jan	31592.0	69.0
10346.SI06.80	29076.0	63.0
10346.Webster.3.A6.194	37555.0	7.0
10346.SS.19.1	35328.0	2.0
10346.TV11.1.7	66567.0	1.0
10346.5.29.3H	31308.0	1.0
10346.AF11.6.7	57997.0	2.0
10346.Webster.3.E1.237	54605.0	3.0
10346.P12x151	35595.0	20.0
10346.Webster.4.B11.305	48965.0	1.0
10346.ALG12.99	45617.0	5.0
10346.IF2.WIII	64886.0	1638.0
10346.5.11.Water	49615.0	447.0
10346.TW11.7.I	45580.0	3216.0
10346.SI06.79	35939.0	13.0
10346.IF2.WII	55596.0	1216.0
10346.Webster.1.A7.7	63663.0	28.0
10346.ALG12.106	38900.0	33.0
10346.AW10.8.II	34989.0	2700.0
10346.SW.27	22043.0	79.0
10346.BCH32SED	31734.0	2.0
10346.GC.1.1	41428.0	5.0
10346.TV10.6.7	50323.0	1.0
10346.SW.H2O.4	46128.0	762.0
10346.Webster.5.E6.430	96622.0	814.0
10346.Webster.4.G11.365	29497.0	7.0
10346.SS.5.1	23118.0	5.0
10346.BCD31SED	32857.0	1.0
10346.Webster.2.A4.98	71973.0	25.0
10346.Webster.5.A6.382	40146.0	48.0
10346.33	3284.0	8.0
10346.AW10.12.II	13030.0	98.0
10346.Webster.2.D1.130	67153.0	2.0
10346.SI06.53	57692.0	3.0
10346.Cl178	21112.0	58.0
10346.Webster.3.A2.190	87395.0	1.0
10346.TV11.2.2	63365.0	5.0
10346.Webster.3.B4.204	65840.0	2.0
10346.Webster.3.C4.216	56335.0	2.0
10346.GC.4.3	5122.0	20.0
10346.Webster.2.G6.171	106938.0	1.0
10346.TW11.2.III	43112.0	323.0
10346.AF11.5.7	45793.0	2.0
10346.Webster.1.C7.31	56497.0	20.0
10346.47	30769.0	35.0
10346.TV10.12.2	69955.0	6.0
10346.ALG12.108	29066.0	27.0
10346.48	74390.0	127.0
10346.P12x118	53932.0	3.0
10346.BR10C.Jul	15814.0	138.0
10346.CL110	13696.0	46.0
10346.Webster.5.C9.409	75100.0	902.0
10346.P12x150	30266.0	8.0
10346.IO2.18	55382.0	8.0
10346.BZ09x1	9411.0	1.0
10346.CL299	11010.0	14.0
10346.SW.08	25419.0	1.0
10346.Webster.4.G12.366	83889.0	20.0
10346.Webster.5.D10.422	8813.0	205.0
10346.P57	16546.0	5.0
10346.Webster.5.C10.410	75250.0	581.0
10346.Webster.4.A8.290	108331.0	1.0
10346.P12x145	32076.0	24.0
10346.Webster.5.D7.419	23955.0	273.0
10346.SWSA.3	48228.0	1520.0
10346.AW10.5.III	32124.0	1427.0
10346.IO2.35	47553.0	2.0
10346.SD13SED	37692.0	3.0
10346.IO2.WIII	56968.0	1656.0
10346.AF10.11.15	50364.0	2.0
10346.P12x18	30436.0	27.0
10346.Webster.3.E6.242	41229.0	2.0
10346.P12x58	36074.0	7.0
10346.ALG12.100	54151.0	17.0
10346.SI06x69	23414.0	96.0
10346.TV11.6.7	70776.0	7.0
10346.TO10.9.7	53040.0	1.0
10346.SI06.94	41354.0	396.0
10346.SS.7.3	54374.0	16.0
10346.SWMX1.1	42674.0	701.0
10346.Webster.4.H8.374	58858.0	6.0
10346.TV10.7.12	66599.0	1.0
10346.5.29.6I	42578.0	1.0
10346.IF5.23	68676.0	1.0
10346.AW10.11.II	39450.0	755.0
10346.12.VIII.09.1.001	21512.0	1.0
10346.IO2.WII	52599.0	1283.0
10346.P12x133	9174.0	14.0
10346.94	33912.0	9.0
10346.IF5.Wctr	28283.0	332.0
10346.Webster.1.G8.80	63235.0	3.0
10346.Webster.2.B4.110	39115.0	3.0
10346.89	44028.0	1.0
10346.P12x54	73195.0	390.0
10346.TV11.6.12	63455.0	2.0
10346.P12x20	37924.0	10.0
10346.Webster.1.C5.29	44833.0	8.0
10346.Webster.1.D6.42	64112.0	1.0
10346.SS.25.3	52631.0	1.0
10346.TV10.7.2	68971.0	4.0
10346.Webster.5.A12.388	22628.0	107.0
10346.AW10.3.II	55030.0	272.0
10346.ALG12.111	7799.0	32.0
10346.BCH11SED	51621.0	6.0
10346.SW.16	23715.0	107.0
10346.Webster.5.B6.394	31192.0	122.0
10346.SS.3.2	46312.0	9.0
10346.SW.H2O.5	50507.0	672.0
10346.Webster.3.F9.257	114339.0	8.0
10346.Webster.3.G11.271	76077.0	1.0
10346.Webster.4.F12.354	128944.0	36.0
10346.N50.5.10.11.BC	91713.0	162.0
10346.TV10.9.12	59634.0	4.0
10346.SWBHPK1	48279.0	1109.0
10346.P12x124	8338.0	12.0
10346.SS.14.3	70686.0	1.0
10346.BCH13SED	82169.0	5.0
10346.Webster.3.D2.226	22654.0	1.0
10346.Webster.3.F5.253	87261.0	7.0
10346.SS.26.2	24568.0	2.0
10346.GC.2.2	37524.0	80.0
10346.Webster.1.C4.28	58408.0	8.0
10346.AF11.4.9	52844.0	1.0
10346.BCH1H2O	62478.0	191.0
10346.TO11.5.22	96136.0	3.0
10346.40	46833.0	68.0
10346.AW10.11.I	34448.0	691.0
10346.SWBHMPV3	65237.0	169.0
10346.IO5.18	52715.0	10.0
10346.Webster.2.F7.160	146061.0	1.0
10346.TW10.6.I	39169.0	4115.0
10346.59	39034.0	11.0
10346.P12x56	28479.0	10.0
10346.Cl179	18353.0	35.0
10346.CL42	29664.0	3.0
10346.Webster.1.B11.23	57943.0	18.0
10346.N32.5.9.11.DC	53662.0	135.0
10346.TW10.9.III	65723.0	3811.0
10346.BCD11SED	39915.0	3.0
10346.SW.241	39542.0	672.0
10346.AW11.3.II	8534.0	132.0
10346.BR10C.Nov	57272.0	181.0
10346.GC.3.4	56266.0	10.0
10346.Webster.3.C5.217	62785.0	9.0
10346.SS.25.1	63957.0	1.0
10346.Webster.3.G12.272	30969.0	1.0
10346.TW10.11.I	34612.0	363.0
10346.96	20819.0	220.0
10346.AW10.5.II	46079.0	1967.0
10346.TW10.11.II	50932.0	402.0
10346.Webster.4.G2.356	28956.0	3.0
10346.Webster.3.E2.238	41560.0	4.0
10346.Webster.1.E8.56	82693.0	3.0
10346.Webster.1.D12.48	45714.0	1.0
10346.Webster.1.D9.45	93986.0	36.0
10346.49	43832.0	15.0
10346.SH22SED	45338.0	3.0
10346.43	64357.0	52.0
10346.SS.3.3	31073.0	1.0
10346.Webster.3.A4.192	60863.0	10.0
10346.Webster.3.H1.273	42621.0	1.0
10346.5.11.5I	50761.0	1.0
10346.SWMX1.3	37088.0	99.0
10346.AW11.2.I	47601.0	476.0
10346.SD11SED	46495.0	1.0
10346.CL264	5733.0	20.0
10346.45	16088.0	12.0
10346.AW10.6.II	26.0	1.0
10346.Webster.1.D8.44	82620.0	87.0
10346.SH33SED	40320.0	1.0
10346.Webster.3.C10.222	92349.0	1.0
10346.Webster.3.D7.231	59534.0	4.0
10346.Webster.5.A3.379	20336.0	120.0
10346.ALG12.2	58659.0	20.0
10346.ALG12.114	24388.0	68.0
10346.BCD12SED	56132.0	4.0
10346.HW9C.Jan	55313.0	669.0
10346.AW11.2.III	38570.0	286.0
10346.5.29.6H	627.0	1.0
10346.Webster.4.D7.325	113503.0	1.0
10346.IF2.31	46812.0	3.0
10346.12	47616.0	324.0
