	N	N_genus
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	88515.0	24.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	58.0
2192.H04a.Hand.1957.lane6.NoIndex.L006	65707.0	13.0
2192.H01a.Hand.10.lane1.NoIndex.L001	113060.0	2.0
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	31.0
2192.H07a.Foot.3632.lane6.NoIndex.L006	87145.0	6.0
2192.H05b.Foot.2504.lane6.NoIndex.L006	69545.0	2.0
2192.H01a.Bathroom.Door.Knob.102.lane1.NoIndex.L001	102548.0	1.0
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002	56538.0	12.0
2192.H06a.Foot.3014.lane5.NoIndex.L005	61633.0	2.0
2192.H05b.Hand.2551.lane6.NoIndex.L006	60008.0	16.0
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	22.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	24.0
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002	70527.0	4.0
2192.H06b.Foot.3056.lane5.NoIndex.L005	63374.0	2.0
2192.H05b.Hand.2914.lane5.NoIndex.L005	61031.0	1.0
2192.H01a.Hand.13.lane1.NoIndex.L001	91019.0	1.0
2192.H06b.Nose.3276.lane6.NoIndex.L006	71408.0	5.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	25.0
2192.H07b.Front.Door.Knob.3965.lane2.NoIndex.L002	75638.0	4.0
2192.H04a.Foot.2003.lane6.NoIndex.L006	87969.0	2.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	1.0
2192.H03a.Nose.1332.lane6.NoIndex.L006	58008.0	20.0
2192.H06b.Foot.3227.lane6.NoIndex.L006	63041.0	3.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	155.0
2192.H01a.Hand.298.lane2.NoIndex.L002	81143.0	1.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	3.0
2192.H06b.Kitchen.Light.Switch.3147.lane5.NoIndex.L005	53199.0	1.0
2192.H05b.Front.Door.Knob.2909.lane1.NoIndex.L001	70515.0	6.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	25.0
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	2.0
2192.H01a.Foot.104.lane2.NoIndex.L002	90715.0	13.0
2192.H03a.Foot.1379.lane6.NoIndex.L006	89584.0	3.0
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	22.0
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	76593.0	3.0
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006	47208.0	6.0
2192.H06b.Foot.3179.lane5.NoIndex.L005	81632.0	4.0
2192.H05b.Front.Door.Knob.2501.lane5.NoIndex.L005	56192.0	3.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	21.0
2192.H04a.Dog.Nose.1845.lane6.NoIndex.L006	70394.0	1.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	6.0
2192.H01a.Hand.109.lane2.NoIndex.L002	86632.0	6.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	1.0
2192.H01a.Nose.42.lane6.NoIndex.L006	79179.0	2.0
2192.H06b.Kitchen.Light.Switch.3219.lane2.NoIndex.L002	87979.0	2.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	24.0
2192.H05b.Bathroom.Door.Knob.2718.lane5.NoIndex.L005	79482.0	1.0
2192.H05b.Hand.2458.lane6.NoIndex.L006	64665.0	26.0
2192.H01a.Foot.281.lane2.NoIndex.L002	70346.0	9.0
2192.H06b.Hand.3202.lane6.NoIndex.L006	63530.0	12.0
2192.H04a.Dog.Foot.1991.lane6.NoIndex.L006	82947.0	8.0
2192.H01a.Kitchen.Light.Switch.171.lane2.NoIndex.L002	71223.0	2.0
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001	97721.0	17.0
2192.H01a.Foot.254.lane2.NoIndex.L002	61968.0	5.0
2192.H01a.Hand.127.lane2.NoIndex.L002	80717.0	7.0
2192.H05b.Foot.2600.lane6.NoIndex.L006	65341.0	1.0
2192.H06b.Kitchen.Counter.3361.lane5.NoIndex.L005	48918.0	9.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	6.0
2192.H02a.Hand.607.lane2.NoIndex.L002	71553.0	2.0
2192.H02a.Kitchen.Counter.625.lane2.NoIndex.L002	54145.0	5.0
2192.H05b.Kitchen.Light.Switch.2955.lane1.NoIndex.L001	55816.0	1.0
2192.H03a.Kitchen.Counter.1201.lane2.NoIndex.L002	93855.0	1.0
2192.H01a.Foot.80.lane1.NoIndex.L001	87865.0	1.0
2192.H01a.Hand.16.lane1.NoIndex.L001	136828.0	5.0
2192.H07a.Kitchen.Counter.3721.lane2.NoIndex.L002	117039.0	4.0
2192.H04a.Hand.1810.lane6.NoIndex.L006	86886.0	22.0
2192.H05b.Hand.2938.lane5.NoIndex.L005	49858.0	4.0
2192.H01a.Nose.327.lane6.NoIndex.L006	17589.0	2.0
2192.H03a.Hand.1210.lane5.NoIndex.L005	50018.0	1.0
2192.H04a.Kitchen.Counter.1825.lane5.NoIndex.L005	89252.0	5.0
2192.H06b.Foot.3272.lane6.NoIndex.L006	59042.0	37.0
2192.H07a.Front.Door.Knob.3677.lane2.NoIndex.L002	99032.0	14.0
2192.H01a.Foot.257.lane2.NoIndex.L002	87661.0	7.0
2192.H05b.Kitchen.Light.Switch.2523.lane5.NoIndex.L005	54391.0	5.0
2192.H01a.Front.Door.Knob.53.lane1.NoIndex.L001	83282.0	8.0
2192.H04a.Dog.Nose.2109.lane6.NoIndex.L006	99980.0	1.0
2192.H07b.Foot.3848.lane6.NoIndex.L006	63087.0	12.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	7.0
2192.H06b.Hand.3271.lane6.NoIndex.L006	72262.0	2.0
2192.H05b.Kitchen.Light.Switch.2787.lane6.NoIndex.L006	78908.0	4.0
2192.H06b.Nose.3111.lane6.NoIndex.L006	64306.0	2.0
2192.H07a.Cat.Fur.3758.lane6.NoIndex.L006	92473.0	5.0
2192.H01a.Nose.132.lane6.NoIndex.L006	50916.0	13.0
2192.H06b.Front.Door.Knob.3317.lane5.NoIndex.L005	54995.0	1.0
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	11.0
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	3.0
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	20.0
2192.H01a.Front.Door.Knob.245.lane2.NoIndex.L002	51193.0	3.0
2192.H05b.Kitchen.Floor.2498.lane5.NoIndex.L005	44049.0	2.0
2192.H01a.Kitchen.Light.Switch.99.lane1.NoIndex.L001	101371.0	1.0
2192.H03a.Nose.1431.lane6.NoIndex.L006	79958.0	1.0
2192.H06b.Foot.3248.lane6.NoIndex.L006	71981.0	34.0
2192.H04a.Front.Door.Knob.2093.lane2.NoIndex.L002	101749.0	17.0
2192.H01a.Foot.161.lane2.NoIndex.L002	85378.0	4.0
2192.H01a.Foot.299.lane2.NoIndex.L002	81169.0	1.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	12.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	32.0
2192.H02a.Foot.848.lane5.NoIndex.L005	70464.0	1.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	8.0
2192.H03a.Nose.1284.lane6.NoIndex.L006	53041.0	6.0
2192.H05b.Front.Door.Knob.2813.lane6.NoIndex.L006	65585.0	107.0
2192.H04a.Foot.1979.lane6.NoIndex.L006	80580.0	20.0
2192.H04a.Kitchen.Counter.1849.lane5.NoIndex.L005	117596.0	11.0
2192.H04a.Front.Door.Knob.1901.lane6.NoIndex.L006	75118.0	15.0
2192.H01a.Front.Door.Knob.149.lane1.NoIndex.L001	89150.0	1.0
2192.H06b.Nose.3063.lane6.NoIndex.L006	77021.0	5.0
2192.H04a.Hand.1933.lane6.NoIndex.L006	78544.0	1.0
2192.H01a.Hand.223.lane2.NoIndex.L002	82755.0	2.0
2192.H04a.Bathroom.Door.Knob.1830.lane5.NoIndex.L005	75327.0	1.0
2192.H03a.Kitchen.Light.Switch.1371.lane5.NoIndex.L005	92568.0	1.0
2192.H02a.Front.Door.Knob.773.lane2.NoIndex.L002	94175.0	6.0
2192.H05b.Hand.2410.lane6.NoIndex.L006	73243.0	3.0
2192.H07a.Nose.3657.lane6.NoIndex.L006	76267.0	2.0
2192.H06b.Hand.3151.lane5.NoIndex.L005	54163.0	1.0
2192.H06b.Kitchen.Floor.3098.lane1.NoIndex.L001	69981.0	26.0
2192.H02a.Hand.823.lane2.NoIndex.L002	60836.0	1.0
2192.H01a.Nose.297.lane6.NoIndex.L006	45015.0	2.0
2192.H04a.Kitchen.Floor.1874.lane6.NoIndex.L006	90787.0	8.0
2192.H01a.Foot.182.lane2.NoIndex.L002	92303.0	6.0
2192.H06b.Bedroom.Floor.3292.lane5.NoIndex.L005	67735.0	3.0
2192.H03a.Kitchen.Counter.1441.lane5.NoIndex.L005	98805.0	34.0
2192.H07b.Nose.4041.lane1.NoIndex.L001	126291.0	5.0
2192.H05b.Kitchen.Counter.2617.lane5.NoIndex.L005	72880.0	1.0
2192.H04a.Hand.1930.lane6.NoIndex.L006	75902.0	27.0
2192.H05b.Kitchen.Light.Switch.2979.lane1.NoIndex.L001	69993.0	5.0
2192.H02a.Bathroom.Door.Knob.630.lane2.NoIndex.L002	50500.0	2.0
2192.H02a.Kitchen.Light.Switch.627.lane2.NoIndex.L002	56498.0	6.0
2192.H03a.Hand.1333.lane6.NoIndex.L006	89846.0	112.0
2192.H01a.Foot.305.lane2.NoIndex.L002	79969.0	3.0
2192.H04a.Front.Door.Knob.1925.lane6.NoIndex.L006	76424.0	2.0
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	18.0
2192.H04a.Nose.2103.lane5.NoIndex.L005	96155.0	5.0
2192.H06b.Kitchen.Floor.3338.lane5.NoIndex.L005	58882.0	5.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	2.0
2192.H01a.Nose.282.lane6.NoIndex.L006	58687.0	48.0
2192.H05b.Kitchen.Floor.2954.lane1.NoIndex.L001	63416.0	12.0
2192.H03a.Foot.1208.lane5.NoIndex.L005	67474.0	4.0
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	61378.0	5.0
2192.H01a.Hand.160.lane2.NoIndex.L002	68271.0	5.0
2192.H04a.Kitchen.Light.Switch.2067.lane2.NoIndex.L002	102904.0	1.0
2192.H07b.Kitchen.Light.Switch.4179.lane6.NoIndex.L006	56120.0	17.0
2192.H07b.Cat.Fur.3854.lane6.NoIndex.L006	61859.0	8.0
2192.H03a.Nose.1401.lane6.NoIndex.L006	77611.0	2.0
2192.H04a.Dog.Foot.2015.lane5.NoIndex.L005	65513.0	9.0
2192.H06a.Nose.3015.lane6.NoIndex.L006	81118.0	1.0
2192.H01a.Nose.183.lane6.NoIndex.L006	43608.0	10.0
2192.H04a.Hand.1861.lane6.NoIndex.L006	81906.0	1.0
2192.H07b.Foot.4067.lane6.NoIndex.L006	87542.0	5.0
2192.H05b.Bathroom.Door.Knob.2886.lane1.NoIndex.L001	65234.0	1.0
2192.H06b.Foot.3296.lane6.NoIndex.L006	58345.0	1.0
2192.H04a.Hand.2074.lane6.NoIndex.L006	73028.0	21.0
2192.H07b.Bathroom.Door.Knob.4158.lane6.NoIndex.L006	68428.0	4.0
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	52.0
2192.H05b.Nose.2457.lane5.NoIndex.L005	70991.0	2.0
2192.H07b.Foot.4019.lane6.NoIndex.L006	87874.0	14.0
2192.H01a.Nose.114.lane6.NoIndex.L006	52920.0	14.0
2192.H01a.Kitchen.Floor.74.lane1.NoIndex.L001	103930.0	47.0
2192.H03a.Bedroom.Floor.1276.lane5.NoIndex.L005	37620.0	6.0
2192.H01a.Front.Door.Knob.269.lane2.NoIndex.L002	65249.0	2.0
2192.H06b.Kitchen.Counter.3145.lane5.NoIndex.L005	56221.0	3.0
2192.H07a.Kitchen.Floor.3746.lane2.NoIndex.L002	102247.0	18.0
2192.H01a.Bathroom.Door.Knob.78.lane1.NoIndex.L001	121090.0	2.0
2192.H06b.Front.Door.Knob.3293.lane5.NoIndex.L005	61611.0	15.0
2192.H03a.Hand.1405.lane6.NoIndex.L006	78094.0	22.0
2192.H02a.Kitchen.Light.Switch.771.lane2.NoIndex.L002	68672.0	2.0
2192.H04a.Foot.1883.lane6.NoIndex.L006	51939.0	1.0
2192.H05b.Nose.2481.lane5.NoIndex.L005	92658.0	1.0
2192.H01a.Foot.179.lane2.NoIndex.L002	88955.0	8.0
2192.H07b.Foot.4040.lane6.NoIndex.L006	45620.0	7.0
2192.H06b.Kitchen.Floor.3146.lane5.NoIndex.L005	43026.0	2.0
2192.H05b.Kitchen.Floor.2906.lane1.NoIndex.L001	63942.0	3.0
2192.H03a.Foot.1520.lane6.NoIndex.L006	61641.0	24.0
2192.H06b.Nose.3249.lane6.NoIndex.L006	72580.0	3.0
2192.H01a.Hand.136.lane2.NoIndex.L002	66315.0	3.0
2192.H05b.Bathroom.Door.Knob.2742.lane5.NoIndex.L005	90526.0	2.0
2192.H07a.Cat.Paw.3757.lane6.NoIndex.L006	89137.0	2.0
2192.H02a.Bedroom.Floor.700.lane2.NoIndex.L002	104432.0	18.0
2192.H06b.Front.Door.Knob.3149.lane5.NoIndex.L005	54168.0	3.0
2192.H03a.Bedroom.Floor.1300.lane5.NoIndex.L005	97281.0	12.0
2192.H03a.Front.Door.Knob.1493.lane5.NoIndex.L005	96763.0	18.0
2192.H05b.Hand.2887.lane5.NoIndex.L005	56092.0	1.0
2192.H07a.Bathroom.Door.Knob.3654.lane2.NoIndex.L002	100460.0	5.0
2192.H07b.Foot.3968.lane6.NoIndex.L006	73680.0	4.0
2192.H01a.Nose.135.lane6.NoIndex.L006	52875.0	13.0
2192.H03a.Kitchen.Floor.1466.lane5.NoIndex.L005	56619.0	39.0
2192.H07b.Kitchen.Floor.3866.lane2.NoIndex.L002	74668.0	9.0
2192.H06a.Bedroom.Floor.3028.lane1.NoIndex.L001	60025.0	2.0
2192.H06a.Hand.3010.lane5.NoIndex.L005	64935.0	2.0
2192.H06b.Front.Door.Knob.3221.lane2.NoIndex.L002	99192.0	9.0
2192.H07b.Bedroom.Floor.3988.lane2.NoIndex.L002	80135.0	6.0
2192.H01a.Nose.60.lane6.NoIndex.L006	71618.0	6.0
2192.H03a.Nose.1260.lane6.NoIndex.L006	57372.0	12.0
2192.H06b.Kitchen.Light.Switch.3267.lane2.NoIndex.L002	69661.0	1.0
2192.H07b.Front.Door.Knob.4037.lane2.NoIndex.L002	93182.0	33.0
2192.H04a.Foot.1886.lane6.NoIndex.L006	72229.0	17.0
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	52769.0	3.0
2192.H04a.Hand.1981.lane6.NoIndex.L006	1061.0	1.0
2192.H07b.Nose.4092.lane1.NoIndex.L001	106367.0	12.0
2192.H04a.Dog.Foot.1892.lane6.NoIndex.L006	82380.0	43.0
2192.H05b.Hand.2746.lane5.NoIndex.L005	68456.0	1.0
2192.H04a.Bedroom.Floor.1924.lane6.NoIndex.L006	87409.0	1.0
2192.H06b.Hand.3367.lane6.NoIndex.L006	78478.0	2.0
2192.H03a.Foot.1427.lane6.NoIndex.L006	97833.0	3.0
2192.H07a.Cat.Fur.3734.lane6.NoIndex.L006	93064.0	1.0
2192.H05b.Foot.2795.lane5.NoIndex.L005	67905.0	27.0
2192.H06b.Kitchen.Light.Switch.3051.lane1.NoIndex.L001	77782.0	4.0
2192.H05b.Hand.2722.lane5.NoIndex.L005	64289.0	2.0
2192.H05b.Foot.2939.lane5.NoIndex.L005	62711.0	2.0
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	49.0
2192.H06b.Nose.3327.lane6.NoIndex.L006	60406.0	4.0
2192.H07b.Hand.4015.lane6.NoIndex.L006	74898.0	8.0
2192.H03a.Foot.1496.lane6.NoIndex.L006	67770.0	10.0
2192.H06b.Bedroom.Floor.3172.lane2.NoIndex.L002	121714.0	5.0
2192.H06b.Kitchen.Floor.3362.lane5.NoIndex.L005	54894.0	29.0
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	26.0
2192.H02a.Foot.728.lane2.NoIndex.L002	86004.0	3.0
2192.H07b.Hand.4138.lane6.NoIndex.L006	68286.0	12.0
2192.H01a.Kitchen.Counter.1.lane1.NoIndex.L001	78026.0	6.0
2192.H05b.Hand.2794.lane5.NoIndex.L005	68432.0	4.0
2192.H03a.Nose.1239.lane6.NoIndex.L006	57526.0	26.0
2192.H07b.Bedroom.Floor.4036.lane2.NoIndex.L002	52653.0	14.0
2192.H01a.Foot.134.lane2.NoIndex.L002	87718.0	2.0
2192.H03a.Hand.1453.lane6.NoIndex.L006	56746.0	53.0
2192.H05b.Bedroom.Floor.2716.lane5.NoIndex.L005	67420.0	1.0
2192.H06b.Bedroom.Floor.3076.lane1.NoIndex.L001	75965.0	1.0
2192.H05b.Hand.2650.lane5.NoIndex.L005	67829.0	3.0
2192.H05b.Nose.2529.lane5.NoIndex.L005	73609.0	4.0
2192.H04a.Bedroom.Floor.1804.lane5.NoIndex.L005	106527.0	3.0
2192.H06b.Front.Door.Knob.3269.lane2.NoIndex.L002	72940.0	1.0
2192.H02a.Front.Door.Knob.653.lane2.NoIndex.L002	58865.0	3.0
2192.H05b.Foot.2480.lane6.NoIndex.L006	81374.0	30.0
2192.H01a.Foot.110.lane2.NoIndex.L002	66457.0	7.0
2192.H07a.Hand.3682.lane6.NoIndex.L006	81545.0	1.0
2192.H04a.Foot.1814.lane6.NoIndex.L006	77844.0	28.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	12.0
2192.H06b.Foot.3083.lane5.NoIndex.L005	54043.0	21.0
2192.H05b.Foot.2963.lane5.NoIndex.L005	79087.0	42.0
2192.H01a.Kitchen.Floor.290.lane2.NoIndex.L002	51971.0	10.0
2192.H07b.Nose.4113.lane1.NoIndex.L001	77918.0	1.0
2192.H02a.Bedroom.Floor.676.lane2.NoIndex.L002	62791.0	1.0
2192.H01a.Kitchen.Light.Switch.3.lane1.NoIndex.L001	80787.0	1.0
2192.H02a.Kitchen.Light.Switch.651.lane2.NoIndex.L002	58429.0	2.0
2192.H01a.Hand.7.lane1.NoIndex.L001	94273.0	4.0
2192.H06b.Foot.3374.lane6.NoIndex.L006	73526.0	9.0
2192.H01a.Nose.15.lane6.NoIndex.L006	70480.0	87.0
2192.H02a.Foot.920.lane5.NoIndex.L005	46326.0	2.0
2192.H03a.Hand.1279.lane6.NoIndex.L006	129776.0	3.0
2192.H06b.Foot.3059.lane5.NoIndex.L005	69332.0	7.0
2192.H05b.Nose.2532.lane5.NoIndex.L005	84009.0	1.0
2192.H01a.Hand.55.lane1.NoIndex.L001	103032.0	3.0
2192.H02a.Bedroom.Floor.796.lane2.NoIndex.L002	93208.0	2.0
2192.H06b.Nose.3159.lane6.NoIndex.L006	73377.0	3.0
2192.H06b.Nose.3375.lane6.NoIndex.L006	76762.0	1.0
2192.H06b.Foot.3344.lane6.NoIndex.L006	86519.0	4.0
2192.H06b.Hand.3103.lane5.NoIndex.L005	47846.0	3.0
2192.H02a.Kitchen.Counter.601.lane2.NoIndex.L002	66176.0	4.0
2192.H01a.Hand.40.lane1.NoIndex.L001	109907.0	1.0
2192.H03a.Nose.1305.lane6.NoIndex.L006	46195.0	6.0
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	20.0
2192.H05b.Foot.2843.lane5.NoIndex.L005	80069.0	1.0
2192.H01a.Nose.87.lane6.NoIndex.L006	49354.0	50.0
2192.H02a.Nose.681.lane6.NoIndex.L006	65905.0	19.0
2192.H05b.Kitchen.Floor.2642.lane5.NoIndex.L005	78794.0	136.0
2192.H01a.Foot.131.lane2.NoIndex.L002	77761.0	22.0
2192.H01a.Front.Door.Knob.197.lane2.NoIndex.L002	74504.0	6.0
2192.H06a.Nose.3039.lane6.NoIndex.L006	71007.0	4.0
2192.H01a.Nose.156.lane6.NoIndex.L006	72628.0	2.0
2192.H07b.Foot.4136.lane6.NoIndex.L006	58703.0	5.0
2192.H05b.Foot.2819.lane5.NoIndex.L005	67810.0	27.0
2192.H01a.Kitchen.Floor.194.lane2.NoIndex.L002	62513.0	23.0
2192.H03a.Hand.1450.lane6.NoIndex.L006	65737.0	31.0
2192.H05b.Hand.2818.lane5.NoIndex.L005	60978.0	2.0
2192.H06b.Foot.3320.lane6.NoIndex.L006	83381.0	24.0
2192.H05b.Hand.2719.lane5.NoIndex.L005	89377.0	6.0
2192.H07b.Front.Door.Knob.4061.lane2.NoIndex.L002	120191.0	58.0
2192.H04a.Front.Door.Knob.2069.lane2.NoIndex.L002	118981.0	25.0
2192.H02a.Nose.897.lane6.NoIndex.L006	44032.0	3.0
2192.H06b.Kitchen.Floor.3074.lane1.NoIndex.L001	48450.0	4.0
2192.H03a.Hand.1447.lane6.NoIndex.L006	93870.0	3.0
2192.H01a.Hand.232.lane2.NoIndex.L002	64995.0	2.0
2192.H06b.Kitchen.Floor.3314.lane5.NoIndex.L005	51741.0	1.0
2192.H05b.Nose.2673.lane5.NoIndex.L005	66671.0	3.0
2192.H01a.Nose.321.lane6.NoIndex.L006	1321.0	1.0
2192.H06a.Foot.3038.lane5.NoIndex.L005	66761.0	2.0
2192.H03a.Hand.1357.lane6.NoIndex.L006	51211.0	6.0
2192.H06b.Hand.3319.lane6.NoIndex.L006	76927.0	1.0
2192.H03a.Nose.1359.lane6.NoIndex.L006	62614.0	19.0
2192.H05a.Foot.2432.lane6.NoIndex.L006	76925.0	1.0
2192.H05b.Nose.2460.lane5.NoIndex.L005	61489.0	3.0
2192.H05b.Bathroom.Door.Knob.2790.lane6.NoIndex.L006	70788.0	3.0
2192.H04a.Foot.1904.lane6.NoIndex.L006	76123.0	4.0
2192.H02a.Bedroom.Floor.748.lane2.NoIndex.L002	81016.0	5.0
2192.H04a.Dog.Foot.1943.lane6.NoIndex.L006	90915.0	27.0
2192.H07b.Foot.3947.lane6.NoIndex.L006	68742.0	4.0
2192.H07a.Bathroom.Door.Knob.3774.lane2.NoIndex.L002	64982.0	25.0
2192.H05b.Hand.2935.lane5.NoIndex.L005	61000.0	1.0
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	104947.0	9.0
2192.H02a.Kitchen.Counter.793.lane2.NoIndex.L002	92547.0	6.0
2192.H05a.Hand.5009.lane6.NoIndex.L006	35701.0	2.0
2192.H03a.Nose.1311.lane6.NoIndex.L006	54253.0	1.0
2192.H05b.Hand.2626.lane5.NoIndex.L005	67535.0	3.0
2192.H05b.Bedroom.Floor.2452.lane2.NoIndex.L002	100099.0	1.0
2192.H05b.Nose.2865.lane5.NoIndex.L005	76878.0	6.0
2192.H03a.Nose.1281.lane6.NoIndex.L006	68063.0	9.0
2192.H07b.Foot.4091.lane6.NoIndex.L006	50917.0	9.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	1.0
2192.H06b.Kitchen.Floor.3242.lane2.NoIndex.L002	112263.0	60.0
2192.H07a.Kitchen.Light.Switch.3627.lane5.NoIndex.L005	62348.0	1.0
