	N	N_genus
10346.BCH21SED	66132.0	7.0
10346.SWPRBV1	68848.0	6.0
10346.N50.11.10.11.BC	57414.0	1.0
10346.AW10.10.II	35819.0	1.0
10346.TW10.12.I	53772.0	3.0
10346.TW10.3.III	60771.0	1.0
10346.SWPRBV2	44066.0	3.0
10346.SW.19	26453.0	3.0
10346.BR10C.Nov	57272.0	2.0
10346.CL42	29664.0	1.0
10346.CCBH.1	57420.0	3.0
10346.TW11.2.I	47441.0	3.0
10346.SD12SED	50414.0	5.0
10346.P12x118	53932.0	1.0
10346.SI06.93	32571.0	8.0
10346.HW4A.Nov	40390.0	7.0
10346.IF2.7	53246.0	225.0
10346.AF10.10.15	66605.0	2.0
10346.AW10.7.II	30464.0	1.0
10346.P12x59	153502.0	2.0
10346.SWSA.2	45795.0	2.0
10346.SWBHSS3	67957.0	3.0
10346.SWBHMPV2	54841.0	2.0
10346.SI06.94	41354.0	33.0
10346.P12x102	45093.0	1.0
10346.SWMX1.1	42674.0	1.0
10346.IF5.Wctr	28283.0	3.0
10346.AW11.6.III	34491.0	4.0
10346.BR10B.Nov	70953.0	5.0
10346.BCH1H2O	62478.0	3.0
10346.SS.7.3	54374.0	2.0
10346.SWBH.3	57126.0	1.0
10346.P31	26589.0	1.0
10346.SW.09	27832.0	1.0
10346.64	34881.0	1.0
10346.BCD31SED	32857.0	3.0
10346.11	49829.0	1.0
10346.20.X.00.1.015	30785.0	5.0
10346.AW11.4.II	35883.0	4.0
10346.AW10.4.II	54742.0	1.0
10346.HW9C.Jan	55313.0	33.0
10346.AW10.5.I	42838.0	4.0
10346.AW11.2.I	47601.0	1.0
10346.AW10.4.III	56084.0	1.0
10346.TV11.3.7	67574.0	5.0
10346.P10X38	24501.0	3.0
10346.SWMX1.2	39569.0	1.0
10346.BR10C.Jan	31592.0	5.0
10346.BCD11SED	39915.0	2.0
10346.SWBHMPV3	65237.0	3.0
10346.P12x58	36074.0	1.0
10346.5.IV.91.2.003	51124.0	1.0
10346.BCH13SED	82169.0	5.0
10346.CL13	18560.0	1.0
10346.IF2.WI	61022.0	1.0
10346.TW10.11.II	50932.0	2.0
10346.TW11.1.III	36691.0	1.0
10346.IO5.2	42637.0	2.0
10346.AW10.9.III	53852.0	2.0
10346.IO2.8	49002.0	1.0
10346.AW10.9.I	44610.0	1.0
10346.P81	38535.0	1.0
10346.TW11.4.II	34686.0	12.0
10346.IO5.Wnh	60097.0	7.0
10346.BCD22SED	33824.0	1.0
10346.IO2.WII	52599.0	1.0
10346.TW10.9.II	49921.0	1.0
10346.BR14A.Jan	35069.0	4.0
10346.TW10.8.II	39759.0	1.0
10346.27.V.93.2.7	47432.0	10.0
10346.TW10.4.II	46468.0	47.0
10346.SI06.11	50866.0	1.0
10346.BCD12SED	56132.0	1.0
10346.BCH31SED	56439.0	1.0
10346.TW10.12.II	24610.0	2.0
10346.Webster.2.A4.98	71973.0	1.0
10346.Webster.5.A4.380	25070.0	147.0
10346.Webster.5.B5.393	25485.0	29.0
10346.Webster.5.D7.419	23955.0	31.0
10346.Webster.5.A3.379	20336.0	515.0
10346.Webster.5.A1.377	12014.0	67.0
10346.Webster.5.D9.421	13004.0	19.0
10346.Webster.4.G10.364	37263.0	2.0
10346.Webster.5.E1.425	33850.0	15.0
10346.Webster.4.B7.301	140259.0	2.0
10346.Webster.5.A6.382	40146.0	614.0
10346.Webster.1.D9.45	93986.0	2.0
10346.Webster.5.D4.416	14680.0	25.0
10346.Webster.3.H6.278	38518.0	1.0
10346.Webster.4.F6.348	49612.0	1.0
10346.Webster.1.D7.43	331958.0	4.0
10346.Webster.4.A7.289	83340.0	2.0
10346.Webster.1.D11.47	48125.0	1.0
10346.Webster.4.H9.375	53989.0	1.0
10346.Webster.3.H10.282	111232.0	1.0
10346.Webster.5.A9.385	51358.0	615.0
10346.Webster.4.A6.288	40876.0	95.0
10346.Webster.3.H9.281	134215.0	2.0
10346.Webster.5.C8.408	148626.0	3.0
10346.Webster.2.D3.132	62991.0	1.0
10346.Webster.2.D1.130	67153.0	1.0
10346.Webster.4.G7.361	68847.0	3.0
10346.Webster.4.B8.302	93769.0	2.0
10346.Webster.4.G11.365	29497.0	1.0
10346.Webster.3.E5.241	61550.0	1.0
10346.Webster.4.C11.317	42647.0	1.0
10346.Webster.3.B10.210	61391.0	2.0
10346.Webster.2.H6.183	121732.0	3.0
10346.Webster.3.D7.231	59534.0	1.0
10346.Webster.3.B5.205	53852.0	2.0
10346.Webster.3.F6.254	42383.0	2.0
10346.Webster.3.B8.208	57927.0	1.0
10346.Webster.3.H8.280	138958.0	4.0
10346.Webster.4.B11.305	48965.0	1.0
10346.Webster.5.E2.426	616.0	3.0
10346.Webster.5.B10.398	41003.0	63.0
10346.Webster.3.E8.244	45507.0	1.0
10346.Webster.1.G9.81	50668.0	1.0
10346.Webster.3.B4.204	65840.0	1.0
10346.Webster.5.C7.407	56458.0	3.0
10346.Webster.3.D8.232	96511.0	1.0
10346.Webster.5.A11.387	38661.0	114.0
10346.Webster.5.D10.422	8813.0	33.0
10346.Webster.2.E6.147	137755.0	3.0
10346.Webster.3.C7.219	74487.0	2.0
10346.Webster.5.C9.409	75100.0	1.0
10346.Webster.4.G9.363	52906.0	1.0
10346.Webster.3.E9.245	131378.0	2.0
10346.Webster.5.A5.381	9477.0	72.0
10346.Webster.3.F2.250	59399.0	2.0
10346.Webster.3.A4.192	60863.0	1.0
10346.Webster.4.H2.368	50262.0	1.0
10346.Webster.4.E12.342	92672.0	2.0
10346.Webster.4.A3.285	38166.0	8.0
10346.Webster.2.C3.121	58549.0	1.0
10346.Webster.5.E5.429	158643.0	3.0
10346.Webster.4.B4.298	27166.0	1.0
10346.Webster.3.F9.257	114339.0	6.0
10346.Webster.1.H3.87	64764.0	2.0
10346.Webster.1.D6.42	64112.0	1.0
10346.Webster.1.E8.56	82693.0	1.0
10346.Webster.5.C6.406	67994.0	1.0
10346.Webster.5.C3.403	162831.0	4.0
10346.Webster.3.A9.197	122600.0	1.0
10346.Webster.1.B9.21	65659.0	2.0
10346.Webster.5.B6.394	31192.0	520.0
10346.Webster.3.A11.199	37383.0	1.0
10346.Webster.5.B4.392	24242.0	24.0
10346.Webster.3.F8.256	67396.0	2.0
10346.Webster.5.A12.388	22628.0	23.0
10346.Webster.2.B4.110	39115.0	2.0
10346.Webster.4.H8.374	58858.0	3.0
10346.Webster.3.G10.270	95945.0	2.0
10346.Webster.5.D12.424	6082.0	181.0
10346.Webster.3.C5.217	62785.0	2.0
10346.Webster.4.A5.287	70233.0	2.0
10346.Webster.5.C2.402	91280.0	2.0
10346.Webster.3.C10.222	92349.0	1.0
10346.Webster.5.B9.397	29870.0	17.0
10346.Webster.5.B7.395	16337.0	94.0
10346.Webster.1.F10.70	39495.0	1.0
10346.Webster.5.C4.404	51720.0	2.0
10346.Webster.3.D3.227	26665.0	1.0
10346.Webster.3.F5.253	87261.0	1.0
10346.Webster.4.F4.346	64898.0	1.0
10346.Webster.4.E6.336	54547.0	1.0
10346.Webster.5.B1.389	7194.0	10.0
10346.Webster.3.D4.228	51531.0	2.0
10346.Webster.2.A3.97	67.0	1.0
10346.Webster.3.G1.261	70565.0	3.0
10346.Webster.5.B8.396	43155.0	20.0
10346.Webster.1.F7.67	32867.0	1.0
10346.Webster.4.B1.295	37727.0	1.0
10346.Webster.1.B7.19	44152.0	1.0
10346.Webster.2.C2.120	47652.0	1.0
10346.Webster.3.A2.190	87395.0	1.0
10346.Webster.3.G5.265	72885.0	2.0
10346.Webster.5.A10.386	29671.0	30.0
10346.Webster.3.E10.246	64903.0	1.0
10346.Webster.4.A4.286	82147.0	1.0
10346.Webster.5.B3.391	42840.0	20.0
10346.Webster.4.H5.371	47035.0	1.0
10346.Webster.5.B11.399	36736.0	29.0
10346.Webster.5.B2.390	47907.0	22.0
10346.Webster.4.H1.367	20635.0	1.0
10346.Webster.4.A8.290	108331.0	1.0
10346.Webster.2.H8.185	71478.0	1.0
10346.Webster.3.F11.259	57825.0	1.0
10346.Webster.2.F6.159	116248.0	2.0
10346.Webster.3.E1.237	54605.0	2.0
10346.Webster.3.F4.252	56070.0	1.0
10346.Webster.4.E10.340	58053.0	1.0
10346.Webster.1.G12.84	35410.0	1.0
10346.BCH11SED	51621.0	2.0
10346.BCD21SED	28059.0	3.0
10346.SH22SED	45338.0	1.0
10346.BCD13SED	33996.0	4.0
10346.BCD33SED	64073.0	3.0
10346.SD31SED	50915.0	5.0
10346.BCH12SED	15022.0	1.0
10346.5.11.8D	27051.0	1.0
10346.BCH33SED	22925.0	1.0
10346.SH12SED	62759.0	3.0
10346.ALG12.113	7705.0	1.0
10346.BCH32SED	31734.0	13.0
10346.P12x51	41295.0	2.0
10346.PO10.3.7.1181810	51668.0	2.0
10346.Webster.2.H5.182	119603.0	1.0
10346.TW10.4.III	52315.0	29.0
10346.AW10.5.III	32124.0	2.0
10346.TW11.5.III	43061.0	6.0
10346.Webster.2.C6.123	68936.0	2.0
10346.Webster.3.H3.275	35471.0	1.0
10346.Webster.2.C8.125	63167.0	3.0
10346.SI06.96	30687.0	13.0
10346.Webster.1.E1.49	41312.0	1.0
10346.IO2.18	55382.0	1.0
10346.P12x101	30187.0	1.0
10346.IO2.36	53569.0	2.0
10346.BR10B.Jan	36166.0	3.0
10346.IO2.35	47553.0	1.0
10346.5.11.9D	13554.0	1.0
10346.SW.H2O.5	50507.0	2.0
10346.AW10.3.I	44971.0	4.0
10346.SI06.97	86374.0	231.0
10346.40	46833.0	1.0
10346.AF10.6.7	42110.0	1.0
10346.TO10.9.19	47992.0	1.0
10346.AW10.11.I	34448.0	1.0
10346.AW10.3.III	39158.0	2.0
10346.AW11.8.III	46453.0	4.0
10346.AW10.5.II	46079.0	4.0
10346.AW10.11.II	39450.0	1.0
10346.IO2.WI	44058.0	1.0
10346.Webster.3.H4.276	45879.0	1.0
10346.Webster.2.C9.126	54437.0	1.0
10346.Webster.2.D4.133	81428.0	1.0
10346.Webster.3.C12.224	30068.0	1.0
10346.Webster.4.F10.352	35369.0	1.0
10346.Webster.5.E6.430	96622.0	1.0
10346.Webster.4.E11.341	50239.0	1.0
10346.Webster.2.H9.186	89186.0	1.0
10346.Webster.4.A12.294	101498.0	3.0
10346.Webster.3.A1.189	82934.0	1.0
10346.Webster.2.E3.144	65549.0	2.0
10346.Webster.3.C3.215	53169.0	1.0
10346.Webster.4.E8.338	131906.0	1.0
10346.Webster.4.E7.337	103926.0	1.0
10346.Webster.4.F2.344	61658.0	1.0
10346.Webster.2.C7.124	124164.0	2.0
10346.Webster.4.B6.300	56330.0	1.0
10346.Webster.4.E5.335	64313.0	3.0
10346.Webster.4.A11.293	66182.0	1.0
10346.Webster.3.G11.271	76077.0	1.0
10346.Webster.4.D12.330	69709.0	201.0
10346.SWBH.2	50796.0	1.0
10346.SW.30	18677.0	475.0
10346.IO2.14	46054.0	1.0
10346.SI06x69	23414.0	47.0
10346.AF10.4.7	78087.0	1.0
10346.6.VIII.05.1.009	21611.0	1.0
10346.Webster.4.B2.296	43146.0	1.0
10346.SW.H2O.4	46128.0	1.0
10346.Webster.2.G7.172	127756.0	2.0
10346.Webster.3.C6.218	39133.0	1.0
10346.Webster.3.B3.203	35952.0	2.0
10346.AW10.9.II	40307.0	2.0
10346.AW10.12.III	25528.0	12.0
10346.TW11.1.II	26011.0	1.0
10346.SI06.152	22980.0	1.0
10346.SWBHPK1	48279.0	1.0
10346.IF2.8	53991.0	1.0
10346.5.11.6H	23686.0	1.0
10346.Webster.4.D11.329	35088.0	30.0
10346.Webster.4.D6.324	70772.0	1.0
10346.Webster.2.G1.166	109462.0	2.0
10346.Webster.2.A7	80153.0	1.0
10346.Webster.4.C12.318	59029.0	93.0
10346.Webster.2.A6.100	45167.0	3.0
10346.Webster.4.E3.333	52437.0	2.0
10346.Webster.4.D10.328	38854.0	1.0
10346.Webster.4.C8.314	82730.0	2.0
10346.Webster.3.C8.220	62554.0	1.0
10346.Webster.2.D11.140	55495.0	1.0
10346.Webster.2.F4.157	99495.0	2.0
10346.Webster.2.G3.168	76619.0	1.0
10346.Webster.1.G11.83	47517.0	2.0
10346.Webster.3.H5.277	63553.0	1.0
10346.Webster.2.F12.165	67890.0	2.0
10346.Webster.3.D6.230	65529.0	2.0
10346.Webster.2.C10.127	66085.0	1.0
10346.Webster.2.F11.164	47246.0	2.0
10346.Webster.2.G9.174	89673.0	2.0
10346.Webster.2.G12.177	44486.0	1.0
10346.Webster.2.E7.148	84708.0	1.0
10346.Webster.2.F1.154	114835.0	2.0
10346.Webster.2.C11.128	49646.0	1.0
10346.Webster.2.C5.122	74035.0	1.0
10346.Webster.2.G2.167	31013.0	1.0
10346.Webster.2.G6.171	106938.0	1.0
10346.Webster.2.D12.141	43349.0	2.0
10346.Webster.2.E10.151	61242.0	1.0
10346.Webster.2.E8.149	62352.0	1.0
10346.Webster.2.E11.152	22626.0	1.0
10346.SWBHPK3	40130.0	1.0
10346.5.29.8D	21388.0	1.0
10346.TW11.7.I	45580.0	1.0
10346.Webster.3.D2.226	22654.0	2.0
10346.Webster.1.B4.16	67955.0	1.0
10346.Webster.1.C5.29	44833.0	1.0
10346.Webster.1.C10.34	7833.0	1.0
10346.Webster.4.F3.345	48488.0	1.0
10346.Webster.5.A8.384	287.0	1.0
10346.Webster.3.A10.198	40402.0	1.0
10346.Webster.3.G9.269	70186.0	1.0
10346.Webster.3.E3.239	39663.0	1.0
10346.Webster.3.E6.242	41229.0	1.0
10346.Webster.4.F1.343	46980.0	2.0
10346.Webster.4.D9.327	59311.0	1.0
10346.Webster.1.A5.5	22077.0	2.0
10346.52	3037.0	1.0
10346.Webster.3.G7.267	41540.0	2.0
10346.Webster.1.D3.39	72323.0	1.0
10346.Webster.1.A8.8	5627.0	1.0
10346.Webster.5.D3.415	199.0	1.0
10346.Webster.1.F12.72	4.0	1.0
10346.Webster.3.A7.195	35.0	1.0
10346.Webster.1.D2.38	31.0	1.0
10346.Webster.5.A2.378	90.0	1.0
10156.48	99791.0	1170.0
10156.2T3	73194.0	1344.0
10156.56.A	118939.0	2420.0
10156.36	52565.0	590.0
10156.15	114304.0	318.0
10156.2C2	174589.0	2947.0
10156.1T5	196730.0	987.0
10156.NW4.A	116573.0	202.0
10156.37	160886.0	4621.0
10156.NW5.A	142386.0	133.0
10156.44	148112.0	6063.0
10156.2S4	165914.0	2130.0
10156.2C3	203320.0	3104.0
10156.2C5	166686.0	4342.0
10156.2T2	153508.0	4576.0
10156.2T1	135596.0	2282.0
10156.2B5	144681.0	1083.0
10156.43	58481.0	973.0
10156.NW3.A	102052.0	325.0
10156.54	172718.0	4313.0
10156.40	121571.0	484.0
10156.1C4	20099.0	116.0
10156.46	107446.0	3367.0
10156.2B2	87672.0	1050.0
10156.NW1.A	96406.0	202.0
10156.16	121821.0	834.0
10156.1B3	181237.0	794.0
10156.34	77129.0	2358.0
10156.2T4	93442.0	1352.0
10156.2S2	125066.0	1442.0
10156.2B3	83342.0	883.0
10156.50	91321.0	2879.0
10156.2B1	98298.0	1011.0
10156.47	63844.0	50.0
10156.3T3	198518.0	2974.0
10156.8	70727.0	504.0
10156.3C4	124861.0	1900.0
10156.3T5	100595.0	2115.0
10156.33	189008.0	4473.0
10156.3T4	96879.0	1058.0
10156.2T5	129958.0	2196.0
10156.2C4	209890.0	3641.0
10156.3B3	134640.0	1079.0
10156.3S5	191077.0	2231.0
10156.3B1	174181.0	699.0
10156.3C3	92740.0	805.0
10156.3C1	80736.0	461.0
10156.2C1	111095.0	2095.0
10156.31	143290.0	1975.0
10156.1T1	40229.0	154.0
10156.1S2	176226.0	2637.0
10156.12	106510.0	232.0
10156.9	24649.0	86.0
10156.3B4	80033.0	2541.0
10156.13	177268.0	316.0
10156.29	148954.0	3104.0
10156.3C2	156187.0	1776.0
10156.2B4	256860.0	3234.0
10156.39	110899.0	841.0
10156.3T2	100565.0	1546.0
10156.3B2	90055.0	498.0
10156.3S2	118552.0	431.0
10156.44.A	102073.0	1142.0
10156.53	129592.0	1895.0
10156.3S3	71393.0	321.0
10156.30	194940.0	5365.0
10156.2S5	146438.0	1710.0
10156.11	142261.0	473.0
10156.1B1	148733.0	625.0
10156.3B5	120668.0	1363.0
10156.3S1	45565.0	244.0
10156.35	83851.0	949.0
10156.23	103939.0	1807.0
10156.3T1	116037.0	1254.0
10156.41	88399.0	1115.0
10156.CBFSNW2	140814.0	98.0
10156.28	90348.0	80.0
10156.2S3	87179.0	512.0
10156.49	84780.0	111.0
10156.2	102566.0	224.0
10156.CBFSNW3	99790.0	45.0
10156.2S1	85277.0	1880.0
10156.N1.4	143360.0	41.0
10156.7	172741.0	1485.0
10156.56	144012.0	433.0
10156.4	123725.0	1380.0
10156.BCWL5.3	163492.0	680.0
10156.T6.2	126712.0	200.0
10156.BCWL1.3	72840.0	263.0
10156.10	103934.0	393.0
10156.E1.3	136149.0	70.0
10156.52	144740.0	2301.0
10156.E1.2	242393.0	127.0
10156.6	137706.0	662.0
10156.1B5	8921.0	49.0
10156.152b	116898.0	299.0
10156.BCWL4.2	65857.0	197.0
10156.E1.4	151138.0	89.0
10156.F1.3	106234.0	2484.0
10156.T3.3	111556.0	51.0
10156.51	31141.0	152.0
10156.55	320263.0	9970.0
10156.4C2	79530.0	335.0
10156.BCWL3.2	99494.0	595.0
10156.4T4	94925.0	465.0
10156.T6.1	166101.0	366.0
10156.BCWL3.3	101251.0	449.0
10156.BCWL3.1	76751.0	344.0
10156.4B5	199018.0	862.0
10156.4S4	153687.0	488.0
10156.4C3	127706.0	177.0
10156.F1.2	101102.0	195.0
10156.4T2	137266.0	340.0
10156.N2.5	123105.0	16.0
10156.N1.5	128115.0	2.0
10156.4T1	121853.0	198.0
10156.4B1	83020.0	115.0
10156.BCWL4.1	118768.0	252.0
10156.38	114607.0	180.0
10156.NW2.A	51022.0	218.0
10156.BCWL4.3	58329.0	164.0
10156.BCWL5.2	104467.0	359.0
10156.F1.1	139457.0	279.0
10156.F1.5	76147.0	182.0
10156.45	108913.0	2039.0
10156.4C4	179273.0	383.0
10156.BCWL1.2	48602.0	201.0
10156.1T2	150269.0	157.0
10156.BCWL1.1	74942.0	241.0
10156.4S3	89654.0	307.0
10156.T3.1	128055.0	56.0
10156.N2.2	150200.0	37.0
10156.T2.6	153470.0	155.0
10156.1C3.2	20114.0	55.0
10156.1S1	130705.0	376.0
10156.17	122657.0	1911.0
10156.E1.5	96977.0	68.0
10156.4S1	209141.0	550.0
10156.1S4	128213.0	182.0
10156.1S3.2	189964.0	1473.0
10156.21	80700.0	994.0
10156.BCWL2.3	56018.0	146.0
10156.BCWL2.1	56815.0	218.0
10156.1B4	130082.0	243.0
10156.19	110651.0	301.0
10156.BCWL5.1	115716.0	487.0
10156.1	136091.0	104.0
10156.4B2	198276.0	340.0
10156.3	90493.0	501.0
10156.32	143268.0	2262.0
10156.BCWL2.2	31711.0	613.0
10156.20	118954.0	7873.0
10156.5	77779.0	261.0
10156.F1.4	72341.0	239.0
10156.22	105853.0	582.0
10156.18	74293.0	105.0
10156.3S4	47754.0	236.0
10156.T3.6	106185.0	80.0
10156.14	6280.0	135.0
10156.E1.1	127541.0	55.0
10156.24	7408.0	50.0
10156.N2.4	112320.0	21.0
10156.N2.3	123206.0	33.0
10156.N2.1	126833.0	25.0
10156.T6.6	77520.0	42.0
10156.T6.4	103997.0	131.0
10156.T6.3	118090.0	29.0
10156.T2.2	40313.0	54.0
10156.T6.5	56188.0	25.0
10156.T3.4	109292.0	40.0
10156.T3.2	118689.0	30.0
10156.T2.4	133497.0	309.0
10156.T2.5	141130.0	352.0
10156.3C5	145826.0	1283.0
10156.N1.2	168431.0	111.0
10156.T2.3	159584.0	141.0
10156.N1.3	220802.0	11.0
10156.T3.5	99081.0	43.0
10156.27	2759.0	1.0
10156.25	4801.0	2.0
10156.T2.1	1147.0	1.0
10156.1T3	537.0	1.0
10156.26	543.0	2.0
10156.1C2	544.0	2.0
10156.42	31621.0	3.0
10156.1C3.1	763.0	1.0
2192.H06b.Kitchen.Counter.3217.lane2.NoIndex.L002	97833.0	166.0
2192.H06b.Hand.3130.lane5.NoIndex.L005	51650.0	180.0
2192.H03a.Kitchen.Floor.1226.lane5.NoIndex.L005	129196.0	248.0
2192.H05b.Hand.2647.lane5.NoIndex.L005	52069.0	1413.0
2192.H03a.Bedroom.Floor.1204.lane5.NoIndex.L005	197318.0	1424.0
2192.H03a.Bathroom.Door.Knob.1230.lane5.NoIndex.L005	128484.0	2244.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	6489.0
2192.H02a.Front.Door.Knob.749.lane2.NoIndex.L002	91744.0	102.0
2192.H03a.Kitchen.Light.Switch.1347.lane5.NoIndex.L005	95911.0	443.0
2192.H03a.Kitchen.Light.Switch.1299.lane5.NoIndex.L005	106390.0	781.0
2192.H03a.Bathroom.Door.Knob.1206.lane5.NoIndex.L005	156052.0	1782.0
2192.H03a.Bathroom.Door.Knob.1278.lane5.NoIndex.L005	96212.0	563.0
2192.H03a.Front.Door.Knob.1253.lane5.NoIndex.L005	111765.0	1121.0
2192.H03a.Bedroom.Floor.1300.lane5.NoIndex.L005	97281.0	951.0
2192.H03a.Kitchen.Counter.1321.lane5.NoIndex.L005	89387.0	721.0
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	5023.0
2192.H03a.Kitchen.Counter.1273.lane5.NoIndex.L005	112084.0	1727.0
2192.H03a.Kitchen.Light.Switch.1251.lane5.NoIndex.L005	120770.0	480.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	245.0
2192.H03a.Kitchen.Floor.1250.lane5.NoIndex.L005	133181.0	1363.0
2192.H03a.Bathroom.Door.Knob.1254.lane5.NoIndex.L005	89571.0	2073.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	476.0
2192.H03a.Kitchen.Floor.1298.lane5.NoIndex.L005	111951.0	5573.0
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	107223.0	7049.0
2192.H03a.Kitchen.Floor.1394.lane5.NoIndex.L005	141370.0	618.0
2192.H03a.Kitchen.Counter.1393.lane5.NoIndex.L005	118966.0	1617.0
2192.H03a.Kitchen.Counter.1297.lane5.NoIndex.L005	89387.0	338.0
2192.H03a.Kitchen.Light.Switch.1323.lane5.NoIndex.L005	106963.0	1280.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	4349.0
2192.H03a.Bedroom.Floor.1252.lane5.NoIndex.L005	107268.0	3964.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	2115.0
2192.H03a.Kitchen.Light.Switch.1395.lane5.NoIndex.L005	105680.0	269.0
2192.H03a.Bathroom.Door.Knob.1326.lane5.NoIndex.L005	91549.0	392.0
2192.H05b.Hand.2890.lane5.NoIndex.L005	37011.0	118.0
2192.H03a.Kitchen.Light.Switch.1227.lane5.NoIndex.L005	109273.0	751.0
2192.H06b.Hand.3085.lane5.NoIndex.L005	44601.0	65.0
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	93638.0	1070.0
2192.H03a.Kitchen.Floor.1274.lane5.NoIndex.L005	100365.0	2468.0
2192.H03a.Kitchen.Counter.1345.lane5.NoIndex.L005	122429.0	381.0
2192.H03a.Bedroom.Floor.1228.lane5.NoIndex.L005	99366.0	919.0
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	1059.0
2192.H03a.Kitchen.Floor.1418.lane5.NoIndex.L005	116700.0	1492.0
2192.H03a.Bedroom.Floor.1396.lane5.NoIndex.L005	138817.0	1265.0
2192.H07a.Kitchen.Floor.3650.lane5.NoIndex.L005	52149.0	4286.0
2192.H03a.Bedroom.Floor.1348.lane5.NoIndex.L005	106408.0	788.0
2192.H06b.Hand.3109.lane5.NoIndex.L005	65265.0	16.0
2192.H03a.Kitchen.Light.Switch.1419.lane5.NoIndex.L005	111983.0	2657.0
2192.H06b.Hand.3178.lane5.NoIndex.L005	53687.0	228.0
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	80577.0	607.0
2192.H07a.Cat.Paw.3685.lane6.NoIndex.L006	87316.0	531.0
2192.H04a.Dog.Foot.2060.lane6.NoIndex.L006	61929.0	1625.0
2192.H03a.Foot.1310.lane6.NoIndex.L006	77022.0	281.0
2192.H01a.Bedroom.Floor.4.lane1.NoIndex.L001	83053.0	121.0
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	260.0
2192.H01a.Front.Door.Knob.101.lane1.NoIndex.L001	120400.0	220.0
2192.H07b.Nose.4092.lane1.NoIndex.L001	106367.0	160.0
