	N	N_genus
10346.5.11.9I	34949.0	11.0
10346.TW11.4.II	34686.0	5.0
10346.700.1181449	54169.0	1.0
10346.SW.25	33907.0	4.0
10346.BCD22SED	33824.0	2.0
10346.SW.310	42427.0	1.0
10346.Webster.5.E5.429	158643.0	1.0
10346.BCH21SED	66132.0	12.0
10346.Webster.2.B5.111	41839.0	1.0
10346.IF2.21	40351.0	2.0
10346.Webster.1.B5.17	53209.0	14.0
10346.Webster.3.D11.235	36260.0	9.0
10346.5.11.9D	13554.0	6.0
10346.SI06.27	13143.0	1.0
10346.BR14A.Nov	32643.0	1.0
10346.TW10.8.III	45055.0	3.0
10346.BR10A.Nov	70136.0	34.0
10346.HW4A.Nov	40390.0	37.0
10346.Cl182	19235.0	18.0
10346.IO5.Wnh	60097.0	36.0
10346.SWPRBV1	68848.0	4.0
10346.SH13SED	69365.0	3.0
10346.Webster.4.A7.289	83340.0	1.0
10346.ALG12.98	22068.0	13.0
10346.Webster.4.E6.336	54547.0	1.0
10346.Webster.4.C2.308	61108.0	1.0
10346.2	27468.0	10.0
10346.CCSA.3	41108.0	1.0
10346.Webster.3.G6.266	37267.0	1.0
10346.Webster.1.H11.Negative.control	57019.0	1.0
10346.BH2.gDNA	49236.0	3.0
10346.P10X53	60813.0	19.0
10346.SWBH.1	45147.0	2.0
10346.ALG12.97	54365.0	2.0
10346.SS.20.2	39195.0	45.0
10346.Webster.2.B7.113	69120.0	1.0
10346.BCD23SED	48568.0	3.0
10346.Webster.4.F6.348	49612.0	1.0
10346.AF10.5.15	60872.0	1.0
10346.50	84194.0	1.0
10346.SI06.80	29076.0	33.0
10346.IF2.WIII	64886.0	8.0
10346.IF2.WII	55596.0	3.0
10346.ALG12.106	38900.0	1.0
10346.SW.27	22043.0	2.0
10346.BCH32SED	31734.0	5.0
10346.SW.H2O.4	46128.0	1.0
10346.Webster.4.G11.365	29497.0	1.0
10346.BCD31SED	32857.0	12.0
10346.Webster.2.A4.98	71973.0	1.0
10346.Webster.5.A6.382	40146.0	5.0
10346.AW10.12.II	13030.0	1.0
10346.Webster.3.B4.204	65840.0	1.0
10346.GC.4.3	5122.0	4.0
10346.TV10.10.2	39408.0	17.0
10346.TV10.12.2	69955.0	2.0
10346.ALG12.108	29066.0	4.0
10346.BR10C.Jul	15814.0	12.0
10346.CL299	11010.0	4.0
10346.CL419	13310.0	64.0
10346.Webster.4.A8.290	108331.0	1.0
10346.P12x145	32076.0	3.0
10346.Webster.5.D7.419	23955.0	2.0
10346.SD13SED	37692.0	1.0
10346.IO2.WIII	56968.0	18.0
10346.P12x58	36074.0	1.0
10346.SW.30	18677.0	35.0
10346.SI06.94	41354.0	6.0
10346.HBOI12.9.VIII.09.2.001	1703.0	2.0
10346.SS.7.3	54374.0	2.0
10346.SS.22.2	82857.0	4.0
10346.Webster.4.C12.318	59029.0	145.0
10346.5.29.6I	42578.0	2.0
10346.IO2.WII	52599.0	19.0
10346.SS.29.1	37160.0	2.0
10346.IF5.Wctr	28283.0	11.0
10346.P12x54	73195.0	36.0
10346.Webster.5.A8.384	287.0	41.0
10346.Webster.1.D6.42	64112.0	5.0
10346.Webster.5.A12.388	22628.0	11.0
10346.AW10.3.II	55030.0	2.0
10346.BCH11SED	51621.0	6.0
10346.SW.16	23715.0	15.0
10346.Webster.5.B6.394	31192.0	5.0
10346.Webster.3.F9.257	114339.0	1.0
10346.Webster.2.F5.158	93279.0	1.0
10346.CL43	15998.0	6.0
10346.Webster.4.B2.296	43146.0	1.0
10346.5.29.2H	34510.0	1.0
10346.Webster.4.A3.285	38166.0	3.0
10346.SS.14.3	70686.0	2.0
10346.BCH13SED	82169.0	10.0
10346.Webster.3.E7.243	42371.0	1.0
10346.AW10.11.I	34448.0	40.0
10346.P12x56	28479.0	13.0
10346.Webster.4.F2.344	61658.0	1.0
10346.TW10.9.III	65723.0	5.0
10346.BCD11SED	39915.0	3.0
10346.Webster.4.A5.287	70233.0	2.0
10346.SW.241	39542.0	50.0
10346.GC.3.4	56266.0	6.0
10346.Webster.4.F3.345	48488.0	1.0
10346.TW10.11.I	34612.0	3.0
10346.AW10.5.II	46079.0	1.0
10346.Webster.4.G2.356	28956.0	1.0
10346.Webster.3.E2.238	41560.0	1.0
10346.Webster.1.E8.56	82693.0	1.0
10346.49	43832.0	3.0
10346.SH22SED	45338.0	1.0
10346.5.11.5I	50761.0	2.0
10346.AW11.2.I	47601.0	9.0
10346.SD11SED	46495.0	103.0
10346.SH33SED	40320.0	2.0
10346.Webster.5.A3.379	20336.0	1.0
10346.ALG12.2	58659.0	7.0
10346.ALG12.114	24388.0	3.0
10346.BCD12SED	56132.0	6.0
10346.HW9C.Jan	55313.0	2.0
10346.AW11.2.III	38570.0	6.0
10346.5.29.6H	627.0	2.0
10346.IF5.Wnh	36671.0	23.0
10346.Webster.3.E3.239	39663.0	6.0
10346.BCD33SED	64073.0	6.0
10346.SW.233	3672.0	2.0
10346.TV10.10.7	50045.0	21.0
10346.SWPRD2	70845.0	1.0
10346.AW11.2.II	59717.0	3.0
10346.5.11.143H	10078.0	5.0
10346.SWPRD3	66419.0	1.0
10346.SH23SED	44888.0	2.0
10346.Webster.3.G5.265	72885.0	1.0
10346.SD22SED	70528.0	2.0
10346.Webster.5.A4.380	25070.0	63.0
10346.Webster.4.E1.331	10413.0	3.0
10346.Webster.4.A4.286	82147.0	1.0
10346.BCH12SED	15022.0	2.0
10346.Webster.1.D7.43	331958.0	1.0
10346.Webster.5.C2.402	91280.0	1.0
10346.P31	26589.0	3.0
10346.TW10.11.III	58625.0	1.0
10346.TW11.2.I	47441.0	1.0
10346.Webster.3.D4.228	51531.0	42.0
10346.SH11SED	64964.0	2.0
10346.TW10.12.III	22216.0	3.0
10346.21.X.03.3.002	32485.0	2.0
10346.CL303	21238.0	1.0
10346.4.VI.93.4.001	32048.0	1.0
10346.ALG12.107	24025.0	1.0
10346.10.IV.05.2.001	27093.0	1.0
10346.SI06.152	22980.0	21.0
10346.TW11.3.I	53616.0	1.0
10346.Webster.4.C1.307	39170.0	1.0
10156.3C5	145826.0	804.0
10156.6	137706.0	122.0
10156.12	106510.0	53.0
10156.2	102566.0	98.0
10156.35	83851.0	95.0
10156.7	172741.0	273.0
10156.2T5	129958.0	185.0
10156.3C3	92740.0	187.0
10156.20	118954.0	79.0
10156.18	74293.0	15.0
10156.CBFSNW3	99790.0	56.0
10156.E1.1	127541.0	298.0
10156.T3.6	106185.0	80.0
10156.T3.3	111556.0	41.0
10156.CBFSNW2	140814.0	125.0
10156.2B3	83342.0	142.0
10156.3S4	47754.0	75.0
10156.2B1	98298.0	165.0
10156.152b	116898.0	41.0
10156.3C2	156187.0	292.0
10156.32	143268.0	302.0
10156.2B5	144681.0	163.0
10156.44.A	102073.0	262.0
10156.48	99791.0	57.0
10156.16	121821.0	68.0
10156.E1.2	242393.0	256.0
10156.4T1	121853.0	142.0
10156.3S1	45565.0	89.0
10156.NW1.A	96406.0	151.0
10156.4	123725.0	100.0
10156.T6.6	77520.0	813.0
10156.4C4	179273.0	58.0
10156.46	107446.0	55.0
10156.1S2	176226.0	353.0
10156.BCWL4.2	65857.0	127.0
10156.1C3.2	20114.0	6.0
10156.BCWL1.3	72840.0	92.0
10156.50	91321.0	82.0
10156.37	160886.0	708.0
10156.BCWL4.3	58329.0	88.0
10156.T2.4	133497.0	881.0
10156.4S4	153687.0	175.0
10156.BCWL2.1	56815.0	144.0
10156.BCWL4.1	118768.0	100.0
10156.41	88399.0	225.0
10156.BCWL5.1	115716.0	87.0
10156.3S2	118552.0	272.0
10156.N1.5	128115.0	679.0
10156.3C4	124861.0	425.0
10156.4S3	89654.0	124.0
10156.11	142261.0	67.0
10156.1T2	150269.0	39.0
10156.19	110651.0	86.0
10156.N2.3	123206.0	253.0
10156.3S5	191077.0	801.0
10156.3B3	134640.0	228.0
10156.F1.2	101102.0	352.0
10156.1	136091.0	125.0
10156.3B1	174181.0	210.0
10156.2C2	174589.0	312.0
10156.31	143290.0	100.0
10156.1T1	40229.0	15.0
10156.4C2	79530.0	70.0
10156.F1.4	72341.0	396.0
10156.BCWL3.1	76751.0	173.0
10156.30	194940.0	866.0
10156.2T3	73194.0	102.0
10156.38	114607.0	60.0
10156.3T3	198518.0	704.0
10156.T6.1	166101.0	1809.0
10156.3C1	80736.0	134.0
10156.40	121571.0	83.0
10156.24	7408.0	27.0
10156.27	2759.0	1.0
10156.N2.2	150200.0	269.0
10156.1B5	8921.0	5.0
10156.N1.3	220802.0	354.0
10156.29	148954.0	151.0
10156.43	58481.0	166.0
10156.4S1	209141.0	104.0
10156.23	103939.0	124.0
10156.N1.2	168431.0	701.0
10156.T3.5	99081.0	206.0
10156.1B1	148733.0	125.0
10156.3T5	100595.0	432.0
10156.T6.3	118090.0	755.0
10156.T3.4	109292.0	131.0
10156.42	31621.0	2.0
10156.2T1	135596.0	272.0
10156.1S3.2	189964.0	97.0
10156.1B4	130082.0	22.0
10156.4T4	94925.0	228.0
10156.1T5	196730.0	68.0
10156.49	84780.0	79.0
10156.T6.5	56188.0	294.0
10156.2B2	87672.0	172.0
10156.5	77779.0	65.0
10156.E1.4	151138.0	305.0
10156.F1.1	139457.0	733.0
10156.8	70727.0	16.0
10156.F1.3	106234.0	405.0
10156.56.A	118939.0	238.0
10156.34	77129.0	89.0
10156.2C3	203320.0	262.0
10156.47	63844.0	43.0
10156.T3.2	118689.0	276.0
10156.T6.4	103997.0	624.0
10156.53	129592.0	320.0
10156.BCWL1.2	48602.0	123.0
10156.36	52565.0	119.0
10156.51	31141.0	282.0
10156.13	177268.0	149.0
10156.NW4.A	116573.0	379.0
10156.10	103934.0	58.0
10156.1B3	181237.0	121.0
10156.4B2	198276.0	218.0
10156.39	110899.0	241.0
10156.4C3	127706.0	216.0
10156.T2.3	159584.0	720.0
10156.NW2.A	51022.0	90.0
10156.T3.1	128055.0	216.0
10156.N2.4	112320.0	219.0
10156.4B5	199018.0	233.0
10156.F1.5	76147.0	173.0
10156.33	189008.0	384.0
10156.N2.1	126833.0	153.0
10156.N2.5	123105.0	450.0
10156.55	320263.0	466.0
10156.44	148112.0	1850.0
10156.NW3.A	102052.0	176.0
10156.2S2	125066.0	137.0
10156.2T2	153508.0	348.0
10156.1S4	128213.0	62.0
10156.3	90493.0	79.0
10156.E1.5	96977.0	167.0
10156.4B1	83020.0	181.0
10156.3B2	90055.0	273.0
10156.T2.6	153470.0	139.0
10156.2S3	87179.0	108.0
10156.17	122657.0	201.0
10156.E1.3	136149.0	107.0
10156.3S3	71393.0	235.0
10156.56	144012.0	33.0
10156.15	114304.0	80.0
10156.3T1	116037.0	436.0
10156.3B5	120668.0	341.0
10156.3B4	80033.0	338.0
10156.T2.2	40313.0	106.0
10156.4T2	137266.0	165.0
10156.2C1	111095.0	174.0
10156.2B4	256860.0	442.0
10156.28	90348.0	18.0
10156.BCWL2.2	31711.0	45.0
10156.2S4	165914.0	314.0
10156.2C5	166686.0	471.0
10156.3T4	96879.0	260.0
10156.2S1	85277.0	372.0
10156.2C4	209890.0	344.0
10156.BCWL3.3	101251.0	116.0
10156.3T2	100565.0	255.0
10156.BCWL3.2	99494.0	95.0
10156.BCWL5.2	104467.0	75.0
10156.BCWL1.1	74942.0	224.0
10156.2S5	146438.0	286.0
10156.22	105853.0	34.0
10156.NW5.A	142386.0	319.0
10156.N1.4	143360.0	1611.0
10156.9	24649.0	11.0
10156.45	108913.0	122.0
10156.21	80700.0	57.0
10156.1C4	20099.0	5.0
10156.T6.2	126712.0	872.0
10156.T2.5	141130.0	674.0
10156.BCWL2.3	56018.0	105.0
10156.54	172718.0	434.0
10156.BCWL5.3	163492.0	159.0
10156.52	144740.0	375.0
10156.14	6280.0	3.0
10156.2T4	93442.0	163.0
10156.1S1	130705.0	32.0
2192.H03a.Nose.1383.lane6.NoIndex.L006	15511.0	3.0
2192.H06b.Kitchen.Counter.3193.lane2.NoIndex.L002	95526.0	178.0
2192.H01a.Hand.184.lane2.NoIndex.L002	79236.0	27.0
2192.H02a.Bedroom.Floor.604.lane2.NoIndex.L002	70807.0	1.0
2192.H05b.Kitchen.Counter.2545.lane5.NoIndex.L005	75625.0	4.0
2192.H05b.Foot.2411.lane6.NoIndex.L006	83347.0	3.0
2192.H04a.Dog.Foot.2012.lane5.NoIndex.L005	62954.0	5.0
2192.H07b.Kitchen.Counter.3961.lane2.NoIndex.L002	83987.0	167.0
2192.H04a.Nose.1911.lane6.NoIndex.L006	78011.0	2.0
2192.H07b.Kitchen.Counter.4033.lane2.NoIndex.L002	97931.0	11.0
2192.H05b.Bedroom.Floor.2524.lane5.NoIndex.L005	58521.0	4.0
2192.H03a.Foot.1352.lane6.NoIndex.L006	79899.0	227.0
2192.H03a.Hand.1231.lane5.NoIndex.L005	63531.0	5.0
2192.H02a.Bathroom.Door.Knob.774.lane2.NoIndex.L002	93271.0	2.0
2192.H03a.Foot.1478.lane6.NoIndex.L006	79158.0	211.0
2192.H04a.Dog.Nose.1920.lane6.NoIndex.L006	82886.0	73.0
2192.H03a.Foot.1526.lane6.NoIndex.L006	76150.0	5.0
2192.H05b.Front.Door.Knob.2429.lane2.NoIndex.L002	109150.0	25.0
2192.H01a.Bedroom.Floor.76.lane1.NoIndex.L001	138229.0	172.0
2192.H02a.Hand.703.lane2.NoIndex.L002	68779.0	1.0
2192.H03a.Kitchen.Counter.1369.lane5.NoIndex.L005	93531.0	173.0
2192.H06b.Kitchen.Light.Switch.3339.lane5.NoIndex.L005	49928.0	2.0
2192.H01a.Front.Door.Knob.29.lane1.NoIndex.L001	75582.0	114.0
2192.H05b.Foot.2891.lane5.NoIndex.L005	58032.0	9.0
2192.H05b.Kitchen.Floor.2858.lane1.NoIndex.L001	58766.0	5.0
2192.H06b.Hand.3277.lane6.NoIndex.L006	78229.0	100.0
2192.H03a.Hand.1501.lane6.NoIndex.L006	72601.0	17.0
2192.H03a.Hand.1234.lane5.NoIndex.L005	64072.0	1.0
2192.H07b.Hand.4111.lane6.NoIndex.L006	65916.0	33.0
2192.H06b.Bedroom.Floor.3148.lane5.NoIndex.L005	65474.0	15.0
2192.H05b.Kitchen.Counter.2593.lane5.NoIndex.L005	84252.0	94.0
2192.H04a.Foot.2072.lane6.NoIndex.L006	87797.0	170.0
2192.H05b.Hand.2962.lane5.NoIndex.L005	68008.0	2.0
2192.H05b.Hand.2575.lane6.NoIndex.L006	49787.0	38.0
2192.H05b.Bathroom.Door.Knob.2958.lane1.NoIndex.L001	59194.0	3.0
2192.H03a.Bedroom.Floor.1420.lane5.NoIndex.L005	96790.0	51.0
2192.H05b.Foot.2552.lane6.NoIndex.L006	53612.0	7.0
2192.H07a.Cat.Fur.3782.lane6.NoIndex.L006	76240.0	45.0
2192.H04a.Dog.Nose.1896.lane6.NoIndex.L006	58209.0	53.0
2192.H05b.Kitchen.Floor.2666.lane5.NoIndex.L005	75752.0	44.0
2192.H04a.Bathroom.Door.Knob.2046.lane2.NoIndex.L002	81565.0	16.0
2192.H01a.Kitchen.Counter.289.lane2.NoIndex.L002	60696.0	58.0
2192.H04a.Foot.2078.lane6.NoIndex.L006	70091.0	5.0
2192.H01a.Hand.205.lane2.NoIndex.L002	90515.0	3.0
2192.H01a.Front.Door.Knob.77.lane1.NoIndex.L001	115984.0	293.0
2192.H04a.Nose.2079.lane5.NoIndex.L005	90456.0	10.0
2192.H06b.Hand.3226.lane6.NoIndex.L006	65791.0	51.0
2192.H04a.Dog.Foot.1919.lane6.NoIndex.L006	82024.0	4.0
2192.H04a.Hand.1837.lane6.NoIndex.L006	87234.0	26.0
2192.H01a.Nose.63.lane6.NoIndex.L006	92971.0	394.0
2192.H04a.Nose.1809.lane6.NoIndex.L006	63414.0	9.0
2192.H06b.Bedroom.Floor.3124.lane5.NoIndex.L005	63110.0	26.0
2192.H01a.Foot.230.lane2.NoIndex.L002	78732.0	4.0
2192.H03a.Nose.1236.lane6.NoIndex.L006	61815.0	157.0
2192.H03a.Kitchen.Counter.1513.lane5.NoIndex.L005	113173.0	24.0
2192.H05b.Kitchen.Floor.2594.lane5.NoIndex.L005	93080.0	30.0
2192.H05b.Foot.2648.lane5.NoIndex.L005	55486.0	49.0
2192.H07a.Bathroom.Door.Knob.3750.lane2.NoIndex.L002	89474.0	48.0
2192.H07a.Nose.3660.lane6.NoIndex.L006	80229.0	95.0
2192.H05b.Foot.2987.lane5.NoIndex.L005	66212.0	71.0
2192.H01a.Bedroom.Floor.28.lane1.NoIndex.L001	84213.0	47.0
2192.H03a.Front.Door.Knob.1229.lane5.NoIndex.L005	110674.0	302.0
2192.H04a.Dog.Nose.1962.lane6.NoIndex.L006	88515.0	79.0
2192.H03a.Nose.1212.lane6.NoIndex.L006	83423.0	359.0
2192.H04a.Hand.1957.lane6.NoIndex.L006	65707.0	43.0
2192.H01a.Hand.10.lane1.NoIndex.L001	113060.0	15.0
2192.H02a.Kitchen.Counter.889.lane2.NoIndex.L002	68275.0	62.0
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	81.0
2192.H07a.Foot.3632.lane6.NoIndex.L006	87145.0	13.0
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002	56538.0	44.0
2192.H06a.Foot.3014.lane5.NoIndex.L005	61633.0	101.0
2192.H05b.Hand.2551.lane6.NoIndex.L006	60008.0	20.0
2192.H03a.Kitchen.Floor.1490.lane5.NoIndex.L005	62817.0	63.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	26.0
2192.H02a.Kitchen.Counter.673.lane2.NoIndex.L002	70527.0	20.0
2192.H06b.Foot.3056.lane5.NoIndex.L005	63374.0	4.0
2192.H05b.Hand.2914.lane5.NoIndex.L005	61031.0	3.0
2192.H06b.Nose.3276.lane6.NoIndex.L006	71408.0	29.0
2192.H03a.Front.Door.Knob.1277.lane5.NoIndex.L005	79520.0	195.0
2192.H05b.Bedroom.Floor.2932.lane1.NoIndex.L001	78872.0	3.0
2192.H07b.Front.Door.Knob.3965.lane2.NoIndex.L002	75638.0	7.0
2192.H04a.Foot.2003.lane6.NoIndex.L006	87969.0	1.0
2192.H03a.Kitchen.Light.Switch.1275.lane5.NoIndex.L005	94793.0	46.0
2192.H03a.Nose.1332.lane6.NoIndex.L006	58008.0	102.0
2192.H06b.Foot.3227.lane6.NoIndex.L006	63041.0	6.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	389.0
2192.H01a.Hand.298.lane2.NoIndex.L002	81143.0	10.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	122.0
2192.H06b.Kitchen.Light.Switch.3147.lane5.NoIndex.L005	53199.0	2.0
2192.H05b.Front.Door.Knob.2909.lane1.NoIndex.L001	70515.0	10.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	98.0
2192.H02a.Kitchen.Floor.650.lane2.NoIndex.L002	53355.0	174.0
2192.H01a.Foot.104.lane2.NoIndex.L002	90715.0	23.0
2192.H03a.Foot.1379.lane6.NoIndex.L006	89584.0	5.0
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	157.0
2192.H04a.Kitchen.Light.Switch.1875.lane6.NoIndex.L006	76593.0	58.0
2192.H07b.Kitchen.Floor.4178.lane6.NoIndex.L006	47208.0	17.0
2192.H06b.Foot.3179.lane5.NoIndex.L005	81632.0	16.0
2192.H05b.Front.Door.Knob.2501.lane5.NoIndex.L005	56192.0	27.0
2192.H06b.Hand.3085.lane5.NoIndex.L005	44601.0	15.0
2192.H01a.Nose.225.lane6.NoIndex.L006	51333.0	3.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	197.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	41.0
2192.H01a.Hand.109.lane2.NoIndex.L002	86632.0	22.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	22.0
2192.H01a.Nose.42.lane6.NoIndex.L006	79179.0	159.0
2192.H02a.Front.Door.Knob.821.lane2.NoIndex.L002	59012.0	6.0
2192.H03a.Front.Door.Knob.1349.lane5.NoIndex.L005	102734.0	151.0
2192.H05b.Bathroom.Door.Knob.2718.lane5.NoIndex.L005	79482.0	5.0
2192.H05b.Hand.2458.lane6.NoIndex.L006	64665.0	7.0
2192.H01a.Foot.281.lane2.NoIndex.L002	70346.0	3.0
