	N	N_genus
2192.H01a.Kitchen.Floor.122.lane1.NoIndex.L001	112510.0	1.0
2192.H07a.Foot.3632.lane6.NoIndex.L006	87145.0	1.0
2192.H01a.Kitchen.Counter.217.lane2.NoIndex.L002	56538.0	2.0
2192.H06a.Foot.3014.lane5.NoIndex.L005	61633.0	6.0
2192.H07a.Foot.3755.lane6.NoIndex.L006	74050.0	1.0
2192.H06b.Hand.3301.lane6.NoIndex.L006	60984.0	1.0
2192.H03a.Foot.1400.lane6.NoIndex.L006	72279.0	4.0
2192.H03a.Hand.1381.lane6.NoIndex.L006	81850.0	1.0
2192.H06a.Foot.3032.lane5.NoIndex.L005	71730.0	11.0
2192.H01a.Kitchen.Floor.26.lane1.NoIndex.L001	76395.0	2.0
2192.H06b.Foot.3179.lane5.NoIndex.L005	81632.0	1.0
2192.H05b.Front.Door.Knob.2501.lane5.NoIndex.L005	56192.0	1.0
2192.H07a.Hand.3775.lane6.NoIndex.L006	74632.0	5.0
2192.H01a.Kitchen.Counter.145.lane1.NoIndex.L001	89004.0	6.0
2192.H05b.Foot.2624.lane5.NoIndex.L005	66334.0	2.0
2192.H05b.Hand.2458.lane6.NoIndex.L006	64665.0	1.0
2192.H01a.Kitchen.Floor.98.lane1.NoIndex.L001	97721.0	2.0
2192.H01a.Foot.254.lane2.NoIndex.L002	61968.0	1.0
2192.H06a.Nose.3033.lane6.NoIndex.L006	67153.0	1.0
2192.H06b.Hand.3295.lane6.NoIndex.L006	66168.0	1.0
2192.H02a.Kitchen.Counter.625.lane2.NoIndex.L002	54145.0	1.0
2192.H01a.Hand.16.lane1.NoIndex.L001	136828.0	1.0
2192.H04a.Hand.1810.lane6.NoIndex.L006	86886.0	1.0
2192.H05b.Hand.2938.lane5.NoIndex.L005	49858.0	2.0
2192.H06b.Foot.3272.lane6.NoIndex.L006	59042.0	4.0
2192.H07b.Foot.3848.lane6.NoIndex.L006	63087.0	1.0
2192.H05b.Hand.2623.lane5.NoIndex.L005	92220.0	3.0
2192.H07b.Cat.Fur.3950.lane6.NoIndex.L006	71829.0	1.0
2192.H01a.Nose.132.lane6.NoIndex.L006	50916.0	3.0
2192.H02a.Kitchen.Floor.746.lane2.NoIndex.L002	105768.0	2.0
2192.H03a.Nose.1353.lane6.NoIndex.L006	52111.0	1.0
2192.H03a.Nose.1431.lane6.NoIndex.L006	79958.0	1.0
2192.H06b.Foot.3248.lane6.NoIndex.L006	71981.0	3.0
2192.H01a.Foot.299.lane2.NoIndex.L002	81169.0	1.0
2192.H03a.Kitchen.Counter.1225.lane5.NoIndex.L005	128517.0	1.0
2192.H03a.Bedroom.Floor.1372.lane5.NoIndex.L005	117096.0	1.0
2192.H03a.Kitchen.Floor.1346.lane5.NoIndex.L005	100686.0	2.0
2192.H05b.Foot.2696.lane5.NoIndex.L005	79277.0	4.0
2192.H05b.Front.Door.Knob.2813.lane6.NoIndex.L006	65585.0	1.0
2192.H04a.Foot.1979.lane6.NoIndex.L006	80580.0	2.0
2192.H04a.Front.Door.Knob.1901.lane6.NoIndex.L006	75118.0	1.0
2192.H03a.Kitchen.Light.Switch.1371.lane5.NoIndex.L005	92568.0	1.0
2192.H06b.Hand.3175.lane5.NoIndex.L005	72196.0	1.0
2192.H04a.Kitchen.Floor.1874.lane6.NoIndex.L006	90787.0	1.0
2192.H06b.Bedroom.Floor.3292.lane5.NoIndex.L005	67735.0	1.0
2192.H04a.Nose.1935.lane6.NoIndex.L006	69080.0	11.0
2192.H02a.Kitchen.Floor.866.lane2.NoIndex.L002	61378.0	2.0
2192.H07b.Kitchen.Light.Switch.4179.lane6.NoIndex.L006	56120.0	1.0
2192.H06a.Nose.3015.lane6.NoIndex.L006	81118.0	2.0
2192.H01a.Nose.183.lane6.NoIndex.L006	43608.0	1.0
2192.H06b.Foot.3296.lane6.NoIndex.L006	58345.0	1.0
2192.H02a.Nose.873.lane6.NoIndex.L006	79625.0	8.0
2192.H01a.Kitchen.Counter.73.lane1.NoIndex.L001	104972.0	4.0
2192.H07a.Kitchen.Floor.3746.lane2.NoIndex.L002	102247.0	2.0
2192.H03a.Hand.1405.lane6.NoIndex.L006	78094.0	1.0
2192.H04a.Foot.1883.lane6.NoIndex.L006	51939.0	1.0
2192.H07b.Foot.4040.lane6.NoIndex.L006	45620.0	1.0
2192.H02a.Bedroom.Floor.700.lane2.NoIndex.L002	104432.0	1.0
2192.H03a.Front.Door.Knob.1493.lane5.NoIndex.L005	96763.0	1.0
2192.H05b.Hand.2887.lane5.NoIndex.L005	56092.0	1.0
2192.H07a.Bathroom.Door.Knob.3654.lane2.NoIndex.L002	100460.0	1.0
2192.H04a.Kitchen.Floor.2090.lane2.NoIndex.L002	48122.0	7.0
2192.H06a.Hand.3010.lane5.NoIndex.L005	64935.0	3.0
2192.H05b.Kitchen.Floor.2570.lane5.NoIndex.L005	52769.0	1.0
2192.H05b.Foot.2795.lane5.NoIndex.L005	67905.0	5.0
2192.H05b.Foot.2939.lane5.NoIndex.L005	62711.0	7.0
2192.H02a.Nose.921.lane6.NoIndex.L006	88515.0	1.0
2192.H07b.Hand.4015.lane6.NoIndex.L006	74898.0	2.0
2192.H06b.Foot.3182.lane6.NoIndex.L006	72017.0	3.0
2192.H07b.Hand.4138.lane6.NoIndex.L006	68286.0	3.0
2192.H05b.Foot.2480.lane6.NoIndex.L006	81374.0	2.0
2192.H04a.Foot.1814.lane6.NoIndex.L006	77844.0	1.0
2192.H02a.Kitchen.Floor.674.lane2.NoIndex.L002	66482.0	1.0
2192.H06b.Foot.3083.lane5.NoIndex.L005	54043.0	2.0
2192.H05b.Foot.2963.lane5.NoIndex.L005	79087.0	15.0
2192.H01a.Hand.7.lane1.NoIndex.L001	94273.0	1.0
2192.H07a.Hand.3751.lane6.NoIndex.L006	74443.0	1.0
2192.H06b.Foot.3374.lane6.NoIndex.L006	73526.0	1.0
2192.H01a.Nose.15.lane6.NoIndex.L006	70480.0	3.0
2192.H03a.Hand.1279.lane6.NoIndex.L006	129776.0	2.0
2192.H07b.Kitchen.Floor.4130.lane6.NoIndex.L006	44576.0	1.0
2192.H06b.Foot.3368.lane6.NoIndex.L006	78690.0	1.0
2192.H06b.Foot.3344.lane6.NoIndex.L006	86519.0	1.0
2192.H02a.Kitchen.Floor.698.lane2.NoIndex.L002	94179.0	2.0
2192.H01a.Nose.87.lane6.NoIndex.L006	49354.0	1.0
2192.H02a.Nose.681.lane6.NoIndex.L006	65905.0	1.0
2192.H01a.Front.Door.Knob.197.lane2.NoIndex.L002	74504.0	1.0
2192.H07b.Foot.4136.lane6.NoIndex.L006	58703.0	1.0
2192.H04a.Front.Door.Knob.2069.lane2.NoIndex.L002	118981.0	1.0
2192.H07a.Foot.3659.lane6.NoIndex.L006	64443.0	9.0
2192.H03a.Hand.1357.lane6.NoIndex.L006	51211.0	1.0
2192.H06a.Kitchen.Counter.3001.lane1.NoIndex.L001	62430.0	1.0
2192.H05b.Nose.2460.lane5.NoIndex.L005	61489.0	1.0
2192.H04a.Foot.1904.lane6.NoIndex.L006	76123.0	1.0
2192.H04a.Dog.Foot.1943.lane6.NoIndex.L006	90915.0	1.0
2192.H07a.Bathroom.Door.Knob.3774.lane2.NoIndex.L002	64982.0	1.0
2192.H07a.Kitchen.Floor.3722.lane2.NoIndex.L002	104947.0	3.0
2192.H05b.Hand.2626.lane5.NoIndex.L005	67535.0	1.0
2192.H03a.Nose.1281.lane6.NoIndex.L006	68063.0	1.0
2192.H06b.Hand.3130.lane5.NoIndex.L005	51650.0	1.0
2192.H07b.Bathroom.Door.Knob.4110.lane6.NoIndex.L006	56137.0	2.0
2192.H05b.Kitchen.Counter.2689.lane5.NoIndex.L005	97011.0	2.0
2192.H05b.Foot.2840.lane5.NoIndex.L005	73695.0	7.0
2192.H04a.Dog.Foot.1823.lane6.NoIndex.L006	59798.0	2.0
2192.H07b.Front.Door.Knob.4085.lane2.NoIndex.L002	108360.0	1.0
2192.H02a.Foot.656.lane2.NoIndex.L002	88997.0	1.0
2192.H07b.Front.Door.Knob.3941.lane2.NoIndex.L002	74927.0	3.0
2192.H06b.Kitchen.Counter.3121.lane5.NoIndex.L005	74161.0	1.0
2192.H05b.Foot.2768.lane5.NoIndex.L005	70610.0	1.0
2192.H05b.Foot.2888.lane5.NoIndex.L005	59897.0	5.0
2192.H01a.Front.Door.Knob.317.lane2.NoIndex.L002	66714.0	2.0
2192.H01a.Nose.108.lane6.NoIndex.L006	60120.0	2.0
2192.H04a.Bathroom.Door.Knob.2070.lane2.NoIndex.L002	92354.0	3.0
2192.H07b.Kitchen.Counter.3985.lane2.NoIndex.L002	86884.0	1.0
2192.H04a.Nose.1959.lane6.NoIndex.L006	75925.0	2.0
2192.H06b.Foot.3350.lane6.NoIndex.L006	72022.0	4.0
2192.H03a.Hand.1261.lane6.NoIndex.L006	69413.0	3.0
2192.H04a.Dog.Nose.2013.lane5.NoIndex.L005	64370.0	2.0
2192.H07b.Foot.4043.lane6.NoIndex.L006	63914.0	2.0
2192.H03a.Nose.1308.lane6.NoIndex.L006	53771.0	1.0
2192.H04a.Nose.2004.lane5.NoIndex.L005	100509.0	1.0
2192.H03a.Kitchen.Floor.1370.lane5.NoIndex.L005	92184.0	1.0
2192.H07a.Foot.3680.lane6.NoIndex.L006	67927.0	8.0
2192.H01a.Nose.231.lane6.NoIndex.L006	54065.0	3.0
2192.H01a.Foot.320.lane2.NoIndex.L002	84376.0	1.0
2192.H07b.Cat.Paw.4021.lane6.NoIndex.L006	69398.0	3.0
2192.H05b.Nose.2937.lane5.NoIndex.L005	64434.0	1.0
2192.H04a.Dog.Foot.1895.lane6.NoIndex.L006	88705.0	1.0
2192.H03a.Hand.1429.lane6.NoIndex.L006	73978.0	1.0
2192.H07b.Nose.4044.lane1.NoIndex.L001	90708.0	1.0
2192.H07b.Nose.4068.lane1.NoIndex.L001	88866.0	1.0
2192.H06b.Hand.3346.lane6.NoIndex.L006	69587.0	1.0
2192.H04a.Nose.1839.lane6.NoIndex.L006	68263.0	1.0
2192.H06b.Hand.3127.lane5.NoIndex.L005	65319.0	2.0
2192.H03a.Bathroom.Door.Knob.1398.lane5.NoIndex.L005	95318.0	3.0
2192.H03a.Front.Door.Knob.1397.lane5.NoIndex.L005	80577.0	2.0
2192.H03a.Foot.1286.lane6.NoIndex.L006	65275.0	1.0
2192.H04a.Hand.1885.lane6.NoIndex.L006	81016.0	1.0
2192.H06b.Hand.3106.lane5.NoIndex.L005	68809.0	1.0
2192.H07b.Kitchen.Floor.4154.lane6.NoIndex.L006	52612.0	1.0
2192.H05b.Kitchen.Counter.2401.lane2.NoIndex.L002	103714.0	2.0
2192.H07b.Kitchen.Light.Switch.3987.lane2.NoIndex.L002	92203.0	1.0
2192.H06b.Hand.3178.lane5.NoIndex.L005	53687.0	2.0
2192.H01a.Kitchen.Floor.218.lane2.NoIndex.L002	57861.0	2.0
2192.H05b.Hand.2671.lane5.NoIndex.L005	35841.0	1.0
2192.H01a.Nose.324.lane6.NoIndex.L006	64898.0	3.0
2192.H04a.Kitchen.Counter.1801.lane5.NoIndex.L005	81428.0	1.0
2192.H01a.Nose.204.lane6.NoIndex.L006	42602.0	1.0
2192.H06b.Nose.3252.lane6.NoIndex.L006	74885.0	1.0
2192.H05b.Hand.2911.lane5.NoIndex.L005	70785.0	1.0
2192.H04a.Nose.1884.lane6.NoIndex.L006	88763.0	2.0
2192.H07a.Hand.3778.lane6.NoIndex.L006	60541.0	1.0
2192.H03a.Front.Door.Knob.1421.lane5.NoIndex.L005	88492.0	2.0
2192.H07b.Foot.3944.lane6.NoIndex.L006	71994.0	19.0
2192.H07b.Bedroom.Floor.4180.lane6.NoIndex.L006	69208.0	2.0
2192.H06b.Hand.3253.lane6.NoIndex.L006	68556.0	1.0
2192.H02a.Nose.609.lane6.NoIndex.L006	79466.0	3.0
2192.H07b.Bathroom.Door.Knob.3870.lane2.NoIndex.L002	69965.0	1.0
2192.H05a.Bedroom.Floor.5003.lane6.NoIndex.L006	82716.0	1.0
2192.H03a.Foot.1456.lane6.NoIndex.L006	53775.0	1.0
2192.H06b.Hand.3133.lane5.NoIndex.L005	67511.0	1.0
2192.H01a.Nose.81.lane6.NoIndex.L006	121828.0	11.0
2192.H01a.Hand.37.lane1.NoIndex.L001	108848.0	1.0
2192.H05b.Hand.2791.lane5.NoIndex.L005	73125.0	1.0
2192.H04a.Hand.1855.lane6.NoIndex.L006	49835.0	1.0
2192.H07b.Foot.4088.lane6.NoIndex.L006	59122.0	3.0
2192.H06b.Hand.3229.lane6.NoIndex.L006	62152.0	3.0
2192.H05b.Foot.2867.lane5.NoIndex.L005	76831.0	4.0
2192.H07b.Kitchen.Light.Switch.4011.lane2.NoIndex.L002	79774.0	5.0
2192.H07a.Foot.3656.lane6.NoIndex.L006	90335.0	2.0
2192.H07a.Foot.3728.lane6.NoIndex.L006	53302.0	2.0
2192.H07a.Kitchen.Counter.3673.lane2.NoIndex.L002	98660.0	3.0
2192.H05b.Hand.2770.lane5.NoIndex.L005	56823.0	3.0
2192.H03a.Front.Door.Knob.1205.lane5.NoIndex.L005	107223.0	2.0
2192.H05b.Front.Door.Knob.2885.lane1.NoIndex.L001	67682.0	1.0
2192.H04a.Kitchen.Floor.1898.lane6.NoIndex.L006	78385.0	1.0
2192.H01a.Hand.64.lane1.NoIndex.L001	81969.0	1.0
2192.H04a.Bedroom.Floor.2092.lane2.NoIndex.L002	107050.0	1.0
2192.H06b.Foot.3131.lane5.NoIndex.L005	43740.0	1.0
2192.H01a.Foot.206.lane2.NoIndex.L002	75333.0	1.0
2192.H03a.Foot.1310.lane6.NoIndex.L006	77022.0	1.0
2192.H05b.Kitchen.Light.Switch.2859.lane1.NoIndex.L001	74784.0	2.0
2192.H05b.Foot.2816.lane5.NoIndex.L005	64338.0	1.0
2192.H05b.Kitchen.Counter.2713.lane5.NoIndex.L005	82792.0	1.0
2192.H07b.Hand.3967.lane6.NoIndex.L006	71520.0	4.0
2192.H06b.Hand.3322.lane6.NoIndex.L006	72153.0	1.0
2192.H02a.Kitchen.Floor.722.lane2.NoIndex.L002	79586.0	2.0
2192.H07a.Front.Door.Knob.3749.lane2.NoIndex.L002	105890.0	4.0
2192.H03a.Foot.1502.lane6.NoIndex.L006	73921.0	1.0
2192.H01a.Bedroom.Floor.4.lane1.NoIndex.L001	83053.0	3.0
2192.H03a.Foot.1328.lane6.NoIndex.L006	73230.0	1.0
2192.H01a.Nose.300.lane6.NoIndex.L006	50292.0	1.0
2192.H06b.Foot.3275.lane6.NoIndex.L006	77652.0	5.0
2192.H07b.Front.Door.Knob.4157.lane6.NoIndex.L006	63589.0	1.0
2192.H07a.Hand.3754.lane6.NoIndex.L006	86670.0	1.0
2192.H07b.Kitchen.Counter.4129.lane6.NoIndex.L006	54202.0	3.0
2192.H07b.Foot.4064.lane6.NoIndex.L006	74524.0	11.0
2192.H04a.Nose.1815.lane6.NoIndex.L006	32342.0	1.0
2192.H05b.Kitchen.Light.Switch.2403.lane2.NoIndex.L002	99188.0	1.0
2192.H02a.Nose.825.lane6.NoIndex.L006	81175.0	6.0
2192.H04a.Front.Door.Knob.1877.lane6.NoIndex.L006	79822.0	1.0
2192.H07b.Hand.4087.lane6.NoIndex.L006	75663.0	16.0
2192.H05b.Nose.2844.lane5.NoIndex.L005	68080.0	1.0
2192.H05b.Kitchen.Counter.2785.lane6.NoIndex.L006	61601.0	2.0
2192.H01a.Nose.90.lane6.NoIndex.L006	30707.0	1.0
2192.H06a.Foot.3035.lane5.NoIndex.L005	52921.0	5.0
2192.H01a.Foot.278.lane2.NoIndex.L002	68769.0	1.0
2192.H07a.Kitchen.Counter.3745.lane2.NoIndex.L002	91149.0	1.0
2192.H03a.Kitchen.Floor.1274.lane5.NoIndex.L005	100365.0	1.0
2192.H05b.Kitchen.Floor.2474.lane5.NoIndex.L005	51774.0	1.0
2192.H07b.Nose.3948.lane1.NoIndex.L001	107053.0	4.0
2192.H04a.Nose.1905.lane6.NoIndex.L006	84904.0	2.0
2192.H04a.Nose.1836.lane6.NoIndex.L006	92348.0	2.0
2192.H06b.Foot.3152.lane5.NoIndex.L005	52453.0	5.0
2192.H06b.Foot.3080.lane5.NoIndex.L005	52494.0	1.0
2192.H05b.Hand.2983.lane5.NoIndex.L005	68460.0	2.0
2192.H03a.Kitchen.Floor.1322.lane5.NoIndex.L005	76181.0	2.0
2192.H07b.Kitchen.Floor.4058.lane2.NoIndex.L002	105948.0	6.0
2192.H07b.Foot.4112.lane6.NoIndex.L006	55300.0	1.0
2192.H07b.Front.Door.Knob.4013.lane2.NoIndex.L002	83714.0	2.0
2192.H05b.Foot.2720.lane5.NoIndex.L005	68791.0	6.0
2192.H07b.Cat.Paw.3997.lane6.NoIndex.L006	57420.0	1.0
2192.H02a.Bedroom.Floor.628.lane2.NoIndex.L002	63916.0	1.0
2192.H06b.Foot.3176.lane5.NoIndex.L005	78068.0	2.0
2192.H03a.Nose.1500.lane6.NoIndex.L006	72167.0	3.0
2192.H02a.Kitchen.Floor.914.lane2.NoIndex.L002	54322.0	3.0
2192.H03a.Nose.1257.lane6.NoIndex.L006	66415.0	1.0
2192.H05b.Foot.2576.lane6.NoIndex.L006	63902.0	1.0
2192.H04a.Nose.1857.lane6.NoIndex.L006	80588.0	4.0
2192.H03a.Kitchen.Floor.1418.lane5.NoIndex.L005	116700.0	2.0
2192.H01a.Bedroom.Floor.220.lane2.NoIndex.L002	56096.0	1.0
2192.H03a.Nose.1377.lane6.NoIndex.L006	44001.0	1.0
2192.H07a.Hand.3727.lane6.NoIndex.L006	83110.0	7.0
2192.H03a.Nose.1404.lane6.NoIndex.L006	68934.0	2.0
2192.H05b.Nose.2988.lane6.NoIndex.L006	70384.0	1.0
2192.H05b.Foot.2651.lane5.NoIndex.L005	58422.0	3.0
2192.H01a.Nose.162.lane6.NoIndex.L006	54037.0	1.0
2192.H06b.Foot.3254.lane6.NoIndex.L006	78279.0	1.0
2192.H06a.Hand.3034.lane5.NoIndex.L005	71216.0	2.0
2192.H04a.Dog.Foot.1940.lane6.NoIndex.L006	72978.0	1.0
2192.H01a.Foot.11.lane1.NoIndex.L001	107420.0	1.0
2192.H03a.Kitchen.Floor.1394.lane5.NoIndex.L005	141370.0	3.0
2192.H07b.Hand.4114.lane6.NoIndex.L006	80516.0	1.0
2192.H01a.Hand.274.lane2.NoIndex.L002	77711.0	1.0
2192.H07b.Cat.Paw.3949.lane6.NoIndex.L006	69923.0	5.0
2192.H04a.Hand.1807.lane6.NoIndex.L006	79268.0	1.0
2192.H04a.Kitchen.Floor.2042.lane2.NoIndex.L002	97581.0	2.0
2192.H05b.Foot.2912.lane5.NoIndex.L005	59027.0	2.0
2192.H04a.Nose.2100.lane5.NoIndex.L005	65808.0	2.0
2192.H05a.Kitchen.Floor.5001.lane6.NoIndex.L006	67080.0	1.0
2192.H01a.Kitchen.Floor.146.lane1.NoIndex.L001	96783.0	3.0
2192.H07a.Cat.Paw.3685.lane6.NoIndex.L006	87316.0	3.0
2192.H06b.Foot.3134.lane5.NoIndex.L005	58969.0	3.0
2192.H04a.Dog.Foot.1865.lane6.NoIndex.L006	83384.0	2.0
2192.H06a.Foot.3008.lane5.NoIndex.L005	75134.0	1.0
2192.H06a.Hand.3031.lane5.NoIndex.L005	67397.0	3.0
2192.H06b.Foot.3323.lane6.NoIndex.L006	87762.0	3.0
2192.H02a.Front.Door.Knob.629.lane2.NoIndex.L002	53086.0	1.0
2192.H07a.Kitchen.Light.Switch.3771.lane2.NoIndex.L002	81599.0	1.0
2192.H04a.Foot.2054.lane6.NoIndex.L006	88515.0	1.0
2192.H03a.Hand.1330.lane6.NoIndex.L006	65414.0	1.0
2192.H07b.Bedroom.Floor.3868.lane2.NoIndex.L002	71670.0	2.0
2192.H05b.Hand.2815.lane5.NoIndex.L005	66580.0	1.0
2192.H06b.Hand.3055.lane5.NoIndex.L005	64980.0	1.0
2192.H03a.Kitchen.Light.Switch.1395.lane5.NoIndex.L005	105680.0	1.0
2192.H03a.Hand.1354.lane6.NoIndex.L006	58463.0	1.0
2192.H07b.Foot.3992.lane6.NoIndex.L006	88226.0	1.0
2192.H01a.Nose.306.lane6.NoIndex.L006	57297.0	7.0
2192.H05b.Foot.2864.lane5.NoIndex.L005	77998.0	3.0
2192.H07b.Front.Door.Knob.4181.lane6.NoIndex.L006	58820.0	1.0
2192.H06b.Hand.3247.lane6.NoIndex.L006	73092.0	5.0
2192.H07b.Kitchen.Counter.4081.lane2.NoIndex.L002	103918.0	1.0
2192.H06b.Hand.3181.lane6.NoIndex.L006	67041.0	1.0
2192.H02a.Kitchen.Floor.842.lane2.NoIndex.L002	49642.0	1.0
2192.H04a.Dog.Foot.1868.lane6.NoIndex.L006	80374.0	1.0
2192.H06b.Foot.3158.lane5.NoIndex.L005	66067.0	1.0
2192.H07b.Kitchen.Light.Switch.3939.lane2.NoIndex.L002	65351.0	1.0
2192.H05b.Hand.2959.lane5.NoIndex.L005	75741.0	3.0
2192.H07b.Kitchen.Counter.4009.lane2.NoIndex.L002	96490.0	3.0
2192.H06a.Hand.3037.lane5.NoIndex.L005	68958.0	2.0
2192.H06b.Hand.3061.lane5.NoIndex.L005	74086.0	4.0
2192.H05b.Foot.2627.lane5.NoIndex.L005	57963.0	12.0
2192.H05b.Foot.2699.lane5.NoIndex.L005	67723.0	4.0
2192.H07b.Bedroom.Floor.3844.lane2.NoIndex.L002	123048.0	2.0
2192.H06b.Foot.3110.lane5.NoIndex.L005	75859.0	1.0
2192.H05b.Hand.2842.lane5.NoIndex.L005	64615.0	10.0
2192.H07a.Kitchen.Light.Switch.3747.lane2.NoIndex.L002	115756.0	2.0
2192.H05b.Nose.2412.lane5.NoIndex.L005	87631.0	2.0
2192.H02a.Bedroom.Floor.868.lane2.NoIndex.L002	92070.0	1.0
2192.H06a.Nose.3012.lane6.NoIndex.L006	88633.0	2.0
2192.H02a.Foot.776.lane2.NoIndex.L002	82859.0	3.0
2192.H07a.Bedroom.Floor.3772.lane2.NoIndex.L002	70447.0	2.0
2192.H03a.Nose.1425.lane6.NoIndex.L006	78743.0	5.0
2192.H07b.Bedroom.Floor.4132.lane6.NoIndex.L006	65521.0	3.0
2192.H02a.Front.Door.Knob.677.lane2.NoIndex.L002	64005.0	2.0
2192.H07a.Hand.3634.lane6.NoIndex.L006	81814.0	4.0
2192.H05b.Foot.2936.lane5.NoIndex.L005	67528.0	1.0
2192.H01a.Kitchen.Counter.265.lane2.NoIndex.L002	76147.0	1.0
2192.H06b.Front.Door.Knob.3053.lane1.NoIndex.L001	74883.0	3.0
2192.H07a.Cat.Paw.3781.lane6.NoIndex.L006	81075.0	3.0
2192.H03a.Hand.1519.lane6.NoIndex.L006	69207.0	1.0
2192.H02a.Kitchen.Floor.626.lane2.NoIndex.L002	60375.0	2.0
2192.H04a.Nose.1908.lane6.NoIndex.L006	86628.0	7.0
2192.H01a.Nose.12.lane6.NoIndex.L006	75824.0	2.0
2192.H06b.Hand.3343.lane6.NoIndex.L006	79254.0	2.0
2192.H01a.Nose.210.lane6.NoIndex.L006	42589.0	2.0
2192.H01a.Front.Door.Knob.101.lane1.NoIndex.L001	120400.0	9.0
2192.H03a.Front.Door.Knob.1301.lane5.NoIndex.L005	93638.0	1.0
2192.H04a.Kitchen.Floor.1922.lane6.NoIndex.L006	83101.0	1.0
2192.H02a.Nose.633.lane6.NoIndex.L006	69791.0	2.0
