type	number	misc	seq_id	start	finish
UN	835	.	G_contig000011	810	810
UN	836	.	G_contig000011	818	818
UN	837	.	G_contig000012	3948	4035
UN	838	.	G_contig000012	4149	4149
UN	839	.	G_contig000013	1	5
UN	840	.	G_contig000013	10930	11010
UN	841	.	G_contig000013	39409	39435
UN	842	.	G_contig000013	43714	43715
UN	843	.	G_contig000013	43718	43718
UN	844	.	G_contig000013	46444	46516
UN	845	.	G_contig000013	126421	126482
UN	846	.	G_contig000013	126834	126907
UN	847	.	G_contig000013	140486	140486
UN	848	.	G_contig000013	179435	179435
UN	849	.	G_contig000013	179437	179441
UN	850	.	G_contig000013	211438	211507
UN	851	.	G_contig000013	229828	229839
UN	852	.	G_contig000013	229939	229942
UN	853	.	G_contig000014	291	291
UN	854	.	G_contig000015	1	1
UN	855	.	G_contig000015	119	210
UN	856	.	G_contig000016	1	6
UN	857	.	G_contig000016	9754	9755
UN	858	.	G_contig000016	9758	9769
UN	859	.	G_contig000016	11371	11372
UN	860	.	G_contig000016	11401	11429
UN	861	.	G_contig000016	11731	11738
UN	862	.	G_contig000016	11740	11741
UN	863	.	G_contig000016	11743	11743
UN	864	.	G_contig000016	13677	13688
UN	865	.	G_contig000017	1	2
UN	866	.	G_contig000017	287	287
UN	867	.	G_contig000017	21173	21239
UN	868	.	G_contig000017	125671	125675
UN	869	.	G_contig000017	240413	240413
UN	870	.	G_contig000017	241147	241148
UN	871	.	G_contig000017	241150	241152
UN	872	.	G_contig000017	241154	241154
UN	873	.	G_contig000017	241156	241157
UN	874	.	G_contig000017	241159	241159
UN	875	.	G_contig000017	241161	241161
UN	876	.	G_contig000017	241163	241238
UN	877	.	G_contig000017	264202	264217
UN	878	.	G_contig000017	264222	264222
UN	879	.	G_contig000017	264546	264633
UN	880	.	G_contig000017	266290	266305
UN	881	.	G_contig000017	266395	266406
UN	882	.	G_contig000017	266494	266505
UN	883	.	G_contig000017	266604	266605
UN	884	.	G_contig000018	1	6
UN	885	.	G_contig000018	31599	31632
UN	886	.	G_contig000018	35936	35972
UN	887	.	G_contig000018	38987	39033
UN	888	.	G_contig000018	48653	48658
UN	889	.	G_contig000018	82381	82381
UN	890	.	G_contig000018	82385	82386
UN	891	.	G_contig000018	82389	82389
UN	892	.	G_contig000018	82391	82396
UN	893	.	G_contig000018	215333	215333
UN	894	.	G_contig000018	215338	215338
UN	895	.	G_contig000018	215345	215347
UN	896	.	G_contig000018	215350	215350
UN	897	.	G_contig000018	215353	215353
UN	898	.	G_contig000018	221435	221435
UN	899	.	G_contig000018	221439	221440
UN	900	.	G_contig000018	221443	221443
UN	901	.	G_contig000018	221445	221447
UN	902	.	G_contig000018	221450	221454
UN	903	.	G_contig000018	225627	225627
UN	904	.	G_contig000018	225629	225629
UN	905	.	G_contig000018	225631	225631
UN	906	.	G_contig000018	229438	229550
UN	907	.	G_contig000018	229557	229557
UN	908	.	G_contig000018	314897	314898
UN	909	.	G_contig000018	322129	322129
UN	910	.	G_contig000018	322132	322132
UN	911	.	G_contig000018	322135	322135
UN	912	.	G_contig000018	322138	322138
UN	913	.	G_contig000018	333163	333163
UN	914	.	G_contig000018	341120	341164
UN	915	.	G_contig000018	420055	420058
UN	916	.	G_contig000018	421838	421843
UN	917	.	G_contig000018	444482	444497
UN	918	.	G_contig000018	481119	481119
UN	919	.	G_contig000018	486599	486599
UN	920	.	G_contig000018	504513	504582
UN	921	.	G_contig000018	504584	504584
UN	922	.	G_contig000018	511261	511261
UN	923	.	G_contig000018	511264	511268
UN	924	.	G_contig000018	525893	525897
UN	925	.	G_contig000018	525972	525973
UN	926	.	G_contig000018	525975	525976
UN	927	.	G_contig000018	526062	526070
UN	928	.	G_contig000018	552624	552642
UN	929	.	G_contig000018	585055	585055
UN	930	.	G_contig000018	585067	585077
UN	931	.	G_contig000019	48	86
UN	932	.	G_contig000019	91	92
UN	933	.	G_contig000019	94	105
UN	934	.	G_contig000019	1454	1455
UN	935	.	G_contig000019	1457	1561
UN	936	.	G_contig000019	2391	2440
UN	937	.	G_contig000019	4268	4360
UN	938	.	G_contig000019	4363	4365
UN	939	.	G_contig000019	20955	20962
UN	940	.	G_contig000019	83657	83711
UN	941	.	G_contig000019	86505	86520
UN	942	.	G_contig000019	86526	86537
UN	943	.	G_contig000019	157073	157082
UN	944	.	G_contig000019	183091	183093
UN	945	.	G_contig000019	204151	204187
UN	946	.	G_contig000019	209936	209936
UN	947	.	G_contig000019	233150	233205
UN	948	.	G_contig000019	248867	248867
UN	949	.	G_contig000019	249829	249829
UN	950	.	G_contig000019	258731	258813
UN	951	.	G_contig000019	259001	259001
UN	952	.	G_contig000020	1	24
UN	953	.	G_contig000020	202	205
UN	954	.	G_contig000021	1	1
UN	955	.	G_contig000021	329	340
UN	956	.	G_contig000021	574	577
UN	957	.	G_contig000022	1	1
UN	958	.	G_contig000023	1	2
UN	959	.	G_contig000023	5088	5127
UN	960	.	G_contig000023	49177	49177
UN	961	.	G_contig000023	53998	54035
UN	962	.	G_contig000023	116655	116690
UN	963	.	G_contig000023	204089	204089
UN	964	.	G_contig000023	204094	204094
UN	965	.	G_contig000023	213693	213720
UN	966	.	G_contig000023	215916	215931
UN	967	.	G_contig000023	264031	264073
UN	968	.	G_contig000023	330356	330438
UN	969	.	G_contig000023	346530	346532
UN	970	.	G_contig000023	360140	360165
UN	971	.	G_contig000023	455889	455899
UN	972	.	G_contig000023	455903	455909
UN	973	.	G_contig000023	522370	522370
UN	974	.	G_contig000023	613609	613609
UN	975	.	G_contig000023	613640	613640
UN	976	.	G_contig000023	613644	613644
UN	977	.	G_contig000023	613647	613647
UN	978	.	G_contig000023	613649	613650
UN	979	.	G_contig000023	613656	613657
UN	980	.	G_contig000023	613659	613659
UN	981	.	G_contig000023	613889	613898
UN	982	.	G_contig000023	613900	613901
UN	983	.	G_contig000023	613903	613903
UN	984	.	G_contig000023	623714	623778
UN	985	.	G_contig000023	658508	658621
UN	986	.	G_contig000023	658757	658846
UN	987	.	G_contig000023	658848	658848
UN	988	.	G_contig000023	658985	659002
UN	989	.	G_contig000023	659794	659797
UN	990	.	G_contig000023	660040	660046
UN	991	.	G_contig000023	670667	670765
UN	992	.	G_contig000023	678470	678470
UN	993	.	G_contig000023	678483	678483
UN	994	.	G_contig000023	687677	687689
UN	995	.	G_contig000023	704656	704706
UN	996	.	G_contig000023	732513	732513
UN	997	.	G_contig000023	747524	747535
UN	998	.	G_contig000023	747583	747583
UN	999	.	G_contig000023	747674	747674
UN	1000	.	G_contig000023	750773	750773
UN	1001	.	G_contig000023	750776	750854
UN	1002	.	G_contig000023	750998	751102
UN	1003	.	G_contig000023	751653	751697
UN	1004	.	G_contig000023	751890	752020
UN	1005	.	G_contig000023	752126	752206
UN	1006	.	G_contig000023	758867	758890
UN	1007	.	G_contig000023	759571	759618
UN	1008	.	G_contig000023	760684	760746
UN	1009	.	G_contig000023	761173	761248
UN	1010	.	G_contig000023	761381	761384
UN	1011	.	G_contig000023	761386	761482
UN	1012	.	G_contig000023	761731	761768
UN	1013	.	G_contig000023	762036	762037
UN	1014	.	G_contig000023	762040	762081
UN	1015	.	G_contig000023	762496	762497
UN	1016	.	G_contig000023	762499	762500
UN	1017	.	G_contig000023	762502	762585
UN	1018	.	G_contig000023	787210	787244
UN	1019	.	G_contig000023	817673	817727
UN	1020	.	G_contig000023	818500	818501
UN	1021	.	G_contig000023	818508	818508
UN	1022	.	G_contig000023	818588	818588
UN	1023	.	G_contig000023	818591	818591
UN	1024	.	G_contig000023	818594	818594
UN	1025	.	G_contig000023	818606	818606
UN	1026	.	G_contig000023	818608	818624
UN	1027	.	G_contig000023	818626	818682
UN	1028	.	G_contig000023	818689	818689
UN	1029	.	G_contig000023	818692	818693
UN	1030	.	G_contig000023	818695	818696
UN	1031	.	G_contig000023	818698	818698
UN	1032	.	G_contig000023	818701	818702
UN	1033	.	G_contig000023	818704	818704
UN	1034	.	G_contig000023	818706	818707
UN	1035	.	G_contig000023	818710	818710
UN	1036	.	G_contig000023	818713	818714
UN	1037	.	G_contig000023	818716	818716
UN	1038	.	G_contig000023	818718	818719
UN	1039	.	G_contig000023	834616	834616
UN	1040	.	G_contig000023	834618	834618
UN	1041	.	G_contig000023	863639	863651
UN	1042	.	G_contig000023	865462	865476
UN	1043	.	G_contig000023	895136	895142
UN	1044	.	G_contig000023	900176	900228
UN	1045	.	G_contig000023	915000	915047
UN	1046	.	G_contig000023	967051	967118
UN	1047	.	G_contig000023	975585	975585
UN	1048	.	G_contig000023	975587	975587
UN	1049	.	G_contig000023	975589	975598
UN	1050	.	G_contig000023	1010646	1010707
UN	1051	.	G_contig000023	1027142	1027216
UN	1052	.	G_contig000023	1073350	1073358
UN	1053	.	G_contig000023	1073364	1073364
UN	1054	.	G_contig000023	1073371	1073376
UN	1055	.	G_contig000023	1081642	1081642
UN	1056	.	G_contig000023	1081644	1081647
UN	1057	.	G_contig000023	1081662	1081665
UN	1058	.	G_contig000023	1081668	1081668
UN	1059	.	G_contig000023	1081675	1081675
UN	1060	.	G_contig000023	1081700	1081701
UN	1061	.	G_contig000023	1081704	1081707
UN	1062	.	G_contig000023	1085056	1085092
UN	1063	.	G_contig000023	1127570	1127577
UN	1064	.	G_contig000023	1127580	1127589
UN	1065	.	G_contig000023	1139454	1139474
UN	1066	.	G_contig000023	1139540	1139540
UN	1067	.	G_contig000023	1177101	1177101
UN	1068	.	G_contig000023	1196413	1196415
UN	1069	.	G_contig000023	1233914	1233914
UN	1070	.	G_contig000023	1260890	1260901
UN	1071	.	G_contig000023	1272375	1272395
UN	1072	.	G_contig000023	1284438	1284481
UN	1073	.	G_contig000023	1286507	1286561
UN	1074	.	G_contig000023	1302404	1302459
UN	1075	.	G_contig000023	1311421	1311422
UN	1076	.	G_contig000023	1311424	1311469
UN	1077	.	G_contig000023	1358971	1359027
UN	1078	.	G_contig000023	1438376	1438378
UN	1079	.	G_contig000023	1446620	1446620
UN	1080	.	G_contig000023	1446623	1446623
UN	1081	.	G_contig000023	1446626	1446626
UN	1082	.	G_contig000023	1454517	1454567
UN	1083	.	G_contig000023	1467575	1467592
UN	1084	.	G_contig000023	1468029	1468032
UN	1085	.	G_contig000023	1512881	1512881
UN	1086	.	G_contig000023	1521421	1521465
UN	1087	.	G_contig000023	1543386	1543386
UN	1088	.	G_contig000023	1543594	1543594
UN	1089	.	G_contig000023	1544783	1544884
UN	1090	.	G_contig000023	1545229	1545299
UN	1091	.	G_contig000023	1551532	1551535
UN	1092	.	G_contig000023	1556766	1556811
UN	1093	.	G_contig000023	1562643	1562684
UN	1094	.	G_contig000023	1590906	1590909
UN	1095	.	G_contig000023	1590921	1590926
UN	1096	.	G_contig000023	1611415	1611458
UN	1097	.	G_contig000023	1631004	1631006
UN	1098	.	G_contig000023	1656958	1656958
UN	1099	.	G_contig000023	1656964	1656964
UN	1100	.	G_contig000023	1692557	1692598
UN	1101	.	G_contig000023	1700620	1700622
UN	1102	.	G_contig000023	1736103	1736148
UN	1103	.	G_contig000023	1798416	1798416
UN	1104	.	G_contig000023	1798418	1798418
UN	1105	.	G_contig000023	1798421	1798421
UN	1106	.	G_contig000023	1853942	1853951
UN	1107	.	G_contig000023	1892088	1892088
UN	1108	.	G_contig000023	1892090	1892090
UN	1109	.	G_contig000023	1892097	1892097
UN	1110	.	G_contig000023	1892099	1892099
UN	1111	.	G_contig000023	1892102	1892102
UN	1112	.	G_contig000023	1960336	1960375
UN	1113	.	G_contig000023	1968856	1968883
UN	1114	.	G_contig000023	2043840	2043869
UN	1115	.	G_contig000024	1	4
UN	1116	.	G_contig000024	169	244
UN	1117	.	G_contig000024	5308	5308
UN	1118	.	G_contig000025	1	2
UN	1119	.	G_contig000025	1121	1124
UN	1120	.	G_contig000026	1	8
UN	1121	.	G_contig000026	9172	9177
UN	1122	.	G_contig000026	9727	9731
UN	1123	.	G_contig000026	10143	10269
UN	1124	.	G_contig000026	11618	11726
UN	1125	.	G_contig000026	12045	12055
UN	1126	.	G_contig000027	1	5
UN	1127	.	G_contig000027	30918	30918
UN	1128	.	G_contig000027	30921	30990
UN	1129	.	G_contig000027	46240	46325
UN	1130	.	G_contig000027	48472	48472
UN	1131	.	G_contig000027	48480	48485
UN	1132	.	G_contig000027	56278	56343
UN	1133	.	G_contig000027	73384	73394
UN	1134	.	G_contig000027	88046	88058
UN	1135	.	G_contig000027	88695	88706
UN	1136	.	G_contig000027	135394	135428
UN	1137	.	G_contig000027	136353	136353
UN	1138	.	G_contig000027	136359	136373
UN	1139	.	G_contig000027	166133	166209
UN	1140	.	G_contig000027	166396	166396
UN	1141	.	G_contig000028	1	4
UN	1142	.	G_contig000028	9698	9738
UN	1143	.	G_contig000028	9740	9741
UN	1144	.	G_contig000028	10738	10747
UN	1145	.	G_contig000029	1	1
UN	1146	.	G_contig000029	171	171
UN	1147	.	G_contig000029	324	326
UN	1148	.	G_contig000030	1	1
UN	1149	.	G_contig000030	97	132
UN	1150	.	G_contig000030	417	419
UN	1151	.	G_contig000030	422	422
UN	1152	.	G_contig000030	2388	2389
UN	1153	.	G_contig000030	15360	15372
UN	1154	.	G_contig000030	15608	15643
UN	1155	.	G_contig000031	1	10
UN	1156	.	G_contig000031	235	235
UN	1157	.	G_contig000032	1	8
UN	1158	.	G_contig000032	23854	23858
UN	1159	.	G_contig000032	24098	24101
UN	1160	.	G_contig000032	24267	24389
UN	1161	.	G_contig000032	25729	25828
UN	1162	.	G_contig000032	26756	26759
UN	1163	.	G_contig000032	27151	27191
UN	1164	.	G_contig000032	27391	27408
UN	1165	.	G_contig000032	27972	27975
UN	1166	.	G_contig000032	28375	28407
UN	1167	.	G_contig000032	28791	28814
UN	1168	.	G_contig000032	37650	37650
UN	1169	.	G_contig000032	84268	84327
UN	1170	.	G_contig000032	102385	102386
UN	1171	.	G_contig000032	103278	103311
UN	1172	.	G_contig000032	103314	103314
UN	1173	.	G_contig000032	103316	103320
UN	1174	.	G_contig000032	118072	118072
UN	1175	.	G_contig000032	125659	125663
UN	1176	.	G_contig000032	125666	125666
UN	1177	.	G_contig000032	129421	129499
UN	1178	.	G_contig000032	146151	146173
UN	1179	.	G_contig000032	146561	146652
UN	1180	.	G_contig000032	147834	147856
UN	1181	.	G_contig000032	220754	220754
UN	1182	.	G_contig000032	235606	235606
UN	1183	.	G_contig000032	235610	235610
UN	1184	.	G_contig000032	257371	257417
UN	1185	.	G_contig000032	290957	290959
UN	1186	.	G_contig000032	293268	293305
UN	1187	.	G_contig000032	297806	297814
UN	1188	.	G_contig000032	330702	330706
UN	1189	.	G_contig000032	330709	330714
UN	1190	.	G_contig000032	365254	365293
UN	1191	.	G_contig000032	389589	389648
UN	1192	.	G_contig000032	400405	400405
UN	1193	.	G_contig000032	409793	409861
UN	1194	.	G_contig000032	496087	496131
UN	1195	.	G_contig000032	541840	541840
UN	1196	.	G_contig000032	550811	550876
UN	1197	.	G_contig000032	553165	553203
UN	1198	.	G_contig000032	556015	556038
UN	1199	.	G_contig000032	556176	556207
UN	1200	.	G_contig000032	563689	563692
UN	1201	.	G_contig000032	575302	575303
UN	1202	.	G_contig000032	650184	650195
UN	1203	.	G_contig000032	703849	703939
UN	1204	.	G_contig000032	709718	709748
UN	1205	.	G_contig000032	712134	712173
UN	1206	.	G_contig000032	715972	716008
UN	1207	.	G_contig000032	716127	716127
UN	1208	.	G_contig000032	716129	716188
UN	1209	.	G_contig000032	744829	744867
UN	1210	.	G_contig000032	747378	747410
UN	1211	.	G_contig000032	780848	780848
UN	1212	.	G_contig000032	780852	780852
UN	1213	.	G_contig000032	784537	784594
UN	1214	.	G_contig000032	814821	814896
UN	1215	.	G_contig000032	1057886	1057887
UN	1216	.	G_contig000032	1057889	1057894
UN	1217	.	G_contig000033	1	1
UN	1218	.	G_contig000033	396	396
UN	1219	.	G_contig000033	516	516
UN	1220	.	G_contig000033	794	815
